x-axis,1
second,Volt
+328.000E-06,+2.860327351E+00
+329.000E-06,+2.860331257E+00
+330.000E-06,+2.860315632E+00
+331.000E-06,+2.860323444E+00
+332.000E-06,+2.860339069E+00
+333.000E-06,+2.860331257E+00
+334.000E-06,+2.860307819E+00
+335.000E-06,+2.860284382E+00
+336.000E-06,+2.860303913E+00
+337.000E-06,+2.860296101E+00
+338.000E-06,+2.860268757E+00
+339.000E-06,+2.860268757E+00
+340.000E-06,+2.860288288E+00
+341.000E-06,+2.860315632E+00
+342.000E-06,+2.860315632E+00
+343.000E-06,+2.860292194E+00
+344.000E-06,+2.860280476E+00
+345.000E-06,+2.860225788E+00
+346.000E-06,+2.860217976E+00
+347.000E-06,+2.860225788E+00
+348.000E-06,+2.860217976E+00
+349.000E-06,+2.860178913E+00
+350.000E-06,+2.860229694E+00
+351.000E-06,+2.860253132E+00
+352.000E-06,+2.860264851E+00
+353.000E-06,+2.860214069E+00
+354.000E-06,+2.860190632E+00
+355.000E-06,+2.860206257E+00
+356.000E-06,+2.860186726E+00
+357.000E-06,+2.860171101E+00
+358.000E-06,+2.860159382E+00
+359.000E-06,+2.860167194E+00
+360.000E-06,+2.860147663E+00
+361.000E-06,+2.860171101E+00
+362.000E-06,+2.860155476E+00
+363.000E-06,+2.860151569E+00
+364.000E-06,+2.860171101E+00
+365.000E-06,+2.860210163E+00
+366.000E-06,+2.860214069E+00
+367.000E-06,+2.860202351E+00
+368.000E-06,+2.860182819E+00
+369.000E-06,+2.860198444E+00
+370.000E-06,+2.860229694E+00
+371.000E-06,+2.860237507E+00
+372.000E-06,+2.860225788E+00
+373.000E-06,+2.860225788E+00
+374.000E-06,+2.860229694E+00
+375.000E-06,+2.860245319E+00
+376.000E-06,+2.860221882E+00
+377.000E-06,+2.860206257E+00
+378.000E-06,+2.860163288E+00
+379.000E-06,+2.860182819E+00
+380.000E-06,+2.860198444E+00
+381.000E-06,+2.860202351E+00
+382.000E-06,+2.860214069E+00
+383.000E-06,+2.860214069E+00
+384.000E-06,+2.860194538E+00
+385.000E-06,+2.860206257E+00
+386.000E-06,+2.860186726E+00
+387.000E-06,+2.860171101E+00
+388.000E-06,+2.860139851E+00
+389.000E-06,+2.860147663E+00
+390.000E-06,+2.860167194E+00
+391.000E-06,+2.860143757E+00
+392.000E-06,+2.860120319E+00
+393.000E-06,+2.860104694E+00
+394.000E-06,+2.860096882E+00
+395.000E-06,+2.860069538E+00
+396.000E-06,+2.860038288E+00
+397.000E-06,+2.860050007E+00
+398.000E-06,+2.860026569E+00
+399.000E-06,+2.860022663E+00
+400.000E-06,+2.859999226E+00
+401.000E-06,+2.859967976E+00
+402.000E-06,+2.859964069E+00
+403.000E-06,+2.859967976E+00
+404.000E-06,+2.859948444E+00
+405.000E-06,+2.859940632E+00
+406.000E-06,+2.859932819E+00
+407.000E-06,+2.859905476E+00
+408.000E-06,+2.859921101E+00
+409.000E-06,+2.859936726E+00
+410.000E-06,+2.859967976E+00
+411.000E-06,+2.859932819E+00
+412.000E-06,+2.859921101E+00
+413.000E-06,+2.859932819E+00
+414.000E-06,+2.859921101E+00
+415.000E-06,+2.859901569E+00
+416.000E-06,+2.859921101E+00
+417.000E-06,+2.859921101E+00
+418.000E-06,+2.859885944E+00
+419.000E-06,+2.859850788E+00
+420.000E-06,+2.859819538E+00
+421.000E-06,+2.859800007E+00
+422.000E-06,+2.859811726E+00
+423.000E-06,+2.859819538E+00
+424.000E-06,+2.859811726E+00
+425.000E-06,+2.859796101E+00
+426.000E-06,+2.859831257E+00
+427.000E-06,+2.859874226E+00
+428.000E-06,+2.859870319E+00
+429.000E-06,+2.859882038E+00
+430.000E-06,+2.859885944E+00
+431.000E-06,+2.859882038E+00
+432.000E-06,+2.859878132E+00
+433.000E-06,+2.859870319E+00
+434.000E-06,+2.859882038E+00
+435.000E-06,+2.859897663E+00
+436.000E-06,+2.859858601E+00
+437.000E-06,+2.859850788E+00
+438.000E-06,+2.859858601E+00
+439.000E-06,+2.859823444E+00
+440.000E-06,+2.859842976E+00
+441.000E-06,+2.859850788E+00
+442.000E-06,+2.859819538E+00
+443.000E-06,+2.859827351E+00
+444.000E-06,+2.859835163E+00
+445.000E-06,+2.859842976E+00
+446.000E-06,+2.859846882E+00
+447.000E-06,+2.859850788E+00
+448.000E-06,+2.859842976E+00
+449.000E-06,+2.859819538E+00
+450.000E-06,+2.859800007E+00
+451.000E-06,+2.859831257E+00
+452.000E-06,+2.859866413E+00
+453.000E-06,+2.859874226E+00
+454.000E-06,+2.859842976E+00
+455.000E-06,+2.859866413E+00
+456.000E-06,+2.859885944E+00
+457.000E-06,+2.859870319E+00
+458.000E-06,+2.859842976E+00
+459.000E-06,+2.859788288E+00
+460.000E-06,+2.859807819E+00
+461.000E-06,+2.859772663E+00
+462.000E-06,+2.859772663E+00
+463.000E-06,+2.859753132E+00
+464.000E-06,+2.859749226E+00
+465.000E-06,+2.859753132E+00
+466.000E-06,+2.859780476E+00
+467.000E-06,+2.859757038E+00
+468.000E-06,+2.859725788E+00
+469.000E-06,+2.859714069E+00
+470.000E-06,+2.859710163E+00
+471.000E-06,+2.859702351E+00
+472.000E-06,+2.859710163E+00
+473.000E-06,+2.859675007E+00
+474.000E-06,+2.859682819E+00
+475.000E-06,+2.859675007E+00
+476.000E-06,+2.859635944E+00
+477.000E-06,+2.859620319E+00
+478.000E-06,+2.859585163E+00
+479.000E-06,+2.859577351E+00
+480.000E-06,+2.859612507E+00
+481.000E-06,+2.859624226E+00
+482.000E-06,+2.859624226E+00
+483.000E-06,+2.859596882E+00
+484.000E-06,+2.859612507E+00
+485.000E-06,+2.859612507E+00
+486.000E-06,+2.859620319E+00
+487.000E-06,+2.859647663E+00
+488.000E-06,+2.859639851E+00
+489.000E-06,+2.859639851E+00
+490.000E-06,+2.859628132E+00
+491.000E-06,+2.859632038E+00
+492.000E-06,+2.859600788E+00
+493.000E-06,+2.859585163E+00
+494.000E-06,+2.859569538E+00
+495.000E-06,+2.859542194E+00
+496.000E-06,+2.859514851E+00
+497.000E-06,+2.859475788E+00
+498.000E-06,+2.859464069E+00
+499.000E-06,+2.859409382E+00
+500.000E-06,+2.859385944E+00
+501.000E-06,+2.859346882E+00
+502.000E-06,+2.859296101E+00
+503.000E-06,+2.859268757E+00
+504.000E-06,+2.859264851E+00
+505.000E-06,+2.859253132E+00
+506.000E-06,+2.859272663E+00
+507.000E-06,+2.859268757E+00
