x-axis,1,2
second,Volt,Volt
-316.000E-03,+408.945E-03,-1.410406E+00
-313.500E-03,+408.945E-03,-1.410406E+00
-311.000E-03,+408.946E-03,-1.410406E+00
-308.500E-03,+408.945E-03,-1.410406E+00
-306.000E-03,+408.944E-03,-1.410406E+00
-303.500E-03,+408.943E-03,-1.410406E+00
-301.000E-03,+408.943E-03,-1.410406E+00
-298.500E-03,+408.943E-03,-1.410406E+00
-296.000E-03,+408.943E-03,-1.410406E+00
-293.500E-03,+408.943E-03,-1.410406E+00
-291.000E-03,+408.942E-03,-1.410406E+00
-288.500E-03,+408.942E-03,-1.410406E+00
-286.000E-03,+408.941E-03,-1.410406E+00
-283.500E-03,+408.941E-03,-1.410406E+00
-281.000E-03,+408.943E-03,-1.410406E+00
-278.500E-03,+408.944E-03,-1.410406E+00
-276.000E-03,+408.946E-03,-1.410406E+00
-273.500E-03,+408.945E-03,-1.410406E+00
-271.000E-03,+408.946E-03,-1.410406E+00
-268.500E-03,+408.946E-03,-1.410406E+00
-266.000E-03,+408.945E-03,-1.410406E+00
-263.500E-03,+408.946E-03,-1.410406E+00
-261.000E-03,+408.946E-03,-1.410406E+00
-258.500E-03,+408.950E-03,-1.410406E+00
-256.000E-03,+408.947E-03,-1.410406E+00
-253.500E-03,+408.946E-03,-1.410406E+00
-251.000E-03,+408.945E-03,-1.410406E+00
-248.500E-03,+408.943E-03,-1.410406E+00
-246.000E-03,+408.945E-03,-1.410406E+00
-243.500E-03,+408.944E-03,-1.410406E+00
-241.000E-03,+408.945E-03,-1.410406E+00
-238.500E-03,+408.944E-03,-1.410406E+00
-236.000E-03,+408.944E-03,-1.410406E+00
-233.500E-03,+408.942E-03,-1.410406E+00
-231.000E-03,+408.942E-03,-1.410406E+00
-228.500E-03,+408.943E-03,-1.410406E+00
-226.000E-03,+408.944E-03,-1.410406E+00
-223.500E-03,+408.948E-03,-1.410406E+00
-221.000E-03,+408.948E-03,-1.410406E+00
-218.500E-03,+408.948E-03,-1.410406E+00
-216.000E-03,+408.948E-03,-1.410406E+00
-213.500E-03,+408.947E-03,-1.410406E+00
-211.000E-03,+408.949E-03,-1.410406E+00
-208.500E-03,+408.949E-03,-1.410406E+00
-206.000E-03,+408.950E-03,-1.410406E+00
-203.500E-03,+408.952E-03,-1.410406E+00
-201.000E-03,+408.949E-03,-1.410406E+00
-198.500E-03,+408.947E-03,-1.410406E+00
-196.000E-03,+408.947E-03,-1.410406E+00
-193.500E-03,+408.946E-03,-1.410406E+00
-191.000E-03,+408.948E-03,-1.410406E+00
