x-axis,1,2
second,Volt,Volt
-192.000E-03,+183.297E-03,+1.374925E+00
-191.000E-03,+183.293E-03,+1.374925E+00
-190.000E-03,+183.295E-03,+1.374925E+00
-189.000E-03,+183.300E-03,+1.374925E+00
-188.000E-03,+183.302E-03,+1.374925E+00
-187.000E-03,+183.298E-03,+1.374925E+00
-186.000E-03,+183.302E-03,+1.374925E+00
-185.000E-03,+183.309E-03,+1.374925E+00
-184.000E-03,+183.306E-03,+1.374925E+00
-183.000E-03,+183.309E-03,+1.374925E+00
-182.000E-03,+183.305E-03,+1.374925E+00
-181.000E-03,+183.309E-03,+1.374925E+00
-180.000E-03,+183.305E-03,+1.374925E+00
-179.000E-03,+183.298E-03,+1.374925E+00
-178.000E-03,+183.303E-03,+1.374925E+00
-177.000E-03,+183.303E-03,+1.374925E+00
-176.000E-03,+183.302E-03,+1.374925E+00
-175.000E-03,+183.303E-03,+1.374925E+00
-174.000E-03,+183.305E-03,+1.374925E+00
-173.000E-03,+183.303E-03,+1.374925E+00
-172.000E-03,+183.305E-03,+1.374925E+00
-171.000E-03,+183.308E-03,+1.374925E+00
-170.000E-03,+183.305E-03,+1.374925E+00
-169.000E-03,+183.309E-03,+1.374925E+00
-168.000E-03,+183.310E-03,+1.374925E+00
-167.000E-03,+183.312E-03,+1.374925E+00
-166.000E-03,+183.306E-03,+1.374925E+00
-165.000E-03,+183.306E-03,+1.374925E+00
-164.000E-03,+183.303E-03,+1.374925E+00
-163.000E-03,+183.305E-03,+1.374925E+00
-162.000E-03,+183.298E-03,+1.374925E+00
-161.000E-03,+183.300E-03,+1.374925E+00
-160.000E-03,+183.295E-03,+1.374925E+00
-159.000E-03,+183.295E-03,+1.374925E+00
-158.000E-03,+183.301E-03,+1.374925E+00
-157.000E-03,+183.298E-03,+1.374925E+00
-156.000E-03,+183.296E-03,+1.374925E+00
-155.000E-03,+183.295E-03,+1.374925E+00
-154.000E-03,+183.295E-03,+1.374925E+00
-153.000E-03,+183.291E-03,+1.374925E+00
-152.000E-03,+183.299E-03,+1.374925E+00
-151.000E-03,+183.304E-03,+1.374925E+00
-150.000E-03,+183.298E-03,+1.374925E+00
-149.000E-03,+183.296E-03,+1.374925E+00
-148.000E-03,+183.298E-03,+1.374925E+00
-147.000E-03,+183.296E-03,+1.374925E+00
-146.000E-03,+183.295E-03,+1.374925E+00
-145.000E-03,+183.297E-03,+1.374925E+00
-144.000E-03,+183.293E-03,+1.374925E+00
-143.000E-03,+183.292E-03,+1.374925E+00
-142.000E-03,+183.293E-03,+1.374925E+00
