x-axis,1,2
second,Volt,Volt
-5.3600E+00,+318.9E-03,-1.6033E+00
-5.3500E+00,+318.8E-03,-1.5955E+00
-5.3400E+00,+318.8E-03,-1.5935E+00
-5.3300E+00,+318.8E-03,-1.5876E+00
-5.3200E+00,+318.9E-03,-1.5779E+00
-5.3100E+00,+318.9E-03,-1.5701E+00
-5.3000E+00,+318.8E-03,-1.5623E+00
-5.2900E+00,+318.8E-03,-1.5544E+00
-5.2800E+00,+318.8E-03,-1.5427E+00
-5.2700E+00,+318.8E-03,-1.5388E+00
-5.2600E+00,+318.9E-03,-1.5369E+00
-5.2500E+00,+318.9E-03,-1.5369E+00
-5.2400E+00,+318.8E-03,-1.5369E+00
-5.2300E+00,+318.8E-03,-1.5290E+00
-5.2200E+00,+318.8E-03,-1.5134E+00
-5.2100E+00,+318.8E-03,-1.4978E+00
-5.2000E+00,+318.9E-03,-1.4919E+00
-5.1900E+00,+318.8E-03,-1.4919E+00
-5.1800E+00,+318.8E-03,-1.4900E+00
-5.1700E+00,+318.8E-03,-1.4880E+00
-5.1600E+00,+318.8E-03,-1.4841E+00
-5.1500E+00,+318.8E-03,-1.4744E+00
-5.1400E+00,+318.8E-03,-1.4685E+00
-5.1300E+00,+318.8E-03,-1.4607E+00
-5.1200E+00,+318.8E-03,-1.4509E+00
-5.1100E+00,+318.8E-03,-1.4412E+00
-5.1000E+00,+318.8E-03,-1.4373E+00
-5.0900E+00,+318.8E-03,-1.4333E+00
-5.0800E+00,+318.8E-03,-1.4236E+00
-5.0700E+00,+318.8E-03,-1.4138E+00
-5.0600E+00,+318.8E-03,-1.4080E+00
-5.0500E+00,+318.7E-03,-1.4040E+00
-5.0400E+00,+318.7E-03,-1.4021E+00
-5.0300E+00,+318.7E-03,-1.3904E+00
-5.0200E+00,+318.6E-03,-1.3806E+00
-5.0100E+00,+318.6E-03,-1.3748E+00
-5.0000E+00,+318.5E-03,-1.3689E+00
-4.9900E+00,+318.4E-03,-1.3611E+00
-4.9800E+00,+318.4E-03,-1.3513E+00
-4.9700E+00,+318.4E-03,-1.3494E+00
-4.9600E+00,+318.4E-03,-1.3474E+00
-4.9500E+00,+318.5E-03,-1.3474E+00
-4.9400E+00,+318.5E-03,-1.3435E+00
-4.9300E+00,+318.6E-03,-1.3298E+00
-4.9200E+00,+318.6E-03,-1.3201E+00
-4.9100E+00,+318.6E-03,-1.3123E+00
-4.9000E+00,+318.7E-03,-1.3083E+00
-4.8900E+00,+318.7E-03,-1.3025E+00
-4.8800E+00,+318.7E-03,-1.2869E+00
