x-axis,1
second,Volt
-60.000E-03,+2.825592E+00
-57.500E-03,+2.825549E+00
-55.000E-03,+2.825616E+00
-52.500E-03,+2.825745E+00
-50.000E-03,+2.825717E+00
-47.500E-03,+2.825807E+00
-45.000E-03,+2.825780E+00
-42.500E-03,+2.825791E+00
-40.000E-03,+2.825741E+00
-37.500E-03,+2.825850E+00
-35.000E-03,+2.825987E+00
-32.500E-03,+2.826116E+00
-30.000E-03,+2.826229E+00
-27.500E-03,+2.826287E+00
-25.000E-03,+2.826291E+00
-22.500E-03,+2.826295E+00
-20.000E-03,+2.826405E+00
-17.500E-03,+2.826471E+00
-15.000E-03,+2.826580E+00
-12.500E-03,+2.826639E+00
-10.00E-03,+2.826627E+00
-7.500E-03,+2.826455E+00
-5.000E-03,+2.826385E+00
-2.500E-03,+2.826366E+00
+0E+00,+2.826018E+00
+2.500E-03,+2.826166E+00
+5.000E-03,+2.826280E+00
+7.500E-03,+2.826436E+00
+10.000E-03,+2.826370E+00
+12.500E-03,+2.826440E+00
+15.000E-03,+2.826553E+00
+17.500E-03,+2.826745E+00
+20.000E-03,+2.826998E+00
+22.500E-03,+2.827104E+00
+25.000E-03,+2.827198E+00
+27.500E-03,+2.827131E+00
+30.000E-03,+2.827116E+00
+32.500E-03,+2.827217E+00
+35.000E-03,+2.827350E+00
+37.500E-03,+2.827569E+00
+40.000E-03,+2.827639E+00
+42.500E-03,+2.827674E+00
+45.000E-03,+2.827604E+00
+47.500E-03,+2.827541E+00
+50.000E-03,+2.827612E+00
+52.500E-03,+2.827639E+00
+55.000E-03,+2.827803E+00
+57.500E-03,+2.827795E+00
+60.000E-03,+2.827725E+00
+62.500E-03,+2.827604E+00
+65.000E-03,+2.827479E+00
+67.500E-03,+2.827495E+00
+70.000E-03,+2.827487E+00
+72.500E-03,+2.827647E+00
+75.000E-03,+2.827702E+00
+77.500E-03,+2.827651E+00
+80.000E-03,+2.827620E+00
+82.500E-03,+2.827553E+00
+85.000E-03,+2.827604E+00
+87.500E-03,+2.827674E+00
+90.000E-03,+2.827807E+00
+92.500E-03,+2.827920E+00
+95.000E-03,+2.827893E+00
+97.500E-03,+2.827877E+00
+100.000E-03,+2.827834E+00
+102.500E-03,+2.827819E+00
+105.000E-03,+2.827873E+00
+107.500E-03,+2.827905E+00
+110.000E-03,+2.827995E+00
+112.500E-03,+2.827901E+00
+115.000E-03,+2.827881E+00
+117.500E-03,+2.827776E+00
+120.000E-03,+2.827709E+00
+122.500E-03,+2.827729E+00
+125.000E-03,+2.827756E+00
+127.500E-03,+2.827850E+00
+130.000E-03,+2.827842E+00
+132.500E-03,+2.827838E+00
+135.000E-03,+2.827752E+00
+137.500E-03,+2.827725E+00
+140.000E-03,+2.827787E+00
+142.500E-03,+2.827799E+00
+145.000E-03,+2.827866E+00
+147.500E-03,+2.827905E+00
+150.000E-03,+2.827948E+00
+152.500E-03,+2.827916E+00
+155.000E-03,+2.827866E+00
+157.500E-03,+2.827873E+00
+160.000E-03,+2.827862E+00
+162.500E-03,+2.827877E+00
+165.000E-03,+2.827920E+00
+167.500E-03,+2.827928E+00
+170.000E-03,+2.827881E+00
+172.500E-03,+2.827737E+00
+175.000E-03,+2.827694E+00
+177.500E-03,+2.827620E+00
+180.000E-03,+2.827596E+00
+182.500E-03,+2.827678E+00
+185.000E-03,+2.827647E+00
+187.500E-03,+2.827651E+00
+190.000E-03,+2.827577E+00
+192.500E-03,+2.827557E+00
+195.000E-03,+2.827541E+00
+197.500E-03,+2.827635E+00
+200.000E-03,+2.827803E+00
+202.500E-03,+2.827838E+00
+205.000E-03,+2.827901E+00
+207.500E-03,+2.827862E+00
+210.000E-03,+2.827807E+00
+212.500E-03,+2.827721E+00
+215.000E-03,+2.827748E+00
+217.500E-03,+2.827850E+00
+220.000E-03,+2.827885E+00
+222.500E-03,+2.827885E+00
+225.000E-03,+2.827776E+00
+227.500E-03,+2.827655E+00
+230.000E-03,+2.827561E+00
+232.500E-03,+2.827573E+00
+235.000E-03,+2.827690E+00
+237.500E-03,+2.827807E+00
+240.000E-03,+2.827819E+00
+242.500E-03,+2.827795E+00
+245.000E-03,+2.827674E+00
+247.500E-03,+2.827666E+00
+250.000E-03,+2.827721E+00
+252.500E-03,+2.827889E+00
+255.000E-03,+2.827975E+00
+257.500E-03,+2.828018E+00
+260.000E-03,+2.827983E+00
+262.500E-03,+2.827870E+00
+265.000E-03,+2.827838E+00
+267.500E-03,+2.827877E+00
+270.000E-03,+2.827975E+00
+272.500E-03,+2.828077E+00
+275.000E-03,+2.828034E+00
+277.500E-03,+2.828002E+00
+280.000E-03,+2.827787E+00
+282.500E-03,+2.827702E+00
+285.000E-03,+2.827702E+00
+287.500E-03,+2.827733E+00
+290.000E-03,+2.827819E+00
+292.500E-03,+2.827799E+00
+295.000E-03,+2.827776E+00
+297.500E-03,+2.827616E+00
+300.000E-03,+2.827600E+00
+302.500E-03,+2.827662E+00
+305.000E-03,+2.827772E+00
+307.500E-03,+2.827916E+00
+310.000E-03,+2.827998E+00
+312.500E-03,+2.828010E+00
+315.000E-03,+2.827932E+00
+317.500E-03,+2.827905E+00
+320.000E-03,+2.827967E+00
+322.500E-03,+2.828010E+00
+325.000E-03,+2.828088E+00
+327.500E-03,+2.828147E+00
+330.000E-03,+2.828073E+00
+332.500E-03,+2.827940E+00
+335.000E-03,+2.827862E+00
+337.500E-03,+2.827815E+00
+340.000E-03,+2.827745E+00
+342.500E-03,+2.827776E+00
+345.000E-03,+2.827858E+00
+347.500E-03,+2.827745E+00
+350.000E-03,+2.827702E+00
+352.500E-03,+2.827569E+00
+355.000E-03,+2.827549E+00
+357.500E-03,+2.827620E+00
+360.000E-03,+2.827698E+00
+362.500E-03,+2.827885E+00
+365.000E-03,+2.827850E+00
+367.500E-03,+2.827889E+00
+370.000E-03,+2.827850E+00
+372.500E-03,+2.827881E+00
+375.000E-03,+2.827901E+00
+377.500E-03,+2.828006E+00
+380.000E-03,+2.828104E+00
+382.500E-03,+2.828057E+00
+385.000E-03,+2.828061E+00
+387.500E-03,+2.827971E+00
+390.000E-03,+2.827905E+00
+392.500E-03,+2.827842E+00
+395.000E-03,+2.827823E+00
+397.500E-03,+2.827893E+00
+400.000E-03,+2.827776E+00
+402.500E-03,+2.827741E+00
+405.000E-03,+2.827655E+00
+407.500E-03,+2.827522E+00
+410.000E-03,+2.827479E+00
+412.500E-03,+2.827491E+00
+415.000E-03,+2.827600E+00
