# Collected Day 3 - Photo-diode intensity vs rb temperature
# X=154.8 Y=19.26 Z=0.0 
# Temperature[\pm 2 Celsius]  Voltage[mV]
30.4 770
30.9 764
31.6 759
32.2 753
32.6 748
33.1 742
33.6 735
34.1 729
34.5 723
35.0 718
35.4 713
35.9 707
36.3 700
37.0 691
37.5 685
37.8 679
38.5 673
38.6 667
38.7 665
39.1 661
