,CH1,CH2
Second,Volt,Volt
2.12506e-01,3.01e-01,1.12e+01, 
2.12652e-01,3.01e-01,1.12e+01, 
2.12799e-01,3.01e-01,1.12e+01, 
2.12945e-01,3.01e-01,1.12e+01, 
2.13092e-01,3.01e-01,1.12e+01, 
2.13238e-01,3.01e-01,1.12e+01, 
2.13385e-01,3.01e-01,1.12e+01, 
2.13531e-01,3.01e-01,1.12e+01, 
2.13678e-01,3.01e-01,1.12e+01, 
2.13824e-01,3.02e-01,1.12e+01, 
2.13971e-01,3.02e-01,1.10e+01, 
2.14117e-01,3.02e-01,1.12e+01, 
2.14264e-01,3.02e-01,1.12e+01, 
2.14410e-01,3.02e-01,1.12e+01, 
2.14557e-01,3.02e-01,1.10e+01, 
2.14703e-01,3.02e-01,1.10e+01, 
2.14850e-01,3.02e-01,1.10e+01, 
2.14996e-01,3.02e-01,1.10e+01, 
2.15143e-01,3.02e-01,1.10e+01, 
2.15289e-01,3.03e-01,1.10e+01, 
2.15436e-01,3.03e-01,1.10e+01, 
2.15582e-01,3.02e-01,1.10e+01, 
2.15729e-01,3.03e-01,1.10e+01, 
2.15875e-01,3.03e-01,1.12e+01, 
2.16022e-01,3.03e-01,1.10e+01, 
2.16168e-01,3.04e-01,1.10e+01, 
2.16314e-01,3.03e-01,1.10e+01, 
2.16461e-01,3.04e-01,1.10e+01, 
2.16607e-01,3.04e-01,1.10e+01, 
2.16754e-01,3.04e-01,1.10e+01, 
2.16900e-01,3.04e-01,1.10e+01, 
2.17047e-01,3.04e-01,1.10e+01, 
2.17193e-01,3.04e-01,1.10e+01, 
2.17340e-01,3.04e-01,1.10e+01, 
2.17486e-01,3.04e-01,1.10e+01, 
2.17633e-01,3.04e-01,1.10e+01, 
2.17779e-01,3.04e-01,1.10e+01, 
2.17926e-01,3.04e-01,1.10e+01, 
2.18072e-01,3.04e-01,1.08e+01, 
2.18219e-01,3.05e-01,1.10e+01, 
2.18365e-01,3.05e-01,1.08e+01, 
2.18512e-01,3.05e-01,1.08e+01, 
2.18658e-01,3.05e-01,1.08e+01, 
2.18805e-01,3.05e-01,1.08e+01, 
2.18951e-01,3.05e-01,1.08e+01, 
2.19098e-01,3.05e-01,1.08e+01, 
2.19244e-01,3.05e-01,1.08e+01, 
2.19391e-01,3.06e-01,1.10e+01, 
2.19537e-01,3.06e-01,1.08e+01, 
2.19684e-01,3.06e-01,1.08e+01, 
2.19830e-01,3.06e-01,1.08e+01, 
2.19977e-01,3.06e-01,1.08e+01, 
2.20123e-01,3.06e-01,1.08e+01, 
2.20270e-01,3.06e-01,1.08e+01, 
2.20416e-01,3.06e-01,1.08e+01, 
2.20563e-01,3.06e-01,1.08e+01, 
2.20709e-01,3.06e-01,1.08e+01, 
2.20855e-01,3.06e-01,1.08e+01, 
2.21002e-01,3.07e-01,1.08e+01, 
2.21148e-01,3.06e-01,1.08e+01, 
2.21295e-01,3.07e-01,1.08e+01, 
2.21441e-01,3.07e-01,1.08e+01, 
2.21588e-01,3.07e-01,1.08e+01, 
2.21734e-01,3.08e-01,1.06e+01, 
2.21881e-01,3.08e-01,1.06e+01, 
2.22027e-01,3.08e-01,1.08e+01, 
2.22174e-01,3.07e-01,1.08e+01, 
2.22320e-01,3.08e-01,1.06e+01, 
2.22467e-01,3.08e-01,1.06e+01, 
2.22613e-01,3.08e-01,1.06e+01, 
2.22760e-01,3.08e-01,1.06e+01, 
2.22906e-01,3.08e-01,1.06e+01, 
2.23053e-01,3.08e-01,1.06e+01, 
2.23199e-01,3.09e-01,1.06e+01, 
2.23346e-01,3.09e-01,1.06e+01, 
2.23492e-01,3.09e-01,1.06e+01, 
2.23639e-01,3.09e-01,1.06e+01, 
2.23785e-01,3.09e-01,1.06e+01, 
2.23932e-01,3.09e-01,1.06e+01, 
2.24078e-01,3.09e-01,1.06e+01, 
2.24225e-01,3.10e-01,1.06e+01, 
2.24371e-01,3.10e-01,1.06e+01, 
2.24518e-01,3.10e-01,1.04e+01, 
2.24664e-01,3.10e-01,1.06e+01, 
2.24811e-01,3.10e-01,1.06e+01, 
2.24957e-01,3.10e-01,1.04e+01, 
2.25104e-01,3.10e-01,1.06e+01, 
2.25250e-01,3.11e-01,1.06e+01, 
2.25397e-01,3.11e-01,1.04e+01, 
2.25543e-01,3.11e-01,1.06e+01, 
2.25689e-01,3.11e-01,1.04e+01, 
2.25836e-01,3.11e-01,1.06e+01, 
2.25982e-01,3.11e-01,1.04e+01, 
2.26129e-01,3.11e-01,1.04e+01, 
2.26275e-01,3.11e-01,1.04e+01, 
2.26422e-01,3.11e-01,1.04e+01, 
2.26568e-01,3.11e-01,1.04e+01, 
2.26715e-01,3.12e-01,1.04e+01, 
2.26861e-01,3.12e-01,1.04e+01, 
2.27008e-01,3.12e-01,1.04e+01, 
2.27154e-01,3.12e-01,1.04e+01, 
2.27301e-01,3.12e-01,1.04e+01, 
2.27447e-01,3.12e-01,1.04e+01, 
2.27594e-01,3.12e-01,1.04e+01, 
2.27740e-01,3.13e-01,1.04e+01, 
2.27887e-01,3.13e-01,1.04e+01, 
2.28033e-01,3.13e-01,1.04e+01, 
2.28180e-01,3.13e-01,1.04e+01, 
2.28326e-01,3.13e-01,1.04e+01, 
2.28473e-01,3.13e-01,1.04e+01, 
2.28619e-01,3.13e-01,1.04e+01, 
2.28766e-01,3.13e-01,1.04e+01, 
2.28912e-01,3.13e-01,1.04e+01, 
2.29059e-01,3.14e-01,1.04e+01, 
2.29205e-01,3.14e-01,1.04e+01, 
2.29352e-01,3.14e-01,1.04e+01, 
2.29498e-01,3.14e-01,1.04e+01, 
2.29645e-01,3.14e-01,1.04e+01, 
2.29791e-01,3.14e-01,1.04e+01, 
2.29938e-01,3.14e-01,1.04e+01, 
2.30084e-01,3.14e-01,1.04e+01, 
2.30230e-01,3.15e-01,1.04e+01, 
2.30377e-01,3.15e-01,1.04e+01, 
2.30523e-01,3.15e-01,1.04e+01, 
2.30670e-01,3.15e-01,1.04e+01, 
2.30816e-01,3.15e-01,1.04e+01, 
2.30963e-01,3.15e-01,1.04e+01, 
2.31109e-01,3.15e-01,1.04e+01, 
2.31256e-01,3.15e-01,1.04e+01, 
2.31402e-01,3.15e-01,1.04e+01, 
2.31549e-01,3.15e-01,1.04e+01, 
2.31695e-01,3.15e-01,1.04e+01, 
2.31842e-01,3.15e-01,1.04e+01, 
2.31988e-01,3.15e-01,1.04e+01, 
2.32135e-01,3.15e-01,1.04e+01, 
2.32281e-01,3.16e-01,1.04e+01, 
2.32428e-01,3.16e-01,1.04e+01, 
2.32574e-01,3.15e-01,1.04e+01, 
2.32721e-01,3.16e-01,1.02e+01, 
2.32867e-01,3.16e-01,1.04e+01, 
2.33014e-01,3.16e-01,1.04e+01, 
2.33160e-01,3.15e-01,1.02e+01, 
2.33307e-01,3.16e-01,1.02e+01, 
2.33453e-01,3.16e-01,1.04e+01, 
2.33600e-01,3.16e-01,1.02e+01, 
2.33746e-01,3.16e-01,1.02e+01, 
2.33893e-01,3.16e-01,1.02e+01, 
2.34039e-01,3.16e-01,1.02e+01, 
2.34186e-01,3.16e-01,1.02e+01, 
2.34332e-01,3.16e-01,1.02e+01, 
2.34479e-01,3.15e-01,1.02e+01, 
2.34625e-01,3.15e-01,1.02e+01, 
2.34771e-01,3.16e-01,1.02e+01, 
2.34918e-01,3.15e-01,1.00e+01, 
2.35064e-01,3.15e-01,1.02e+01, 
2.35211e-01,3.15e-01,1.02e+01, 
2.35357e-01,3.15e-01,1.02e+01, 
2.35504e-01,3.15e-01,1.02e+01, 
2.35650e-01,3.15e-01,1.02e+01, 
2.35797e-01,3.14e-01,1.02e+01, 
2.35943e-01,3.14e-01,1.02e+01, 
2.36090e-01,3.14e-01,1.02e+01, 
2.36236e-01,3.13e-01,1.00e+01, 
2.36383e-01,3.13e-01,1.00e+01, 
2.36529e-01,3.13e-01,1.00e+01, 
2.36676e-01,3.12e-01,1.00e+01, 
2.36822e-01,3.12e-01,1.00e+01, 
2.36969e-01,3.12e-01,1.00e+01, 
2.37115e-01,3.11e-01,1.00e+01, 
2.37262e-01,3.11e-01,1.00e+01, 
2.37408e-01,3.10e-01,1.00e+01, 
2.37555e-01,3.10e-01,1.02e+01, 
2.37701e-01,3.10e-01,1.00e+01, 
2.37848e-01,3.09e-01,1.00e+01, 
2.37994e-01,3.09e-01,1.00e+01, 
2.38141e-01,3.09e-01,1.00e+01, 
2.38287e-01,3.08e-01,1.00e+01, 
2.38434e-01,3.08e-01,1.00e+01, 
2.38580e-01,3.08e-01,1.00e+01, 
2.38727e-01,3.07e-01,1.00e+01, 
2.38873e-01,3.07e-01,1.00e+01, 
2.39020e-01,3.06e-01,1.00e+01, 
2.39166e-01,3.06e-01,1.00e+01, 
2.39313e-01,3.06e-01,9.80e+00, 
2.39459e-01,3.06e-01,1.00e+01, 
2.39605e-01,3.05e-01,9.80e+00, 
2.39752e-01,3.05e-01,1.00e+01, 
2.39898e-01,3.05e-01,9.80e+00, 
2.40045e-01,3.04e-01,1.00e+01, 
2.40191e-01,3.04e-01,1.00e+01, 
2.40338e-01,3.04e-01,1.00e+01, 
2.40484e-01,3.04e-01,9.80e+00, 
2.40631e-01,3.04e-01,1.00e+01, 
2.40777e-01,3.04e-01,9.80e+00, 
2.40924e-01,3.04e-01,9.80e+00, 
2.41070e-01,3.03e-01,9.80e+00, 
2.41217e-01,3.03e-01,9.80e+00, 
2.41363e-01,3.03e-01,9.80e+00, 
2.41510e-01,3.03e-01,1.00e+01, 
2.41656e-01,3.03e-01,9.80e+00, 
2.41803e-01,3.03e-01,9.80e+00, 
2.41949e-01,3.03e-01,9.80e+00, 
2.42096e-01,3.03e-01,9.80e+00, 
2.42242e-01,3.03e-01,9.80e+00, 
2.42389e-01,3.03e-01,9.80e+00, 
2.42535e-01,3.04e-01,9.80e+00, 
2.42682e-01,3.04e-01,9.80e+00, 
2.42828e-01,3.04e-01,9.80e+00, 
2.42975e-01,3.04e-01,9.80e+00, 
2.43121e-01,3.04e-01,9.80e+00, 
2.43268e-01,3.04e-01,9.80e+00, 
2.43414e-01,3.05e-01,9.80e+00, 
2.43561e-01,3.05e-01,9.80e+00, 
2.43707e-01,3.05e-01,9.80e+00, 
2.43854e-01,3.05e-01,9.80e+00, 
2.44000e-01,3.05e-01,9.80e+00, 
2.44146e-01,3.05e-01,9.80e+00, 
2.44293e-01,3.06e-01,9.80e+00, 
2.44439e-01,3.06e-01,9.80e+00, 
2.44586e-01,3.06e-01,9.80e+00, 
2.44732e-01,3.06e-01,9.80e+00, 
2.44879e-01,3.06e-01,9.80e+00, 
2.45025e-01,3.06e-01,9.80e+00, 
2.45172e-01,3.06e-01,9.80e+00, 
2.45318e-01,3.06e-01,9.80e+00, 
2.45465e-01,3.05e-01,9.80e+00, 
2.45611e-01,3.05e-01,9.80e+00, 
2.45758e-01,3.05e-01,9.80e+00, 
2.45904e-01,3.05e-01,9.80e+00, 
2.46051e-01,3.05e-01,9.80e+00, 
2.46197e-01,3.04e-01,9.80e+00, 
2.46344e-01,3.04e-01,9.60e+00, 
2.46490e-01,3.04e-01,9.80e+00, 
2.46637e-01,3.04e-01,9.80e+00, 
2.46783e-01,3.03e-01,9.60e+00, 
2.46930e-01,3.03e-01,9.80e+00, 
2.47076e-01,3.02e-01,9.80e+00, 
2.47223e-01,3.02e-01,9.80e+00, 
2.47369e-01,3.02e-01,9.60e+00, 
2.47516e-01,3.01e-01,9.60e+00, 
2.47662e-01,3.00e-01,9.80e+00, 
2.47809e-01,3.00e-01,9.60e+00, 
2.47955e-01,2.99e-01,9.80e+00, 
2.48102e-01,2.99e-01,9.60e+00, 
2.48248e-01,2.99e-01,9.60e+00, 
2.48395e-01,2.98e-01,9.60e+00, 
2.48541e-01,2.97e-01,9.60e+00, 
2.48688e-01,2.97e-01,9.60e+00, 
2.48834e-01,2.97e-01,9.60e+00, 
2.48980e-01,2.96e-01,9.60e+00, 
2.49127e-01,2.96e-01,9.60e+00, 
2.49273e-01,2.95e-01,9.60e+00, 
2.49420e-01,2.95e-01,9.60e+00, 
2.49566e-01,2.95e-01,9.60e+00, 
2.49713e-01,2.95e-01,9.60e+00, 
2.49859e-01,2.95e-01,9.60e+00, 
2.50006e-01,2.95e-01,9.60e+00, 
2.50152e-01,2.95e-01,9.60e+00, 
2.50299e-01,2.95e-01,9.60e+00, 
2.50445e-01,2.94e-01,9.60e+00, 
2.50592e-01,2.94e-01,9.60e+00, 
2.50738e-01,2.94e-01,9.40e+00, 
2.50885e-01,2.94e-01,9.40e+00, 
2.51031e-01,2.93e-01,9.60e+00, 
2.51178e-01,2.93e-01,9.60e+00, 
2.51324e-01,2.93e-01,9.40e+00, 
2.51471e-01,2.93e-01,9.40e+00, 
2.51617e-01,2.93e-01,9.40e+00, 
2.51764e-01,2.93e-01,9.40e+00, 
2.51910e-01,2.93e-01,9.60e+00, 
2.52057e-01,2.92e-01,9.40e+00, 
2.52203e-01,2.93e-01,9.40e+00, 
2.52350e-01,2.93e-01,9.40e+00, 
2.52496e-01,2.93e-01,9.40e+00, 
2.52643e-01,2.93e-01,9.40e+00, 
2.52789e-01,2.93e-01,9.40e+00, 
2.52936e-01,2.93e-01,9.40e+00, 
2.53082e-01,2.94e-01,9.20e+00, 
2.53229e-01,2.95e-01,9.40e+00, 
2.53375e-01,2.95e-01,9.40e+00, 
2.53522e-01,2.96e-01,9.20e+00, 
2.53668e-01,2.96e-01,9.40e+00, 
2.53814e-01,2.97e-01,9.40e+00, 
2.53961e-01,2.98e-01,9.40e+00, 
2.54107e-01,2.98e-01,9.20e+00, 
2.54254e-01,2.99e-01,9.40e+00, 
2.54400e-01,2.99e-01,9.20e+00, 
2.54547e-01,2.99e-01,9.20e+00, 
2.54693e-01,3.00e-01,9.20e+00, 
2.54840e-01,3.01e-01,9.40e+00, 
2.54986e-01,3.01e-01,9.20e+00, 
2.55133e-01,3.02e-01,9.20e+00, 
2.55279e-01,3.02e-01,9.20e+00, 
2.55426e-01,3.03e-01,9.20e+00, 
2.55572e-01,3.04e-01,9.20e+00, 
2.55719e-01,3.04e-01,9.20e+00, 
2.55865e-01,3.04e-01,9.20e+00, 
2.56012e-01,3.05e-01,9.20e+00, 
2.56158e-01,3.06e-01,9.20e+00, 
2.56305e-01,3.06e-01,9.20e+00, 
2.56451e-01,3.06e-01,9.20e+00, 
2.56598e-01,3.07e-01,9.20e+00, 
2.56744e-01,3.08e-01,9.20e+00, 
2.56891e-01,3.08e-01,9.20e+00, 
2.57037e-01,3.08e-01,9.20e+00, 
2.57184e-01,3.09e-01,9.20e+00, 
2.57330e-01,3.10e-01,9.20e+00, 
2.57477e-01,3.10e-01,9.20e+00, 
2.57623e-01,3.11e-01,9.20e+00, 
2.57770e-01,3.11e-01,9.20e+00, 
2.57916e-01,3.11e-01,9.00e+00, 
2.58063e-01,3.12e-01,9.20e+00, 
2.58209e-01,3.12e-01,9.00e+00, 
2.58355e-01,3.13e-01,9.00e+00, 
2.58502e-01,3.13e-01,9.00e+00, 
2.58648e-01,3.14e-01,9.00e+00, 
2.58795e-01,3.14e-01,9.20e+00, 
2.58941e-01,3.15e-01,9.20e+00, 
2.59088e-01,3.15e-01,9.00e+00, 
2.59234e-01,3.15e-01,9.00e+00, 
2.59381e-01,3.15e-01,9.00e+00, 
2.59527e-01,3.16e-01,9.00e+00, 
2.59674e-01,3.16e-01,9.00e+00, 
2.59820e-01,3.17e-01,9.00e+00, 
2.59967e-01,3.17e-01,9.00e+00, 
2.60113e-01,3.17e-01,9.00e+00, 
2.60260e-01,3.17e-01,9.00e+00, 
2.60406e-01,3.17e-01,9.00e+00, 
2.60553e-01,3.18e-01,9.00e+00, 
2.60699e-01,3.18e-01,9.00e+00, 
2.60846e-01,3.18e-01,9.00e+00, 
2.60992e-01,3.18e-01,9.00e+00, 
2.61139e-01,3.19e-01,9.00e+00, 
2.61285e-01,3.19e-01,9.00e+00, 
2.61432e-01,3.19e-01,9.00e+00, 
2.61578e-01,3.19e-01,9.00e+00, 
2.61725e-01,3.19e-01,9.00e+00, 
2.61871e-01,3.20e-01,9.00e+00, 
2.62018e-01,3.20e-01,9.00e+00, 
2.62164e-01,3.20e-01,9.00e+00, 
2.62311e-01,3.20e-01,9.00e+00, 
2.62457e-01,3.21e-01,9.00e+00, 
2.62604e-01,3.21e-01,9.00e+00, 
2.62750e-01,3.21e-01,9.00e+00, 
2.62897e-01,3.21e-01,9.00e+00, 
2.63043e-01,3.21e-01,9.00e+00, 
2.63189e-01,3.21e-01,9.00e+00, 
2.63336e-01,3.21e-01,9.00e+00, 
2.63482e-01,3.21e-01,9.00e+00, 
2.63629e-01,3.21e-01,9.00e+00, 
2.63775e-01,3.21e-01,9.00e+00, 
2.63922e-01,3.21e-01,8.80e+00, 
2.64068e-01,3.21e-01,9.00e+00, 
2.64215e-01,3.21e-01,9.00e+00, 
2.64361e-01,3.22e-01,9.00e+00, 
2.64508e-01,3.22e-01,9.00e+00, 
2.64654e-01,3.21e-01,8.80e+00, 
2.64801e-01,3.21e-01,9.00e+00, 
2.64947e-01,3.21e-01,8.80e+00, 
2.65094e-01,3.22e-01,8.80e+00, 
2.65240e-01,3.21e-01,8.80e+00, 
2.65387e-01,3.22e-01,9.00e+00, 
2.65533e-01,3.22e-01,8.80e+00, 
2.65680e-01,3.21e-01,8.80e+00, 
2.65826e-01,3.21e-01,8.80e+00, 
2.65973e-01,3.21e-01,8.80e+00, 
2.66119e-01,3.21e-01,8.80e+00, 
2.66266e-01,3.21e-01,8.80e+00, 
2.66412e-01,3.21e-01,8.80e+00, 
2.66559e-01,3.21e-01,8.80e+00, 
2.66705e-01,3.21e-01,8.80e+00, 
2.66852e-01,3.21e-01,8.80e+00, 
2.66998e-01,3.21e-01,8.80e+00, 
2.67145e-01,3.21e-01,8.80e+00, 
2.67291e-01,3.21e-01,8.80e+00, 
2.67438e-01,3.21e-01,8.80e+00, 
2.67584e-01,3.21e-01,8.60e+00, 
2.67730e-01,3.20e-01,8.80e+00, 
2.67877e-01,3.20e-01,8.80e+00, 
2.68023e-01,3.20e-01,8.80e+00, 
2.68170e-01,3.20e-01,8.80e+00, 
2.68316e-01,3.20e-01,8.80e+00, 
2.68463e-01,3.20e-01,8.60e+00, 
2.68609e-01,3.19e-01,8.60e+00, 
2.68756e-01,3.20e-01,8.60e+00, 
2.68902e-01,3.19e-01,8.60e+00, 
2.69049e-01,3.19e-01,8.60e+00, 
2.69195e-01,3.19e-01,8.60e+00, 
2.69342e-01,3.19e-01,8.80e+00, 
2.69488e-01,3.19e-01,8.60e+00, 
2.69635e-01,3.19e-01,8.60e+00, 
2.69781e-01,3.19e-01,8.60e+00, 
2.69928e-01,3.19e-01,8.60e+00, 
2.70074e-01,3.18e-01,8.60e+00, 
2.70221e-01,3.18e-01,8.60e+00, 
2.70367e-01,3.18e-01,8.60e+00, 
2.70514e-01,3.18e-01,8.60e+00, 
2.70660e-01,3.18e-01,8.60e+00, 
2.70807e-01,3.18e-01,8.60e+00, 
2.70953e-01,3.17e-01,8.60e+00, 
2.71100e-01,3.17e-01,8.60e+00, 
2.71246e-01,3.17e-01,8.60e+00, 
2.71393e-01,3.17e-01,8.60e+00, 
2.71539e-01,3.17e-01,8.60e+00, 
2.71686e-01,3.17e-01,8.60e+00, 
2.71832e-01,3.17e-01,8.40e+00, 
2.71979e-01,3.17e-01,8.60e+00, 
2.72125e-01,3.17e-01,8.60e+00, 
2.72272e-01,3.16e-01,8.60e+00, 
2.72418e-01,3.16e-01,8.40e+00, 
2.72564e-01,3.16e-01,8.60e+00, 
2.72711e-01,3.16e-01,8.40e+00, 
2.72857e-01,3.16e-01,8.40e+00, 
2.73004e-01,3.15e-01,8.40e+00, 
2.73150e-01,3.15e-01,8.40e+00, 
2.73297e-01,3.15e-01,8.60e+00, 
2.73443e-01,3.15e-01,8.40e+00, 
2.73590e-01,3.15e-01,8.40e+00, 
2.73736e-01,3.15e-01,8.40e+00, 
2.73883e-01,3.15e-01,8.40e+00, 
2.74029e-01,3.15e-01,8.40e+00, 
2.74176e-01,3.14e-01,8.40e+00, 
2.74322e-01,3.14e-01,8.40e+00, 
2.74469e-01,3.14e-01,8.40e+00, 
2.74615e-01,3.14e-01,8.40e+00, 
2.74762e-01,3.14e-01,8.40e+00, 
2.74908e-01,3.14e-01,8.40e+00, 
2.75055e-01,3.13e-01,8.40e+00, 
2.75201e-01,3.13e-01,8.40e+00, 
2.75348e-01,3.13e-01,8.40e+00, 
2.75494e-01,3.13e-01,8.20e+00, 
2.75641e-01,3.13e-01,8.40e+00, 
2.75787e-01,3.13e-01,8.20e+00, 
2.75934e-01,3.13e-01,8.40e+00, 
2.76080e-01,3.12e-01,8.20e+00, 
2.76227e-01,3.12e-01,8.40e+00, 
2.76373e-01,3.12e-01,8.20e+00, 
2.76520e-01,3.12e-01,8.40e+00, 
2.76666e-01,3.12e-01,8.20e+00, 
2.76813e-01,3.12e-01,8.40e+00, 
2.76959e-01,3.12e-01,8.20e+00, 
2.77105e-01,3.11e-01,8.20e+00, 
2.77252e-01,3.11e-01,8.40e+00, 
2.77398e-01,3.11e-01,8.20e+00, 
2.77545e-01,3.11e-01,8.40e+00, 
2.77691e-01,3.11e-01,8.20e+00, 
2.77838e-01,3.11e-01,8.20e+00, 
2.77984e-01,3.11e-01,8.20e+00, 
2.78131e-01,3.10e-01,8.20e+00, 
2.78277e-01,3.10e-01,8.20e+00, 
2.78424e-01,3.10e-01,8.20e+00, 
2.78570e-01,3.10e-01,8.20e+00, 
2.78717e-01,3.10e-01,8.20e+00, 
2.78863e-01,3.10e-01,8.20e+00, 
2.79010e-01,3.10e-01,8.20e+00, 
2.79156e-01,3.09e-01,8.20e+00, 
2.79303e-01,3.09e-01,8.20e+00, 
2.79449e-01,3.09e-01,8.20e+00, 
2.79596e-01,3.09e-01,8.20e+00, 
2.79742e-01,3.09e-01,8.20e+00, 
2.79889e-01,3.09e-01,8.20e+00, 
2.80035e-01,3.09e-01,8.20e+00, 
2.80182e-01,3.08e-01,8.20e+00, 
2.80328e-01,3.08e-01,8.20e+00, 
2.80475e-01,3.08e-01,8.20e+00, 
2.80621e-01,3.08e-01,8.20e+00, 
2.80768e-01,3.08e-01,8.20e+00, 
2.80914e-01,3.08e-01,8.20e+00, 
2.81061e-01,3.08e-01,8.20e+00, 
2.81207e-01,3.08e-01,8.20e+00, 
2.81354e-01,3.07e-01,8.20e+00, 
2.81500e-01,3.07e-01,8.20e+00, 
2.81646e-01,3.07e-01,8.20e+00, 
2.81793e-01,3.06e-01,8.20e+00, 
2.81939e-01,3.07e-01,8.20e+00, 
2.82086e-01,3.06e-01,8.20e+00, 
2.82232e-01,3.06e-01,8.20e+00, 
2.82379e-01,3.06e-01,8.20e+00, 
2.82525e-01,3.06e-01,8.20e+00, 
2.82672e-01,3.06e-01,8.20e+00, 
2.82818e-01,3.06e-01,8.20e+00, 
2.82965e-01,3.06e-01,8.00e+00, 
2.83111e-01,3.06e-01,8.20e+00, 
2.83258e-01,3.05e-01,8.00e+00, 
2.83404e-01,3.05e-01,8.00e+00, 
2.83551e-01,3.05e-01,8.00e+00, 
2.83697e-01,3.05e-01,8.00e+00, 
2.83844e-01,3.05e-01,8.20e+00, 
2.83990e-01,3.05e-01,8.00e+00, 
2.84137e-01,3.05e-01,8.00e+00, 
2.84283e-01,3.05e-01,8.00e+00, 
2.84430e-01,3.04e-01,8.00e+00, 
2.84576e-01,3.04e-01,8.00e+00, 
2.84723e-01,3.04e-01,8.00e+00, 
2.84869e-01,3.04e-01,8.00e+00, 
2.85016e-01,3.04e-01,8.00e+00, 
2.85162e-01,3.04e-01,8.00e+00, 
2.85309e-01,3.04e-01,8.00e+00, 
2.85455e-01,3.04e-01,8.00e+00, 
2.85602e-01,3.04e-01,8.00e+00, 
2.85748e-01,3.04e-01,8.00e+00, 
2.85895e-01,3.04e-01,7.80e+00, 
2.86041e-01,3.04e-01,8.00e+00, 
2.86188e-01,3.03e-01,8.00e+00, 
2.86334e-01,3.03e-01,8.00e+00, 
2.86480e-01,3.03e-01,7.80e+00, 
2.86627e-01,3.03e-01,8.00e+00, 
2.86773e-01,3.02e-01,7.80e+00, 
2.86920e-01,3.03e-01,7.80e+00, 
2.87066e-01,3.02e-01,8.00e+00, 
2.87213e-01,3.02e-01,7.80e+00, 
2.87359e-01,3.02e-01,8.00e+00, 
2.87506e-01,3.02e-01,8.00e+00, 
2.87652e-01,3.02e-01,7.80e+00, 
2.87799e-01,3.02e-01,7.80e+00, 
2.87945e-01,3.02e-01,8.00e+00, 
2.88092e-01,3.02e-01,7.80e+00, 
2.88238e-01,3.02e-01,7.80e+00, 
2.88385e-01,3.02e-01,7.80e+00, 
2.88531e-01,3.01e-01,7.80e+00, 
2.88678e-01,3.02e-01,7.80e+00, 
2.88824e-01,3.02e-01,7.80e+00, 
2.88971e-01,3.01e-01,7.80e+00, 
2.89117e-01,3.01e-01,7.80e+00, 
2.89264e-01,3.01e-01,7.80e+00, 
2.89410e-01,3.01e-01,7.80e+00, 
2.89557e-01,3.01e-01,7.80e+00, 
2.89703e-01,3.01e-01,7.80e+00, 
2.89850e-01,3.01e-01,7.60e+00, 
2.89996e-01,3.01e-01,7.80e+00, 
2.90143e-01,3.01e-01,7.80e+00, 
2.90289e-01,3.01e-01,7.80e+00, 
2.90436e-01,3.01e-01,7.80e+00, 
2.90582e-01,3.01e-01,7.60e+00, 
2.90729e-01,3.01e-01,7.60e+00, 
2.90875e-01,3.00e-01,7.60e+00, 
2.91021e-01,3.01e-01,7.80e+00, 
2.91168e-01,3.00e-01,7.60e+00, 
2.91314e-01,3.01e-01,7.60e+00, 
2.91461e-01,3.00e-01,7.60e+00, 
2.91607e-01,3.00e-01,7.60e+00, 
2.91754e-01,3.00e-01,7.60e+00, 
2.91900e-01,3.00e-01,7.60e+00, 
2.92047e-01,2.99e-01,7.60e+00, 
2.92193e-01,2.99e-01,7.60e+00, 
2.92340e-01,3.00e-01,7.60e+00, 
2.92486e-01,3.00e-01,7.60e+00, 
2.92633e-01,2.99e-01,7.60e+00, 
2.92779e-01,2.99e-01,7.60e+00, 
2.92926e-01,3.00e-01,7.60e+00, 
2.93072e-01,3.00e-01,7.60e+00, 
2.93219e-01,2.99e-01,7.60e+00, 
2.93365e-01,2.99e-01,7.60e+00, 
2.93512e-01,2.99e-01,7.60e+00, 
2.93658e-01,2.99e-01,7.60e+00, 
2.93805e-01,2.99e-01,7.60e+00, 
2.93951e-01,2.99e-01,7.60e+00, 
2.94098e-01,2.99e-01,7.60e+00, 
2.94244e-01,2.99e-01,7.60e+00, 
2.94391e-01,2.99e-01,7.60e+00, 
2.94537e-01,2.99e-01,7.60e+00, 
2.94684e-01,2.99e-01,7.60e+00, 
2.94830e-01,2.99e-01,7.60e+00, 
2.94977e-01,2.99e-01,7.60e+00, 
2.95123e-01,2.99e-01,7.60e+00, 
2.95270e-01,2.99e-01,7.60e+00, 
2.95416e-01,2.99e-01,7.60e+00, 
2.95563e-01,2.99e-01,7.60e+00, 
2.95709e-01,2.99e-01,7.60e+00, 
2.95855e-01,2.99e-01,7.60e+00, 
2.96002e-01,2.99e-01,7.60e+00, 
2.96148e-01,2.99e-01,7.60e+00, 
2.96295e-01,2.99e-01,7.60e+00, 
2.96441e-01,2.99e-01,7.40e+00, 
2.96588e-01,2.99e-01,7.60e+00, 
2.96734e-01,2.98e-01,7.60e+00, 
2.96881e-01,2.99e-01,7.60e+00, 
2.97027e-01,2.99e-01,7.60e+00, 
2.97174e-01,2.99e-01,7.60e+00, 
2.97320e-01,2.99e-01,7.40e+00, 
2.97467e-01,2.98e-01,7.60e+00, 
2.97613e-01,2.98e-01,7.60e+00, 
