,CH1,CH2
Second,Volt,Volt
8.78717e-01,3.00e-01,-1.66e+01, 
8.78863e-01,3.00e-01,-1.66e+01, 
8.79010e-01,3.00e-01,-1.66e+01, 
8.79156e-01,3.00e-01,-1.66e+01, 
8.79303e-01,3.00e-01,-1.66e+01, 
8.79449e-01,3.00e-01,-1.66e+01, 
8.79596e-01,3.00e-01,-1.66e+01, 
8.79742e-01,3.00e-01,-1.66e+01, 
8.79889e-01,3.00e-01,-1.66e+01, 
8.80035e-01,3.00e-01,-1.66e+01, 
8.80182e-01,3.00e-01,-1.66e+01, 
8.80328e-01,3.00e-01,-1.66e+01, 
8.80475e-01,3.00e-01,-1.66e+01, 
8.80621e-01,3.00e-01,-1.66e+01, 
8.80768e-01,3.00e-01,-1.66e+01, 
8.80914e-01,3.00e-01,-1.66e+01, 
8.81061e-01,3.00e-01,-1.66e+01, 
8.81207e-01,3.00e-01,-1.66e+01, 
8.81354e-01,3.00e-01,-1.66e+01, 
8.81500e-01,3.00e-01,-1.66e+01, 
8.81647e-01,3.00e-01,-1.66e+01, 
8.81793e-01,3.00e-01,-1.66e+01, 
8.81940e-01,3.00e-01,-1.66e+01, 
8.82086e-01,3.00e-01,-1.66e+01, 
8.82232e-01,3.00e-01,-1.66e+01, 
8.82379e-01,3.00e-01,-1.66e+01, 
8.82525e-01,3.00e-01,-1.66e+01, 
8.82672e-01,3.00e-01,-1.66e+01, 
8.82818e-01,3.00e-01,-1.66e+01, 
8.82965e-01,3.00e-01,-1.66e+01, 
8.83111e-01,3.00e-01,-1.66e+01, 
8.83258e-01,2.99e-01,-1.66e+01, 
8.83404e-01,3.00e-01,-1.66e+01, 
8.83551e-01,3.00e-01,-1.66e+01, 
8.83697e-01,3.00e-01,-1.66e+01, 
8.83844e-01,3.00e-01,-1.66e+01, 
8.83990e-01,3.00e-01,-1.66e+01, 
8.84137e-01,3.00e-01,-1.66e+01, 
8.84283e-01,3.00e-01,-1.66e+01, 
8.84430e-01,3.00e-01,-1.66e+01, 
8.84576e-01,3.00e-01,-1.66e+01, 
8.84723e-01,3.00e-01,-1.66e+01, 
8.84869e-01,2.99e-01,-1.66e+01, 
8.85016e-01,3.00e-01,-1.66e+01, 
8.85162e-01,3.00e-01,-1.66e+01, 
8.85309e-01,2.99e-01,-1.66e+01, 
8.85455e-01,3.00e-01,-1.66e+01, 
8.85602e-01,3.00e-01,-1.66e+01, 
8.85748e-01,2.99e-01,-1.66e+01, 
8.85895e-01,3.00e-01,-1.66e+01, 
8.86041e-01,3.00e-01,-1.66e+01, 
8.86188e-01,2.99e-01,-1.66e+01, 
8.86334e-01,3.00e-01,-1.66e+01, 
8.86481e-01,3.00e-01,-1.66e+01, 
8.86627e-01,3.00e-01,-1.66e+01, 
8.86773e-01,3.00e-01,-1.66e+01, 
8.86920e-01,3.00e-01,-1.66e+01, 
8.87066e-01,3.00e-01,-1.66e+01, 
8.87213e-01,3.00e-01,-1.66e+01, 
8.87359e-01,3.00e-01,-1.66e+01, 
8.87506e-01,3.00e-01,-1.66e+01, 
8.87652e-01,3.00e-01,-1.66e+01, 
8.87799e-01,3.00e-01,-1.66e+01, 
8.87945e-01,2.99e-01,-1.66e+01, 
8.88092e-01,3.00e-01,-1.66e+01, 
8.88238e-01,3.00e-01,-1.66e+01, 
8.88385e-01,3.00e-01,-1.66e+01, 
8.88531e-01,3.00e-01,-1.66e+01, 
8.88678e-01,3.00e-01,-1.66e+01, 
8.88824e-01,3.00e-01,-1.66e+01, 
8.88971e-01,3.00e-01,-1.66e+01, 
8.89117e-01,2.99e-01,-1.66e+01, 
8.89264e-01,3.00e-01,-1.66e+01, 
8.89410e-01,3.00e-01,-1.66e+01, 
8.89557e-01,3.00e-01,-1.66e+01, 
8.89703e-01,3.00e-01,-1.66e+01, 
8.89850e-01,3.00e-01,-1.66e+01, 
8.89996e-01,3.00e-01,-1.66e+01, 
8.90143e-01,3.00e-01,-1.66e+01, 
8.90289e-01,3.00e-01,-1.66e+01, 
8.90436e-01,3.00e-01,-1.66e+01, 
8.90582e-01,3.00e-01,-1.66e+01, 
8.90729e-01,3.00e-01,-1.66e+01, 
8.90875e-01,3.00e-01,-1.66e+01, 
8.91021e-01,3.00e-01,-1.66e+01, 
8.91168e-01,3.00e-01,-1.66e+01, 
8.91315e-01,3.00e-01,-1.66e+01, 
8.91461e-01,3.00e-01,-1.66e+01, 
8.91607e-01,3.00e-01,-1.66e+01, 
8.91754e-01,3.00e-01,-1.66e+01, 
8.91900e-01,3.00e-01,-1.66e+01, 
8.92047e-01,3.00e-01,-1.66e+01, 
8.92193e-01,3.00e-01,-1.66e+01, 
8.92340e-01,3.00e-01,-1.66e+01, 
8.92486e-01,3.00e-01,-1.66e+01, 
8.92633e-01,3.00e-01,-1.66e+01, 
8.92779e-01,2.99e-01,-1.66e+01, 
8.92926e-01,3.00e-01,-1.66e+01, 
8.93072e-01,3.00e-01,-1.66e+01, 
8.93219e-01,3.00e-01,-1.66e+01, 
8.93365e-01,3.00e-01,-1.66e+01, 
8.93512e-01,3.00e-01,-1.66e+01, 
8.93658e-01,3.00e-01,-1.66e+01, 
8.93805e-01,3.00e-01,-1.66e+01, 
8.93951e-01,3.00e-01,-1.66e+01, 
8.94098e-01,3.00e-01,-1.66e+01, 
8.94244e-01,3.00e-01,-1.66e+01, 
8.94391e-01,3.00e-01,-1.66e+01, 
8.94537e-01,3.00e-01,-1.66e+01, 
8.94684e-01,3.00e-01,-1.66e+01, 
8.94830e-01,3.00e-01,-1.66e+01, 
8.94977e-01,3.00e-01,-1.66e+01, 
8.95123e-01,3.00e-01,-1.66e+01, 
8.95270e-01,3.00e-01,-1.64e+01, 
8.95416e-01,3.00e-01,-1.64e+01, 
8.95563e-01,3.00e-01,-1.62e+01, 
8.95709e-01,3.00e-01,-1.60e+01, 
8.95856e-01,3.00e-01,-1.60e+01, 
8.96002e-01,3.00e-01,-1.60e+01, 
8.96148e-01,2.99e-01,-1.60e+01, 
8.96295e-01,2.99e-01,-1.60e+01, 
8.96441e-01,3.00e-01,-1.58e+01, 
8.96588e-01,2.99e-01,-1.58e+01, 
8.96734e-01,3.00e-01,-1.56e+01, 
8.96881e-01,2.99e-01,-1.56e+01, 
8.97027e-01,2.99e-01,-1.56e+01, 
8.97174e-01,3.00e-01,-1.56e+01, 
8.97320e-01,3.00e-01,-1.54e+01, 
8.97467e-01,3.00e-01,-1.52e+01, 
8.97613e-01,2.99e-01,-1.52e+01, 
8.97760e-01,2.99e-01,-1.52e+01, 
8.97906e-01,2.99e-01,-1.52e+01, 
8.98053e-01,2.99e-01,-1.52e+01, 
8.98199e-01,2.99e-01,-1.50e+01, 
8.98346e-01,2.99e-01,-1.50e+01, 
8.98492e-01,2.99e-01,-1.48e+01, 
8.98639e-01,2.99e-01,-1.48e+01, 
8.98785e-01,2.99e-01,-1.48e+01, 
8.98932e-01,2.99e-01,-1.46e+01, 
8.99078e-01,3.00e-01,-1.46e+01, 
8.99225e-01,2.99e-01,-1.46e+01, 
8.99371e-01,2.99e-01,-1.46e+01, 
8.99518e-01,2.99e-01,-1.44e+01, 
8.99664e-01,2.99e-01,-1.44e+01, 
8.99811e-01,2.99e-01,-1.42e+01, 
8.99957e-01,2.99e-01,-1.42e+01, 
9.00104e-01,2.99e-01,-1.40e+01, 
9.00250e-01,2.99e-01,-1.40e+01, 
9.00397e-01,2.99e-01,-1.38e+01, 
9.00543e-01,2.99e-01,-1.38e+01, 
9.00689e-01,2.99e-01,-1.38e+01, 
9.00836e-01,2.99e-01,-1.38e+01, 
9.00982e-01,2.99e-01,-1.38e+01, 
9.01129e-01,2.99e-01,-1.38e+01, 
9.01275e-01,2.99e-01,-1.36e+01, 
9.01422e-01,2.99e-01,-1.36e+01, 
9.01568e-01,2.99e-01,-1.34e+01, 
9.01715e-01,2.99e-01,-1.32e+01, 
9.01861e-01,2.99e-01,-1.32e+01, 
9.02008e-01,2.99e-01,-1.32e+01, 
9.02154e-01,2.99e-01,-1.32e+01, 
9.02301e-01,2.99e-01,-1.32e+01, 
9.02447e-01,2.99e-01,-1.30e+01, 
9.02594e-01,2.99e-01,-1.30e+01, 
9.02740e-01,2.99e-01,-1.30e+01, 
9.02887e-01,2.99e-01,-1.30e+01, 
9.03033e-01,2.99e-01,-1.26e+01, 
9.03180e-01,2.99e-01,-1.26e+01, 
9.03326e-01,2.99e-01,-1.26e+01, 
9.03473e-01,2.99e-01,-1.24e+01, 
9.03619e-01,2.99e-01,-1.24e+01, 
9.03766e-01,2.99e-01,-1.24e+01, 
9.03912e-01,2.99e-01,-1.24e+01, 
9.04059e-01,2.99e-01,-1.24e+01, 
9.04205e-01,2.99e-01,-1.22e+01, 
9.04352e-01,2.99e-01,-1.22e+01, 
9.04498e-01,2.99e-01,-1.20e+01, 
9.04645e-01,2.99e-01,-1.20e+01, 
9.04791e-01,2.99e-01,-1.18e+01, 
9.04938e-01,2.99e-01,-1.18e+01, 
9.05084e-01,2.99e-01,-1.18e+01, 
9.05231e-01,2.98e-01,-1.18e+01, 
9.05377e-01,2.99e-01,-1.18e+01, 
9.05523e-01,2.98e-01,-1.16e+01, 
9.05670e-01,2.98e-01,-1.16e+01, 
9.05816e-01,2.98e-01,-1.14e+01, 
9.05963e-01,2.98e-01,-1.14e+01, 
9.06109e-01,2.98e-01,-1.14e+01, 
9.06256e-01,2.97e-01,-1.12e+01, 
9.06402e-01,2.97e-01,-1.12e+01, 
9.06549e-01,2.97e-01,-1.10e+01, 
9.06695e-01,2.97e-01,-1.10e+01, 
9.06842e-01,2.97e-01,-1.10e+01, 
9.06988e-01,2.97e-01,-1.10e+01, 
9.07135e-01,2.96e-01,-1.10e+01, 
9.07281e-01,2.96e-01,-1.08e+01, 
9.07428e-01,2.96e-01,-1.08e+01, 
9.07574e-01,2.95e-01,-1.06e+01, 
9.07721e-01,2.95e-01,-1.06e+01, 
9.07867e-01,2.95e-01,-1.06e+01, 
9.08014e-01,2.95e-01,-1.04e+01, 
9.08160e-01,2.95e-01,-1.04e+01, 
9.08307e-01,2.95e-01,-1.02e+01, 
9.08453e-01,2.95e-01,-1.02e+01, 
9.08600e-01,2.94e-01,-1.02e+01, 
9.08746e-01,2.94e-01,-1.02e+01, 
9.08893e-01,2.94e-01,-1.00e+01, 
9.09039e-01,2.93e-01,-1.00e+01, 
9.09186e-01,2.93e-01,-9.80e+00, 
9.09332e-01,2.93e-01,-9.80e+00, 
9.09479e-01,2.93e-01,-9.60e+00, 
9.09625e-01,2.92e-01,-9.60e+00, 
9.09772e-01,2.91e-01,-9.60e+00, 
9.09918e-01,2.90e-01,-9.60e+00, 
9.10064e-01,2.89e-01,-9.60e+00, 
9.10211e-01,2.88e-01,-9.60e+00, 
9.10357e-01,2.88e-01,-9.40e+00, 
9.10504e-01,2.86e-01,-9.40e+00, 
9.10650e-01,2.86e-01,-9.20e+00, 
9.10797e-01,2.84e-01,-9.20e+00, 
9.10943e-01,2.83e-01,-9.00e+00, 
9.11090e-01,2.84e-01,-9.00e+00, 
9.11236e-01,2.84e-01,-9.00e+00, 
9.11383e-01,2.83e-01,-8.80e+00, 
9.11529e-01,2.83e-01,-8.80e+00, 
9.11676e-01,2.82e-01,-8.80e+00, 
9.11822e-01,3.01e-01,-8.80e+00, 
9.11969e-01,3.06e-01,-8.80e+00, 
9.12115e-01,3.04e-01,-8.60e+00, 
9.12262e-01,3.02e-01,-8.60e+00, 
9.12408e-01,3.00e-01,-8.40e+00, 
9.12555e-01,2.98e-01,-8.40e+00, 
9.12701e-01,2.97e-01,-8.20e+00, 
9.12848e-01,2.95e-01,-8.20e+00, 
9.12994e-01,2.93e-01,-8.20e+00, 
9.13141e-01,2.92e-01,-8.20e+00, 
9.13287e-01,2.90e-01,-8.20e+00, 
9.13434e-01,2.89e-01,-8.00e+00, 
9.13580e-01,2.88e-01,-8.00e+00, 
9.13727e-01,2.87e-01,-7.80e+00, 
9.13873e-01,2.86e-01,-7.80e+00, 
9.14020e-01,2.84e-01,-7.60e+00, 
9.14166e-01,2.84e-01,-7.60e+00, 
9.14313e-01,2.82e-01,-7.60e+00, 
9.14459e-01,2.82e-01,-7.60e+00, 
9.14605e-01,2.81e-01,-7.40e+00, 
9.14752e-01,2.80e-01,-7.40e+00, 
9.14899e-01,2.79e-01,-7.40e+00, 
9.15045e-01,2.79e-01,-7.20e+00, 
9.15191e-01,2.78e-01,-7.20e+00, 
9.15338e-01,2.78e-01,-7.20e+00, 
9.15484e-01,2.77e-01,-7.00e+00, 
9.15631e-01,2.77e-01,-7.00e+00, 
9.15777e-01,2.78e-01,-6.80e+00, 
9.15924e-01,2.78e-01,-6.80e+00, 
9.16070e-01,2.79e-01,-6.80e+00, 
9.16217e-01,2.79e-01,-6.80e+00, 
9.16363e-01,2.80e-01,-6.80e+00, 
9.16510e-01,2.80e-01,-6.60e+00, 
9.16656e-01,2.80e-01,-6.60e+00, 
9.16803e-01,2.81e-01,-6.40e+00, 
9.16949e-01,2.82e-01,-6.40e+00, 
9.17096e-01,2.82e-01,-6.20e+00, 
9.17242e-01,2.82e-01,-6.20e+00, 
9.17389e-01,2.82e-01,-6.20e+00, 
9.17535e-01,2.82e-01,-6.00e+00, 
9.17682e-01,2.83e-01,-6.00e+00, 
9.17828e-01,2.83e-01,-6.00e+00, 
9.17975e-01,2.83e-01,-6.00e+00, 
9.18121e-01,2.83e-01,-5.80e+00, 
9.18268e-01,2.82e-01,-5.80e+00, 
9.18414e-01,2.82e-01,-5.80e+00, 
9.18561e-01,2.81e-01,-5.60e+00, 
9.18707e-01,2.80e-01,-5.60e+00, 
9.18854e-01,2.80e-01,-5.60e+00, 
9.19000e-01,2.79e-01,-5.40e+00, 
9.19147e-01,2.79e-01,-5.20e+00, 
9.19293e-01,2.78e-01,-5.20e+00, 
9.19439e-01,2.77e-01,-5.20e+00, 
9.19586e-01,2.77e-01,-5.20e+00, 
9.19732e-01,2.76e-01,-5.20e+00, 
9.19879e-01,2.76e-01,-5.20e+00, 
9.20025e-01,2.75e-01,-5.00e+00, 
9.20172e-01,2.75e-01,-4.80e+00, 
9.20318e-01,2.75e-01,-4.80e+00, 
9.20465e-01,2.74e-01,-4.80e+00, 
9.20611e-01,2.74e-01,-4.60e+00, 
9.20758e-01,2.74e-01,-4.60e+00, 
9.20904e-01,2.73e-01,-4.60e+00, 
9.21051e-01,2.73e-01,-4.40e+00, 
9.21197e-01,2.73e-01,-4.40e+00, 
9.21344e-01,2.73e-01,-4.40e+00, 
9.21490e-01,2.73e-01,-4.40e+00, 
9.21637e-01,2.72e-01,-4.20e+00, 
9.21783e-01,2.72e-01,-4.20e+00, 
9.21930e-01,2.72e-01,-4.00e+00, 
9.22076e-01,2.71e-01,-4.00e+00, 
9.22223e-01,2.72e-01,-3.80e+00, 
9.22369e-01,2.71e-01,-3.80e+00, 
9.22516e-01,2.71e-01,-3.80e+00, 
9.22662e-01,2.71e-01,-3.80e+00, 
9.22809e-01,2.71e-01,-3.80e+00, 
9.22955e-01,2.71e-01,-3.60e+00, 
9.23102e-01,2.71e-01,-3.60e+00, 
9.23248e-01,2.71e-01,-3.40e+00, 
9.23395e-01,2.71e-01,-3.40e+00, 
9.23541e-01,2.71e-01,-3.40e+00, 
9.23688e-01,2.71e-01,-3.20e+00, 
9.23834e-01,2.71e-01,-3.20e+00, 
9.23980e-01,2.71e-01,-3.20e+00, 
9.24127e-01,2.71e-01,-3.20e+00, 
9.24273e-01,2.71e-01,-3.20e+00, 
9.24420e-01,2.71e-01,-3.00e+00, 
9.24566e-01,2.71e-01,-2.80e+00, 
9.24713e-01,2.71e-01,-2.80e+00, 
9.24859e-01,2.71e-01,-2.60e+00, 
9.25006e-01,2.71e-01,-2.60e+00, 
9.25152e-01,2.71e-01,-2.60e+00, 
9.25299e-01,2.71e-01,-2.40e+00, 
9.25445e-01,2.71e-01,-2.40e+00, 
9.25592e-01,2.71e-01,-2.40e+00, 
9.25738e-01,2.71e-01,-2.20e+00, 
9.25885e-01,2.72e-01,-2.20e+00, 
9.26031e-01,2.73e-01,-2.20e+00, 
9.26178e-01,2.73e-01,-2.20e+00, 
9.26324e-01,2.74e-01,-2.00e+00, 
9.26471e-01,2.75e-01,-2.00e+00, 
9.26617e-01,2.76e-01,-1.80e+00, 
9.26764e-01,2.77e-01,-1.80e+00, 
9.26910e-01,2.77e-01,-1.80e+00, 
9.27057e-01,2.78e-01,-1.80e+00, 
9.27203e-01,2.79e-01,-1.60e+00, 
9.27350e-01,2.80e-01,-1.60e+00, 
9.27496e-01,2.81e-01,-1.40e+00, 
9.27643e-01,2.82e-01,-1.40e+00, 
9.27789e-01,2.83e-01,-1.40e+00, 
9.27936e-01,2.84e-01,-1.20e+00, 
9.28082e-01,2.85e-01,-1.20e+00, 
9.28229e-01,2.86e-01,-1.20e+00, 
9.28375e-01,2.87e-01,-1.00e+00, 
9.28522e-01,2.88e-01,-1.00e+00, 
9.28668e-01,2.89e-01,-1.00e+00, 
9.28815e-01,2.89e-01,-1.00e+00, 
9.28961e-01,2.90e-01,-8.00e-01, 
9.29107e-01,2.90e-01,-8.00e-01, 
9.29254e-01,2.91e-01,-6.00e-01, 
9.29400e-01,2.92e-01,-6.00e-01, 
9.29547e-01,2.92e-01,-4.00e-01, 
9.29693e-01,2.93e-01,-4.00e-01, 
9.29840e-01,2.93e-01,-2.00e-01, 
9.29986e-01,2.94e-01,-2.00e-01, 
9.30133e-01,2.94e-01,-2.00e-01, 
9.30279e-01,2.95e-01,-2.00e-01, 
9.30426e-01,2.95e-01,-2.00e-01, 
9.30572e-01,2.95e-01,-2.00e-01, 
9.30719e-01,2.95e-01,0.00e+00, 
9.30865e-01,2.96e-01,2.00e-01, 
9.31012e-01,2.96e-01,2.00e-01, 
9.31158e-01,2.96e-01,2.00e-01, 
9.31305e-01,2.96e-01,4.00e-01, 
9.31451e-01,2.96e-01,4.00e-01, 
9.31598e-01,2.96e-01,4.00e-01, 
9.31744e-01,2.97e-01,4.00e-01, 
9.31891e-01,2.97e-01,4.00e-01, 
9.32037e-01,2.97e-01,6.00e-01, 
9.32184e-01,2.97e-01,6.00e-01, 
9.32330e-01,2.97e-01,8.00e-01, 
9.32477e-01,2.97e-01,8.00e-01, 
9.32623e-01,2.97e-01,8.00e-01, 
9.32770e-01,2.97e-01,1.00e+00, 
9.32916e-01,2.98e-01,1.20e+00, 
9.33063e-01,2.98e-01,1.00e+00, 
9.33209e-01,2.98e-01,1.20e+00, 
9.33356e-01,2.98e-01,1.20e+00, 
9.33502e-01,2.98e-01,1.20e+00, 
9.33648e-01,2.98e-01,1.40e+00, 
9.33795e-01,2.98e-01,1.40e+00, 
9.33941e-01,2.98e-01,1.60e+00, 
9.34088e-01,2.98e-01,1.40e+00, 
9.34234e-01,2.98e-01,1.60e+00, 
9.34381e-01,2.98e-01,1.80e+00, 
9.34527e-01,2.98e-01,1.80e+00, 
9.34674e-01,2.98e-01,1.80e+00, 
9.34820e-01,2.98e-01,1.80e+00, 
9.34967e-01,2.98e-01,1.80e+00, 
9.35113e-01,2.98e-01,2.00e+00, 
9.35260e-01,2.98e-01,2.00e+00, 
9.35406e-01,2.98e-01,2.20e+00, 
9.35553e-01,2.98e-01,2.20e+00, 
9.35699e-01,2.98e-01,2.40e+00, 
9.35846e-01,2.98e-01,2.40e+00, 
9.35992e-01,2.98e-01,2.40e+00, 
9.36139e-01,2.98e-01,2.60e+00, 
9.36285e-01,2.98e-01,2.60e+00, 
9.36432e-01,2.98e-01,2.60e+00, 
9.36578e-01,2.98e-01,2.60e+00, 
9.36725e-01,2.98e-01,2.80e+00, 
9.36871e-01,2.98e-01,2.80e+00, 
9.37018e-01,2.98e-01,2.80e+00, 
9.37164e-01,2.98e-01,3.00e+00, 
9.37311e-01,2.98e-01,3.00e+00, 
9.37457e-01,2.98e-01,3.20e+00, 
9.37604e-01,2.98e-01,3.20e+00, 
9.37750e-01,2.98e-01,3.20e+00, 
9.37896e-01,2.98e-01,3.20e+00, 
9.38043e-01,2.98e-01,3.20e+00, 
9.38190e-01,2.98e-01,3.40e+00, 
9.38336e-01,2.98e-01,3.40e+00, 
9.38482e-01,2.97e-01,3.40e+00, 
9.38629e-01,2.98e-01,3.60e+00, 
9.38775e-01,2.97e-01,3.80e+00, 
9.38922e-01,2.97e-01,3.60e+00, 
9.39068e-01,2.97e-01,3.80e+00, 
9.39215e-01,2.97e-01,4.00e+00, 
9.39361e-01,2.97e-01,4.00e+00, 
9.39508e-01,2.97e-01,4.00e+00, 
9.39654e-01,2.97e-01,4.00e+00, 
9.39801e-01,2.97e-01,4.00e+00, 
9.39947e-01,2.97e-01,4.20e+00, 
9.40094e-01,2.97e-01,4.20e+00, 
9.40240e-01,2.97e-01,4.40e+00, 
9.40387e-01,2.97e-01,4.40e+00, 
9.40533e-01,2.96e-01,4.60e+00, 
9.40680e-01,2.97e-01,4.60e+00, 
9.40826e-01,2.97e-01,4.60e+00, 
9.40973e-01,2.97e-01,4.60e+00, 
9.41119e-01,2.97e-01,4.80e+00, 
9.41266e-01,2.97e-01,4.80e+00, 
9.41412e-01,2.97e-01,4.80e+00, 
9.41559e-01,2.98e-01,5.00e+00, 
9.41705e-01,2.98e-01,5.00e+00, 
9.41852e-01,2.98e-01,5.00e+00, 
9.41998e-01,2.99e-01,5.20e+00, 
9.42145e-01,2.99e-01,5.20e+00, 
9.42291e-01,2.99e-01,5.40e+00, 
9.42438e-01,3.00e-01,5.40e+00, 
9.42584e-01,3.01e-01,5.40e+00, 
9.42731e-01,3.01e-01,5.40e+00, 
9.42877e-01,3.01e-01,5.40e+00, 
9.43023e-01,3.02e-01,5.60e+00, 
9.43170e-01,3.02e-01,5.60e+00, 
9.43316e-01,3.02e-01,5.60e+00, 
9.43463e-01,3.02e-01,5.80e+00, 
9.43609e-01,3.02e-01,6.00e+00, 
9.43756e-01,3.03e-01,6.00e+00, 
9.43902e-01,3.02e-01,6.00e+00, 
9.44049e-01,3.02e-01,6.20e+00, 
9.44195e-01,3.01e-01,6.20e+00, 
9.44342e-01,2.99e-01,6.20e+00, 
9.44488e-01,2.98e-01,6.20e+00, 
9.44635e-01,2.98e-01,6.40e+00, 
9.44781e-01,2.97e-01,6.40e+00, 
9.44928e-01,2.97e-01,6.60e+00, 
9.45074e-01,2.97e-01,6.60e+00, 
9.45221e-01,2.97e-01,6.60e+00, 
9.45367e-01,2.97e-01,6.80e+00, 
9.45514e-01,2.96e-01,6.80e+00, 
9.45660e-01,2.96e-01,6.80e+00, 
9.45807e-01,2.96e-01,6.80e+00, 
9.45953e-01,2.96e-01,7.00e+00, 
9.46100e-01,2.96e-01,7.00e+00, 
9.46246e-01,2.96e-01,7.00e+00, 
9.46393e-01,2.95e-01,7.00e+00, 
9.46539e-01,2.95e-01,7.20e+00, 
9.46686e-01,2.95e-01,7.40e+00, 
9.46832e-01,2.95e-01,7.40e+00, 
9.46979e-01,2.95e-01,7.60e+00, 
9.47125e-01,2.95e-01,7.60e+00, 
9.47272e-01,2.95e-01,7.60e+00, 
9.47418e-01,2.95e-01,7.60e+00, 
9.47564e-01,2.95e-01,7.60e+00, 
9.47711e-01,2.95e-01,7.80e+00, 
9.47857e-01,2.95e-01,7.80e+00, 
9.48004e-01,2.95e-01,7.80e+00, 
9.48150e-01,2.95e-01,8.00e+00, 
9.48297e-01,2.95e-01,8.20e+00, 
9.48443e-01,2.95e-01,8.20e+00, 
9.48590e-01,2.95e-01,8.20e+00, 
9.48736e-01,2.95e-01,8.20e+00, 
9.48883e-01,2.95e-01,8.20e+00, 
9.49029e-01,2.95e-01,8.20e+00, 
9.49176e-01,2.95e-01,8.40e+00, 
9.49322e-01,2.95e-01,8.40e+00, 
9.49469e-01,2.95e-01,8.40e+00, 
9.49615e-01,2.95e-01,8.60e+00, 
9.49762e-01,2.95e-01,8.80e+00, 
9.49908e-01,2.95e-01,8.80e+00, 
9.50055e-01,2.95e-01,9.00e+00, 
9.50201e-01,2.96e-01,9.00e+00, 
9.50348e-01,2.96e-01,9.00e+00, 
9.50494e-01,2.95e-01,9.00e+00, 
9.50641e-01,2.96e-01,9.00e+00, 
9.50787e-01,2.96e-01,9.20e+00, 
9.50934e-01,2.96e-01,9.20e+00, 
9.51080e-01,2.96e-01,9.20e+00, 
9.51227e-01,2.96e-01,9.20e+00, 
9.51373e-01,2.96e-01,9.40e+00, 
9.51520e-01,2.96e-01,9.60e+00, 
9.51666e-01,2.96e-01,9.60e+00, 
9.51813e-01,2.97e-01,9.60e+00, 
9.51959e-01,2.97e-01,9.60e+00, 
9.52106e-01,2.97e-01,9.80e+00, 
9.52252e-01,2.97e-01,9.80e+00, 
9.52398e-01,2.97e-01,1.00e+01, 
9.52545e-01,2.97e-01,1.00e+01, 
9.52691e-01,2.97e-01,1.00e+01, 
9.52838e-01,2.97e-01,1.00e+01, 
9.52984e-01,2.97e-01,1.02e+01, 
9.53131e-01,2.97e-01,1.02e+01, 
9.53277e-01,2.97e-01,1.04e+01, 
9.53424e-01,2.97e-01,1.04e+01, 
9.53570e-01,2.97e-01,1.04e+01, 
9.53717e-01,2.97e-01,1.04e+01, 
9.53863e-01,2.97e-01,1.06e+01, 
9.54010e-01,2.97e-01,1.04e+01, 
9.54156e-01,2.97e-01,1.06e+01, 
9.54303e-01,2.97e-01,1.08e+01, 
9.54449e-01,2.98e-01,1.08e+01, 
9.54596e-01,2.98e-01,1.10e+01, 
9.54742e-01,2.98e-01,1.08e+01, 
9.54889e-01,2.98e-01,1.10e+01, 
9.55035e-01,2.98e-01,1.12e+01, 
9.55182e-01,2.98e-01,1.10e+01, 
9.55328e-01,2.98e-01,1.12e+01, 
9.55475e-01,2.98e-01,1.12e+01, 
9.55621e-01,2.97e-01,1.12e+01, 
9.55768e-01,2.98e-01,1.14e+01, 
9.55914e-01,2.98e-01,1.14e+01, 
9.56061e-01,2.98e-01,1.16e+01, 
9.56207e-01,2.97e-01,1.16e+01, 
9.56354e-01,2.97e-01,1.18e+01, 
9.56500e-01,2.98e-01,1.18e+01, 
9.56647e-01,2.98e-01,1.18e+01, 
9.56793e-01,2.98e-01,1.18e+01, 
9.56939e-01,2.98e-01,1.18e+01, 
9.57086e-01,2.98e-01,1.18e+01, 
9.57232e-01,2.98e-01,1.20e+01, 
9.57379e-01,2.98e-01,1.20e+01, 
9.57525e-01,2.98e-01,1.22e+01, 
9.57672e-01,2.98e-01,1.22e+01, 
9.57818e-01,2.98e-01,1.22e+01, 
9.57965e-01,2.98e-01,1.24e+01, 
9.58111e-01,2.98e-01,1.24e+01, 
9.58258e-01,2.98e-01,1.26e+01, 
9.58404e-01,2.99e-01,1.26e+01, 
9.58551e-01,2.99e-01,1.26e+01, 
9.58697e-01,2.99e-01,1.26e+01, 
9.58844e-01,3.00e-01,1.28e+01, 
9.58990e-01,3.01e-01,1.28e+01, 
9.59137e-01,3.02e-01,1.30e+01, 
9.59283e-01,3.02e-01,1.30e+01, 
9.59430e-01,3.03e-01,1.30e+01, 
9.59576e-01,3.04e-01,1.32e+01, 
9.59723e-01,3.06e-01,1.32e+01, 
9.59869e-01,3.07e-01,1.32e+01, 
9.60016e-01,3.08e-01,1.32e+01, 
9.60162e-01,3.10e-01,1.32e+01, 
9.60309e-01,3.11e-01,1.34e+01, 
9.60455e-01,3.12e-01,1.34e+01, 
9.60602e-01,3.13e-01,1.36e+01, 
9.60748e-01,3.14e-01,1.36e+01, 
9.60895e-01,3.14e-01,1.38e+01, 
9.61041e-01,3.14e-01,1.38e+01, 
9.61188e-01,3.13e-01,1.38e+01, 
9.61334e-01,3.11e-01,1.40e+01, 
9.61480e-01,3.10e-01,1.40e+01, 
9.61627e-01,3.09e-01,1.40e+01, 
