,CH1,CH3,CH4
Second,Volt,Volt,Volt
-1.36836e-02,2.45e-01,-8.00e+00,3.09e-01, 
-1.35371e-02,2.45e-01,-8.00e+00,3.09e-01, 
-1.33906e-02,2.45e-01,-8.00e+00,3.09e-01, 
-1.32442e-02,2.45e-01,-8.00e+00,3.08e-01, 
-1.30977e-02,2.45e-01,-8.00e+00,3.08e-01, 
-1.29512e-02,2.46e-01,-8.00e+00,3.07e-01, 
-1.28047e-02,2.46e-01,-8.00e+00,3.07e-01, 
-1.26582e-02,2.46e-01,-8.00e+00,3.06e-01, 
-1.25117e-02,2.47e-01,-8.00e+00,3.06e-01, 
-1.23653e-02,2.48e-01,-8.00e+00,3.06e-01, 
-1.22188e-02,2.48e-01,-8.00e+00,3.05e-01, 
-1.20723e-02,2.48e-01,-8.00e+00,3.05e-01, 
-1.19258e-02,2.48e-01,-8.00e+00,3.05e-01, 
-1.17793e-02,2.48e-01,-8.00e+00,3.04e-01, 
-1.16328e-02,2.49e-01,-8.00e+00,3.04e-01, 
-1.14864e-02,2.49e-01,-8.00e+00,3.04e-01, 
-1.13399e-02,2.51e-01,-8.00e+00,3.04e-01, 
-1.11934e-02,2.51e-01,-8.00e+00,3.04e-01, 
-1.10469e-02,2.52e-01,-8.00e+00,3.03e-01, 
-1.09004e-02,2.51e-01,-8.00e+00,3.03e-01, 
-1.07539e-02,2.52e-01,-8.00e+00,3.04e-01, 
-1.06075e-02,2.53e-01,-8.00e+00,3.04e-01, 
-1.04609e-02,2.53e-01,-8.00e+00,3.03e-01, 
-1.03145e-02,2.53e-01,-8.00e+00,3.03e-01, 
-1.01680e-02,2.53e-01,-8.00e+00,3.03e-01, 
-1.00215e-02,2.53e-01,-8.00e+00,3.04e-01, 
-9.87503e-03,2.53e-01,-8.00e+00,3.04e-01, 
-9.72852e-03,2.54e-01,-8.00e+00,3.04e-01, 
-9.58204e-03,2.55e-01,-8.00e+00,3.05e-01, 
-9.43556e-03,2.55e-01,-8.00e+00,3.05e-01, 
-9.28909e-03,2.55e-01,-8.00e+00,3.05e-01, 
-9.14261e-03,2.56e-01,-8.00e+00,3.06e-01, 
-8.99610e-03,2.56e-01,-8.00e+00,3.06e-01, 
-8.84962e-03,2.56e-01,-8.00e+00,3.06e-01, 
-8.70314e-03,2.56e-01,-8.00e+00,3.07e-01, 
-8.55666e-03,2.56e-01,-8.40e+00,3.07e-01, 
-8.41019e-03,2.57e-01,-8.40e+00,3.08e-01, 
-8.26368e-03,2.56e-01,-8.40e+00,3.08e-01, 
-8.11720e-03,2.57e-01,-8.40e+00,3.09e-01, 
-7.97072e-03,2.57e-01,-8.40e+00,3.09e-01, 
-7.82424e-03,2.58e-01,-8.40e+00,3.09e-01, 
-7.67776e-03,2.58e-01,-8.40e+00,3.10e-01, 
-7.53126e-03,2.58e-01,-8.40e+00,3.10e-01, 
-7.38478e-03,2.59e-01,-8.40e+00,3.10e-01, 
-7.23830e-03,2.59e-01,-8.40e+00,3.11e-01, 
-7.09182e-03,2.59e-01,-8.40e+00,3.11e-01, 
-6.94534e-03,2.59e-01,-8.00e+00,3.12e-01, 
-6.79883e-03,2.59e-01,-8.40e+00,3.12e-01, 
-6.65236e-03,2.59e-01,-8.40e+00,3.12e-01, 
-6.50588e-03,2.60e-01,-8.80e+00,3.12e-01, 
-6.35940e-03,2.60e-01,-8.80e+00,3.12e-01, 
-6.21292e-03,2.60e-01,-8.40e+00,3.13e-01, 
-6.06641e-03,2.60e-01,-8.40e+00,3.13e-01, 
-5.91993e-03,2.60e-01,-8.40e+00,3.13e-01, 
-5.77345e-03,2.60e-01,-8.80e+00,3.13e-01, 
-5.62698e-03,2.60e-01,-8.40e+00,3.14e-01, 
-5.48050e-03,2.60e-01,-8.40e+00,3.14e-01, 
-5.33399e-03,2.61e-01,-8.80e+00,3.13e-01, 
-5.18751e-03,2.61e-01,-8.80e+00,3.13e-01, 
-5.04103e-03,2.61e-01,-8.80e+00,3.13e-01, 
-4.89455e-03,2.61e-01,-8.40e+00,3.13e-01, 
-4.74808e-03,2.62e-01,-8.80e+00,3.13e-01, 
-4.60157e-03,2.62e-01,-8.80e+00,3.13e-01, 
-4.45509e-03,2.62e-01,-8.80e+00,3.12e-01, 
-4.30861e-03,2.62e-01,-8.80e+00,3.12e-01, 
-4.16213e-03,2.62e-01,-8.80e+00,3.12e-01, 
-4.01565e-03,2.62e-01,-8.80e+00,3.12e-01, 
-3.86915e-03,2.64e-01,-8.80e+00,3.12e-01, 
-3.72267e-03,2.64e-01,-8.80e+00,3.11e-01, 
-3.57619e-03,2.64e-01,-8.80e+00,3.11e-01, 
-3.42971e-03,2.64e-01,-8.80e+00,3.11e-01, 
-3.28323e-03,2.64e-01,-8.80e+00,3.11e-01, 
-3.13672e-03,2.65e-01,-8.80e+00,3.10e-01, 
-2.99025e-03,2.65e-01,-8.80e+00,3.10e-01, 
-2.84377e-03,2.65e-01,-8.80e+00,3.10e-01, 
-2.69729e-03,2.65e-01,-8.80e+00,3.09e-01, 
-2.55081e-03,2.65e-01,-9.20e+00,3.09e-01, 
-2.40430e-03,2.65e-01,-9.20e+00,3.08e-01, 
-2.25782e-03,2.65e-01,-9.20e+00,3.08e-01, 
-2.11135e-03,2.65e-01,-9.20e+00,3.08e-01, 
-1.96487e-03,2.65e-01,-9.20e+00,3.07e-01, 
-1.81839e-03,2.65e-01,-9.20e+00,3.07e-01, 
-1.67188e-03,2.65e-01,-9.20e+00,3.06e-01, 
-1.52540e-03,2.65e-01,-9.20e+00,3.06e-01, 
-1.37892e-03,2.65e-01,-9.20e+00,3.06e-01, 
-1.23245e-03,2.65e-01,-9.20e+00,3.05e-01, 
-1.08597e-03,2.65e-01,-9.20e+00,3.05e-01, 
-9.39459e-04,2.65e-01,-9.20e+00,3.04e-01, 
-7.92980e-04,2.65e-01,-9.20e+00,3.04e-01, 
-6.46502e-04,2.65e-01,-9.60e+00,3.04e-01, 
-5.00023e-04,2.65e-01,-9.20e+00,3.04e-01, 
-3.53545e-04,2.66e-01,-9.20e+00,3.04e-01, 
-2.07037e-04,2.65e-01,-9.20e+00,3.04e-01, 
-6.05583e-05,2.65e-01,-9.20e+00,3.03e-01, 
8.59201e-05,2.66e-01,-9.20e+00,3.03e-01, 
2.32399e-04,2.66e-01,-9.20e+00,3.03e-01, 
3.78877e-04,2.65e-01,-8.80e+00,3.03e-01, 
5.25385e-04,2.66e-01,-9.60e+00,3.03e-01, 
6.71864e-04,2.66e-01,-9.20e+00,3.03e-01, 
8.18342e-04,2.66e-01,-9.20e+00,3.02e-01, 
9.64820e-04,2.66e-01,-9.20e+00,3.02e-01, 
1.11130e-03,2.66e-01,-9.20e+00,3.02e-01, 
1.25781e-03,2.66e-01,-9.20e+00,3.02e-01, 
1.40429e-03,2.66e-01,-9.20e+00,3.02e-01, 
1.55076e-03,2.66e-01,-9.20e+00,3.02e-01, 
1.69724e-03,2.66e-01,-9.20e+00,3.02e-01, 
1.84372e-03,2.65e-01,-9.20e+00,3.02e-01, 
1.99023e-03,2.66e-01,-9.20e+00,3.02e-01, 
2.13671e-03,2.66e-01,-9.20e+00,3.02e-01, 
2.28319e-03,2.66e-01,-9.20e+00,3.02e-01, 
2.42966e-03,2.65e-01,-9.20e+00,3.02e-01, 
2.57614e-03,2.66e-01,-9.20e+00,3.02e-01, 
2.72265e-03,2.66e-01,-9.20e+00,3.02e-01, 
2.86913e-03,2.66e-01,-9.20e+00,3.01e-01, 
3.01561e-03,2.66e-01,-9.20e+00,3.01e-01, 
3.16209e-03,2.65e-01,-9.20e+00,3.01e-01, 
3.30856e-03,2.66e-01,-9.20e+00,3.01e-01, 
3.45507e-03,2.65e-01,-9.20e+00,3.02e-01, 
3.60155e-03,2.66e-01,-9.20e+00,3.01e-01, 
3.74803e-03,2.66e-01,-9.20e+00,3.01e-01, 
3.89451e-03,2.65e-01,-9.20e+00,3.01e-01, 
4.04099e-03,2.65e-01,-9.20e+00,3.01e-01, 
4.18749e-03,2.66e-01,-9.20e+00,3.01e-01, 
4.33397e-03,2.66e-01,-9.20e+00,3.01e-01, 
4.48045e-03,2.66e-01,-9.20e+00,3.02e-01, 
4.62693e-03,2.66e-01,-9.20e+00,3.01e-01, 
4.77341e-03,2.66e-01,-9.20e+00,3.01e-01, 
4.91992e-03,2.66e-01,-9.20e+00,3.01e-01, 
5.06639e-03,2.66e-01,-9.20e+00,3.01e-01, 
5.21287e-03,2.66e-01,-9.20e+00,3.01e-01, 
5.35935e-03,2.65e-01,-9.20e+00,3.01e-01, 
5.50583e-03,2.66e-01,-9.20e+00,3.01e-01, 
5.65234e-03,2.66e-01,-9.20e+00,3.01e-01, 
5.79882e-03,2.66e-01,-8.80e+00,3.01e-01, 
5.94530e-03,2.66e-01,-8.80e+00,3.01e-01, 
6.09177e-03,2.66e-01,-9.20e+00,3.01e-01, 
6.23825e-03,2.65e-01,-9.20e+00,3.01e-01, 
6.38476e-03,2.66e-01,-9.20e+00,3.01e-01, 
6.53124e-03,2.65e-01,-8.80e+00,3.01e-01, 
6.67772e-03,2.66e-01,-9.20e+00,3.01e-01, 
6.82420e-03,2.66e-01,-9.20e+00,3.01e-01, 
6.97067e-03,2.66e-01,-9.20e+00,3.01e-01, 
7.11718e-03,2.66e-01,-8.80e+00,3.01e-01, 
7.26366e-03,2.66e-01,-9.20e+00,3.01e-01, 
7.41014e-03,2.66e-01,-9.20e+00,3.01e-01, 
7.55662e-03,2.66e-01,-9.20e+00,3.01e-01, 
7.70310e-03,2.66e-01,-9.20e+00,3.01e-01, 
7.84960e-03,2.66e-01,-9.20e+00,3.01e-01, 
7.99608e-03,2.66e-01,-9.20e+00,3.01e-01, 
8.14256e-03,2.66e-01,-9.20e+00,3.01e-01, 
8.28904e-03,2.66e-01,-8.80e+00,3.01e-01, 
8.43552e-03,2.66e-01,-9.20e+00,3.01e-01, 
8.58203e-03,2.65e-01,-9.20e+00,3.01e-01, 
8.72850e-03,2.66e-01,-9.20e+00,3.01e-01, 
8.87498e-03,2.66e-01,-8.80e+00,3.01e-01, 
9.02146e-03,2.65e-01,-9.20e+00,3.01e-01, 
9.16794e-03,2.65e-01,-9.20e+00,3.01e-01, 
9.31445e-03,2.66e-01,-9.20e+00,3.01e-01, 
9.46093e-03,2.66e-01,-9.20e+00,3.01e-01, 
9.60740e-03,2.66e-01,-9.20e+00,3.01e-01, 
9.75388e-03,2.66e-01,-9.20e+00,3.01e-01, 
9.90036e-03,2.66e-01,-9.20e+00,3.01e-01, 
1.00469e-02,2.65e-01,-9.20e+00,3.01e-01, 
1.01933e-02,2.66e-01,-8.80e+00,3.01e-01, 
1.03398e-02,2.66e-01,-9.20e+00,3.01e-01, 
1.04863e-02,2.66e-01,-8.80e+00,3.01e-01, 
1.06328e-02,2.66e-01,-9.20e+00,3.01e-01, 
1.07793e-02,2.65e-01,-9.20e+00,3.01e-01, 
1.09258e-02,2.65e-01,-9.20e+00,3.01e-01, 
1.10722e-02,2.66e-01,-9.20e+00,3.01e-01, 
1.12187e-02,2.66e-01,-8.80e+00,3.01e-01, 
1.13652e-02,2.66e-01,-9.20e+00,3.01e-01, 
1.15117e-02,2.66e-01,-9.20e+00,3.01e-01, 
1.16582e-02,2.66e-01,-9.20e+00,3.01e-01, 
1.18047e-02,2.66e-01,-8.80e+00,3.01e-01, 
1.19511e-02,2.65e-01,-8.80e+00,3.01e-01, 
1.20976e-02,2.65e-01,-9.20e+00,3.01e-01, 
1.22441e-02,2.66e-01,-8.80e+00,3.01e-01, 
1.23906e-02,2.66e-01,-9.20e+00,3.01e-01, 
1.25371e-02,2.66e-01,-9.20e+00,3.01e-01, 
1.26836e-02,2.66e-01,-8.80e+00,3.01e-01, 
1.28300e-02,2.65e-01,-8.80e+00,3.01e-01, 
1.29766e-02,2.67e-01,-8.80e+00,3.01e-01, 
1.31230e-02,2.66e-01,-8.80e+00,3.01e-01, 
1.32695e-02,2.65e-01,-9.20e+00,3.01e-01, 
1.34160e-02,2.65e-01,-9.20e+00,3.01e-01, 
1.35625e-02,2.66e-01,-8.80e+00,3.01e-01, 
1.37090e-02,2.66e-01,-8.80e+00,3.01e-01, 
1.38555e-02,2.65e-01,-8.80e+00,3.01e-01, 
1.40019e-02,2.66e-01,-8.80e+00,3.01e-01, 
1.41484e-02,2.66e-01,-8.80e+00,3.01e-01, 
1.42949e-02,2.66e-01,-8.80e+00,3.01e-01, 
1.44414e-02,2.66e-01,-8.80e+00,3.01e-01, 
1.45879e-02,2.66e-01,-9.20e+00,3.01e-01, 
1.47344e-02,2.65e-01,-9.20e+00,3.01e-01, 
1.48808e-02,2.66e-01,-8.80e+00,3.01e-01, 
1.50273e-02,2.66e-01,-9.20e+00,3.01e-01, 
1.51738e-02,2.65e-01,-9.20e+00,3.01e-01, 
1.53203e-02,2.66e-01,-9.20e+00,3.01e-01, 
1.54668e-02,2.66e-01,-9.20e+00,3.01e-01, 
1.56133e-02,2.66e-01,-9.20e+00,3.01e-01, 
1.57597e-02,2.66e-01,-8.80e+00,3.01e-01, 
1.59062e-02,2.66e-01,-9.20e+00,3.01e-01, 
1.60527e-02,2.66e-01,-9.20e+00,3.01e-01, 
1.61992e-02,2.66e-01,-8.80e+00,3.01e-01, 
1.63457e-02,2.65e-01,-9.20e+00,3.01e-01, 
1.64922e-02,2.66e-01,-9.20e+00,3.01e-01, 
1.66387e-02,2.67e-01,-9.20e+00,3.01e-01, 
1.67851e-02,2.65e-01,-9.20e+00,3.01e-01, 
1.69316e-02,2.66e-01,-8.80e+00,3.01e-01, 
1.70781e-02,2.66e-01,-8.80e+00,3.01e-01, 
1.72246e-02,2.66e-01,-9.20e+00,3.01e-01, 
1.73711e-02,2.66e-01,-8.80e+00,3.01e-01, 
1.75176e-02,2.66e-01,-8.80e+00,3.01e-01, 
1.76640e-02,2.66e-01,-8.80e+00,3.01e-01, 
1.78105e-02,2.66e-01,-8.80e+00,3.01e-01, 
1.79570e-02,2.65e-01,-8.80e+00,3.01e-01, 
1.81035e-02,2.65e-01,-8.80e+00,3.01e-01, 
1.82500e-02,2.66e-01,-8.80e+00,3.01e-01, 
1.83965e-02,2.66e-01,-9.20e+00,3.01e-01, 
1.85429e-02,2.66e-01,-9.20e+00,3.01e-01, 
1.86894e-02,2.66e-01,-8.80e+00,3.01e-01, 
1.88359e-02,2.65e-01,-8.80e+00,3.01e-01, 
1.89824e-02,2.66e-01,-8.80e+00,3.01e-01, 
1.91289e-02,2.65e-01,-8.80e+00,3.01e-01, 
1.92754e-02,2.66e-01,-8.80e+00,3.01e-01, 
1.94218e-02,2.65e-01,-8.80e+00,3.01e-01, 
1.95684e-02,2.66e-01,-8.80e+00,3.01e-01, 
1.97148e-02,2.65e-01,-8.80e+00,3.01e-01, 
1.98613e-02,2.65e-01,-8.80e+00,3.01e-01, 
2.00078e-02,2.66e-01,-8.80e+00,3.01e-01, 
2.01543e-02,2.66e-01,-8.80e+00,3.01e-01, 
2.03008e-02,2.66e-01,-8.80e+00,3.01e-01, 
2.04473e-02,2.66e-01,-8.80e+00,3.01e-01, 
2.05937e-02,2.65e-01,-8.80e+00,3.01e-01, 
2.07402e-02,2.66e-01,-8.80e+00,3.01e-01, 
2.08867e-02,2.66e-01,-8.80e+00,3.02e-01, 
2.10332e-02,2.66e-01,-8.80e+00,3.01e-01, 
2.11797e-02,2.65e-01,-8.80e+00,3.02e-01, 
2.13262e-02,2.66e-01,-8.80e+00,3.02e-01, 
2.14726e-02,2.65e-01,-8.80e+00,3.01e-01, 
2.16191e-02,2.66e-01,-9.20e+00,3.01e-01, 
2.17656e-02,2.66e-01,-9.20e+00,3.01e-01, 
2.19121e-02,2.66e-01,-8.80e+00,3.01e-01, 
2.20586e-02,2.66e-01,-9.20e+00,3.02e-01, 
2.22051e-02,2.65e-01,-8.80e+00,3.01e-01, 
2.23515e-02,2.66e-01,-8.80e+00,3.01e-01, 
2.24980e-02,2.65e-01,-8.80e+00,3.02e-01, 
2.26445e-02,2.66e-01,-8.80e+00,3.01e-01, 
2.27910e-02,2.65e-01,-9.20e+00,3.02e-01, 
2.29375e-02,2.65e-01,-9.20e+00,3.02e-01, 
2.30840e-02,2.66e-01,-8.80e+00,3.02e-01, 
2.32305e-02,2.66e-01,-8.80e+00,3.02e-01, 
2.33769e-02,2.66e-01,-8.80e+00,3.02e-01, 
2.35234e-02,2.65e-01,-8.80e+00,3.02e-01, 
2.36699e-02,2.66e-01,-8.80e+00,3.02e-01, 
2.38164e-02,2.65e-01,-8.80e+00,3.02e-01, 
2.39629e-02,2.66e-01,-8.80e+00,3.02e-01, 
2.41094e-02,2.65e-01,-8.80e+00,3.02e-01, 
2.42558e-02,2.65e-01,-8.80e+00,3.02e-01, 
2.44023e-02,2.65e-01,-8.80e+00,3.02e-01, 
2.45488e-02,2.66e-01,-8.80e+00,3.02e-01, 
2.46953e-02,2.66e-01,-8.80e+00,3.02e-01, 
2.48418e-02,2.65e-01,-8.80e+00,3.02e-01, 
2.49883e-02,2.65e-01,-8.80e+00,3.02e-01, 
2.51347e-02,2.65e-01,-8.80e+00,3.02e-01, 
2.52812e-02,2.65e-01,-8.80e+00,3.02e-01, 
2.54277e-02,2.66e-01,-8.80e+00,3.02e-01, 
2.55742e-02,2.65e-01,-8.80e+00,3.02e-01, 
2.57207e-02,2.66e-01,-8.80e+00,3.02e-01, 
2.58672e-02,2.65e-01,-9.20e+00,3.02e-01, 
2.60136e-02,2.66e-01,-8.80e+00,3.02e-01, 
2.61602e-02,2.66e-01,-8.80e+00,3.02e-01, 
2.63066e-02,2.65e-01,-9.20e+00,3.03e-01, 
2.64531e-02,2.65e-01,-8.80e+00,3.03e-01, 
2.65996e-02,2.65e-01,-8.80e+00,3.02e-01, 
2.67461e-02,2.65e-01,-8.80e+00,3.02e-01, 
2.68926e-02,2.65e-01,-8.80e+00,3.03e-01, 
2.70391e-02,2.65e-01,-8.80e+00,3.02e-01, 
2.71855e-02,2.65e-01,-8.80e+00,3.03e-01, 
2.73320e-02,2.65e-01,-8.80e+00,3.03e-01, 
2.74785e-02,2.65e-01,-8.80e+00,3.03e-01, 
2.76250e-02,2.65e-01,-8.80e+00,3.03e-01, 
2.77715e-02,2.65e-01,-8.80e+00,3.03e-01, 
2.79180e-02,2.66e-01,-8.80e+00,3.03e-01, 
2.80644e-02,2.65e-01,-8.80e+00,3.03e-01, 
2.82109e-02,2.66e-01,-8.80e+00,3.03e-01, 
2.83574e-02,2.65e-01,-8.80e+00,3.03e-01, 
2.85039e-02,2.65e-01,-8.80e+00,3.03e-01, 
2.86504e-02,2.65e-01,-8.80e+00,3.03e-01, 
2.87969e-02,2.65e-01,-8.80e+00,3.03e-01, 
2.89433e-02,2.65e-01,-8.80e+00,3.03e-01, 
2.90898e-02,2.66e-01,-8.80e+00,3.03e-01, 
2.92363e-02,2.66e-01,-8.80e+00,3.03e-01, 
2.93828e-02,2.65e-01,-8.80e+00,3.03e-01, 
2.95293e-02,2.66e-01,-8.80e+00,3.03e-01, 
2.96758e-02,2.65e-01,-8.80e+00,3.03e-01, 
2.98223e-02,2.66e-01,-8.80e+00,3.03e-01, 
2.99687e-02,2.65e-01,-9.20e+00,3.03e-01, 
3.01152e-02,2.66e-01,-8.80e+00,3.03e-01, 
3.02617e-02,2.65e-01,-8.80e+00,3.04e-01, 
3.04082e-02,2.65e-01,-8.80e+00,3.04e-01, 
3.05547e-02,2.65e-01,-8.80e+00,3.04e-01, 
3.07012e-02,2.65e-01,-8.80e+00,3.04e-01, 
3.08476e-02,2.65e-01,-8.80e+00,3.04e-01, 
3.09941e-02,2.65e-01,-8.80e+00,3.04e-01, 
3.11406e-02,2.65e-01,-8.80e+00,3.04e-01, 
3.12871e-02,2.66e-01,-8.80e+00,3.04e-01, 
3.14336e-02,2.65e-01,-8.80e+00,3.04e-01, 
3.15801e-02,2.65e-01,-8.80e+00,3.04e-01, 
3.17265e-02,2.65e-01,-8.80e+00,3.04e-01, 
3.18730e-02,2.66e-01,-8.80e+00,3.04e-01, 
3.20195e-02,2.65e-01,-8.80e+00,3.04e-01, 
3.21660e-02,2.65e-01,-8.80e+00,3.04e-01, 
3.23125e-02,2.65e-01,-8.80e+00,3.04e-01, 
3.24590e-02,2.65e-01,-8.80e+00,3.04e-01, 
3.26054e-02,2.65e-01,-8.80e+00,3.04e-01, 
3.27519e-02,2.65e-01,-8.80e+00,3.04e-01, 
3.28984e-02,2.65e-01,-8.80e+00,3.04e-01, 
3.30449e-02,2.66e-01,-8.80e+00,3.05e-01, 
3.31914e-02,2.66e-01,-8.80e+00,3.04e-01, 
3.33379e-02,2.65e-01,-8.80e+00,3.04e-01, 
3.34844e-02,2.65e-01,-8.80e+00,3.05e-01, 
3.36308e-02,2.65e-01,-8.80e+00,3.05e-01, 
3.37773e-02,2.65e-01,-8.80e+00,3.04e-01, 
3.39238e-02,2.65e-01,-8.80e+00,3.05e-01, 
3.40703e-02,2.65e-01,-8.80e+00,3.05e-01, 
3.42168e-02,2.65e-01,-8.80e+00,3.05e-01, 
3.43633e-02,2.65e-01,-8.80e+00,3.05e-01, 
3.45097e-02,2.65e-01,-8.80e+00,3.05e-01, 
3.46562e-02,2.65e-01,-8.80e+00,3.05e-01, 
3.48027e-02,2.65e-01,-8.80e+00,3.05e-01, 
3.49492e-02,2.65e-01,-8.80e+00,3.05e-01, 
3.50957e-02,2.65e-01,-8.80e+00,3.05e-01, 
3.52422e-02,2.65e-01,-8.80e+00,3.05e-01, 
3.53886e-02,2.65e-01,-8.80e+00,3.05e-01, 
3.55351e-02,2.65e-01,-8.80e+00,3.05e-01, 
3.56816e-02,2.65e-01,-8.80e+00,3.05e-01, 
3.58281e-02,2.65e-01,-8.80e+00,3.05e-01, 
3.59746e-02,2.65e-01,-8.80e+00,3.05e-01, 
3.61211e-02,2.65e-01,-8.80e+00,3.05e-01, 
3.62675e-02,2.65e-01,-8.80e+00,3.05e-01, 
3.64141e-02,2.65e-01,-8.80e+00,3.06e-01, 
3.65605e-02,2.65e-01,-8.40e+00,3.05e-01, 
3.67070e-02,2.65e-01,-8.80e+00,3.05e-01, 
3.68535e-02,2.65e-01,-8.80e+00,3.05e-01, 
3.70000e-02,2.65e-01,-8.80e+00,3.05e-01, 
3.71465e-02,2.65e-01,-8.80e+00,3.06e-01, 
3.72930e-02,2.65e-01,-8.40e+00,3.06e-01, 
3.74394e-02,2.65e-01,-8.80e+00,3.05e-01, 
3.75859e-02,2.65e-01,-8.80e+00,3.05e-01, 
3.77324e-02,2.65e-01,-8.80e+00,3.05e-01, 
3.78789e-02,2.65e-01,-8.80e+00,3.06e-01, 
3.80254e-02,2.65e-01,-8.80e+00,3.06e-01, 
3.81719e-02,2.65e-01,-8.80e+00,3.06e-01, 
3.83183e-02,2.65e-01,-8.80e+00,3.06e-01, 
3.84648e-02,2.65e-01,-8.80e+00,3.06e-01, 
3.86113e-02,2.65e-01,-8.80e+00,3.06e-01, 
3.87578e-02,2.65e-01,-8.40e+00,3.06e-01, 
3.89043e-02,2.65e-01,-8.80e+00,3.06e-01, 
3.90508e-02,2.65e-01,-8.80e+00,3.06e-01, 
3.91973e-02,2.65e-01,-8.80e+00,3.06e-01, 
3.93437e-02,2.65e-01,-8.40e+00,3.06e-01, 
3.94902e-02,2.65e-01,-8.80e+00,3.06e-01, 
3.96367e-02,2.65e-01,-8.40e+00,3.06e-01, 
3.97832e-02,2.65e-01,-8.80e+00,3.06e-01, 
3.99297e-02,2.65e-01,-8.80e+00,3.06e-01, 
4.00762e-02,2.65e-01,-8.80e+00,3.06e-01, 
4.02226e-02,2.65e-01,-8.80e+00,3.06e-01, 
4.03691e-02,2.65e-01,-8.80e+00,3.06e-01, 
4.05156e-02,2.65e-01,-8.80e+00,3.06e-01, 
4.06621e-02,2.65e-01,-8.80e+00,3.06e-01, 
4.08086e-02,2.65e-01,-8.40e+00,3.06e-01, 
4.09551e-02,2.65e-01,-8.80e+00,3.06e-01, 
4.11015e-02,2.65e-01,-8.80e+00,3.07e-01, 
4.12480e-02,2.65e-01,-8.80e+00,3.07e-01, 
4.13945e-02,2.65e-01,-8.80e+00,3.07e-01, 
4.15410e-02,2.65e-01,-8.80e+00,3.07e-01, 
4.16875e-02,2.65e-01,-8.40e+00,3.07e-01, 
4.18340e-02,2.65e-01,-8.80e+00,3.07e-01, 
4.19804e-02,2.65e-01,-8.40e+00,3.06e-01, 
4.21270e-02,2.65e-01,-8.80e+00,3.07e-01, 
4.22734e-02,2.65e-01,-8.80e+00,3.07e-01, 
4.24199e-02,2.65e-01,-8.40e+00,3.07e-01, 
4.25664e-02,2.65e-01,-8.80e+00,3.07e-01, 
4.27129e-02,2.65e-01,-8.40e+00,3.07e-01, 
4.28594e-02,2.65e-01,-8.80e+00,3.07e-01, 
4.30059e-02,2.65e-01,-8.40e+00,3.07e-01, 
4.31523e-02,2.65e-01,-8.80e+00,3.07e-01, 
4.32988e-02,2.65e-01,-8.40e+00,3.07e-01, 
4.34453e-02,2.65e-01,-8.80e+00,3.07e-01, 
4.35918e-02,2.65e-01,-8.40e+00,3.07e-01, 
4.37383e-02,2.65e-01,-8.80e+00,3.07e-01, 
4.38848e-02,2.65e-01,-8.40e+00,3.07e-01, 
4.40312e-02,2.65e-01,-8.40e+00,3.07e-01, 
4.41777e-02,2.65e-01,-8.40e+00,3.07e-01, 
4.43242e-02,2.65e-01,-8.40e+00,3.07e-01, 
4.44707e-02,2.65e-01,-8.80e+00,3.07e-01, 
4.46172e-02,2.66e-01,-8.40e+00,3.08e-01, 
4.47637e-02,2.65e-01,-8.40e+00,3.07e-01, 
4.49101e-02,2.65e-01,-8.40e+00,3.07e-01, 
4.50566e-02,2.65e-01,-8.40e+00,3.07e-01, 
4.52031e-02,2.65e-01,-8.40e+00,3.08e-01, 
4.53496e-02,2.65e-01,-8.40e+00,3.08e-01, 
4.54961e-02,2.65e-01,-8.40e+00,3.07e-01, 
4.56426e-02,2.65e-01,-8.80e+00,3.08e-01, 
4.57891e-02,2.65e-01,-8.40e+00,3.08e-01, 
4.59355e-02,2.65e-01,-8.40e+00,3.08e-01, 
4.60820e-02,2.65e-01,-8.80e+00,3.08e-01, 
4.62285e-02,2.65e-01,-8.40e+00,3.08e-01, 
4.63750e-02,2.65e-01,-8.40e+00,3.08e-01, 
4.65215e-02,2.65e-01,-8.40e+00,3.08e-01, 
4.66680e-02,2.65e-01,-8.40e+00,3.08e-01, 
4.68144e-02,2.65e-01,-8.40e+00,3.08e-01, 
4.69609e-02,2.65e-01,-8.40e+00,3.08e-01, 
4.71074e-02,2.65e-01,-8.80e+00,3.08e-01, 
4.72539e-02,2.65e-01,-8.40e+00,3.08e-01, 
4.74004e-02,2.65e-01,-8.80e+00,3.08e-01, 
4.75469e-02,2.65e-01,-8.40e+00,3.08e-01, 
4.76933e-02,2.65e-01,-8.40e+00,3.08e-01, 
4.78398e-02,2.65e-01,-8.40e+00,3.08e-01, 
4.79863e-02,2.65e-01,-8.80e+00,3.08e-01, 
4.81328e-02,2.65e-01,-8.40e+00,3.08e-01, 
4.82793e-02,2.65e-01,-8.80e+00,3.08e-01, 
4.84258e-02,2.65e-01,-8.40e+00,3.08e-01, 
4.85722e-02,2.65e-01,-8.40e+00,3.08e-01, 
4.87188e-02,2.65e-01,-8.40e+00,3.09e-01, 
4.88652e-02,2.65e-01,-8.80e+00,3.08e-01, 
4.90117e-02,2.65e-01,-8.80e+00,3.09e-01, 
4.91582e-02,2.65e-01,-8.40e+00,3.09e-01, 
4.93047e-02,2.65e-01,-8.40e+00,3.09e-01, 
4.94512e-02,2.65e-01,-8.40e+00,3.09e-01, 
4.95977e-02,2.65e-01,-8.40e+00,3.09e-01, 
