,CH1,CH3,CH4
Second,Volt,Volt,Volt
4.51697e-01,2.29e-01,-4.80e+00,3.08e-01, 
4.51844e-01,2.30e-01,-4.80e+00,3.08e-01, 
4.51990e-01,2.31e-01,-4.80e+00,3.08e-01, 
4.52137e-01,2.30e-01,-4.80e+00,3.08e-01, 
4.52283e-01,2.30e-01,-4.80e+00,3.08e-01, 
4.52430e-01,2.30e-01,-4.80e+00,3.08e-01, 
4.52576e-01,2.30e-01,-4.80e+00,3.08e-01, 
4.52723e-01,2.30e-01,-4.40e+00,3.08e-01, 
4.52869e-01,2.31e-01,-4.80e+00,3.07e-01, 
4.53016e-01,2.30e-01,-4.40e+00,3.07e-01, 
4.53162e-01,2.30e-01,-4.80e+00,3.07e-01, 
4.53309e-01,2.30e-01,-4.80e+00,3.07e-01, 
4.53455e-01,2.31e-01,-4.80e+00,3.07e-01, 
4.53602e-01,2.30e-01,-4.80e+00,3.07e-01, 
4.53748e-01,2.31e-01,-4.80e+00,3.07e-01, 
4.53895e-01,2.31e-01,-4.80e+00,3.07e-01, 
4.54041e-01,2.32e-01,-4.80e+00,3.07e-01, 
4.54188e-01,2.31e-01,-4.80e+00,3.07e-01, 
4.54334e-01,2.31e-01,-4.40e+00,3.07e-01, 
4.54480e-01,2.31e-01,-4.80e+00,3.07e-01, 
4.54627e-01,2.31e-01,-4.80e+00,3.07e-01, 
4.54773e-01,2.31e-01,-4.80e+00,3.07e-01, 
4.54920e-01,2.31e-01,-4.80e+00,3.07e-01, 
4.55066e-01,2.31e-01,-4.80e+00,3.07e-01, 
4.55213e-01,2.31e-01,-4.80e+00,3.07e-01, 
4.55359e-01,2.31e-01,-4.80e+00,3.07e-01, 
4.55506e-01,2.31e-01,-4.80e+00,3.07e-01, 
4.55652e-01,2.31e-01,-4.40e+00,3.06e-01, 
4.55799e-01,2.31e-01,-4.80e+00,3.06e-01, 
4.55945e-01,2.31e-01,-4.80e+00,3.06e-01, 
4.56092e-01,2.31e-01,-4.40e+00,3.06e-01, 
4.56238e-01,2.31e-01,-4.80e+00,3.06e-01, 
4.56385e-01,2.31e-01,-4.40e+00,3.06e-01, 
4.56531e-01,2.31e-01,-4.80e+00,3.06e-01, 
4.56678e-01,2.31e-01,-4.80e+00,3.06e-01, 
4.56824e-01,2.31e-01,-4.40e+00,3.06e-01, 
4.56971e-01,2.31e-01,-4.80e+00,3.06e-01, 
4.57117e-01,2.31e-01,-4.80e+00,3.06e-01, 
4.57264e-01,2.31e-01,-4.40e+00,3.06e-01, 
4.57410e-01,2.31e-01,-4.40e+00,3.06e-01, 
4.57557e-01,2.31e-01,-4.40e+00,3.06e-01, 
4.57703e-01,2.32e-01,-4.80e+00,3.06e-01, 
4.57850e-01,2.31e-01,-4.80e+00,3.06e-01, 
4.57996e-01,2.32e-01,-4.40e+00,3.06e-01, 
4.58143e-01,2.32e-01,-4.40e+00,3.05e-01, 
4.58289e-01,2.32e-01,-4.40e+00,3.06e-01, 
4.58436e-01,2.32e-01,-4.80e+00,3.06e-01, 
4.58582e-01,2.32e-01,-4.80e+00,3.05e-01, 
4.58729e-01,2.31e-01,-4.80e+00,3.05e-01, 
4.58875e-01,2.31e-01,-4.80e+00,3.05e-01, 
4.59021e-01,2.32e-01,-4.80e+00,3.05e-01, 
4.59168e-01,2.32e-01,-4.40e+00,3.05e-01, 
4.59314e-01,2.32e-01,-4.40e+00,3.05e-01, 
4.59461e-01,2.32e-01,-4.40e+00,3.05e-01, 
4.59607e-01,2.32e-01,-4.40e+00,3.05e-01, 
4.59754e-01,2.32e-01,-4.40e+00,3.05e-01, 
4.59900e-01,2.32e-01,-4.40e+00,3.05e-01, 
4.60047e-01,2.33e-01,-4.40e+00,3.05e-01, 
4.60193e-01,2.32e-01,-4.80e+00,3.05e-01, 
4.60340e-01,2.33e-01,-4.80e+00,3.05e-01, 
4.60486e-01,2.33e-01,-4.40e+00,3.05e-01, 
4.60633e-01,2.33e-01,-4.80e+00,3.05e-01, 
4.60779e-01,2.33e-01,-4.80e+00,3.05e-01, 
4.60926e-01,2.32e-01,-4.40e+00,3.05e-01, 
4.61072e-01,2.33e-01,-4.80e+00,3.05e-01, 
4.61219e-01,2.33e-01,-4.40e+00,3.04e-01, 
4.61365e-01,2.33e-01,-4.40e+00,3.05e-01, 
4.61512e-01,2.32e-01,-4.80e+00,3.04e-01, 
4.61658e-01,2.33e-01,-4.40e+00,3.04e-01, 
4.61805e-01,2.33e-01,-4.40e+00,3.04e-01, 
4.61951e-01,2.32e-01,-4.40e+00,3.04e-01, 
4.62098e-01,2.32e-01,-4.40e+00,3.04e-01, 
4.62244e-01,2.32e-01,-4.80e+00,3.04e-01, 
4.62391e-01,2.32e-01,-4.80e+00,3.04e-01, 
4.62537e-01,2.33e-01,-4.40e+00,3.04e-01, 
4.62684e-01,2.32e-01,-4.40e+00,3.04e-01, 
4.62830e-01,2.33e-01,-4.40e+00,3.04e-01, 
4.62977e-01,2.33e-01,-4.40e+00,3.04e-01, 
4.63123e-01,2.32e-01,-4.80e+00,3.04e-01, 
4.63270e-01,2.33e-01,-4.40e+00,3.04e-01, 
4.63416e-01,2.33e-01,-4.80e+00,3.04e-01, 
4.63562e-01,2.33e-01,-4.40e+00,3.04e-01, 
4.63709e-01,2.32e-01,-4.80e+00,3.04e-01, 
4.63855e-01,2.33e-01,-4.40e+00,3.04e-01, 
4.64002e-01,2.33e-01,-4.40e+00,3.04e-01, 
4.64148e-01,2.33e-01,-4.40e+00,3.04e-01, 
4.64295e-01,2.33e-01,-4.40e+00,3.04e-01, 
4.64441e-01,2.33e-01,-4.40e+00,3.04e-01, 
4.64588e-01,2.33e-01,-4.40e+00,3.04e-01, 
4.64734e-01,2.33e-01,-4.40e+00,3.04e-01, 
4.64881e-01,2.32e-01,-4.40e+00,3.03e-01, 
4.65027e-01,2.33e-01,-4.80e+00,3.04e-01, 
4.65174e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.65320e-01,2.32e-01,-4.80e+00,3.03e-01, 
4.65467e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.65613e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.65760e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.65906e-01,2.33e-01,-4.40e+00,3.04e-01, 
4.66053e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.66199e-01,2.33e-01,-4.40e+00,3.04e-01, 
4.66346e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.66492e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.66639e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.66785e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.66932e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.67078e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.67225e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.67371e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.67518e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.67664e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.67811e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.67957e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.68104e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.68250e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.68396e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.68543e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.68689e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.68836e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.68982e-01,2.33e-01,-4.80e+00,3.03e-01, 
4.69129e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.69275e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.69422e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.69568e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.69715e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.69861e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.70008e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.70154e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.70301e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.70447e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.70594e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.70740e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.70887e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.71033e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.71180e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.71326e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.71473e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.71619e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.71766e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.71912e-01,2.33e-01,-4.80e+00,3.02e-01, 
4.72059e-01,2.32e-01,-4.40e+00,3.02e-01, 
4.72205e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.72352e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.72498e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.72645e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.72791e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.72937e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.73084e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.73230e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.73377e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.73523e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.73670e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.73816e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.73963e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.74109e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.74256e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.74402e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.74549e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.74695e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.74842e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.74988e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.75135e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.75281e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.75428e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.75574e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.75721e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.75867e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.76014e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.76160e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.76307e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.76453e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.76600e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.76746e-01,2.33e-01,-4.00e+00,3.03e-01, 
4.76893e-01,2.34e-01,-4.40e+00,3.02e-01, 
4.77039e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.77186e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.77332e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.77479e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.77625e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.77771e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.77918e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.78064e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.78211e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.78357e-01,2.34e-01,-4.40e+00,3.02e-01, 
4.78504e-01,2.33e-01,-4.40e+00,3.02e-01, 
4.78650e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.78797e-01,2.34e-01,-4.40e+00,3.03e-01, 
4.78943e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.79090e-01,2.33e-01,-4.00e+00,3.03e-01, 
4.79236e-01,2.34e-01,-4.40e+00,3.03e-01, 
4.79383e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.79529e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.79676e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.79822e-01,2.35e-01,-4.40e+00,3.03e-01, 
4.79969e-01,2.34e-01,-4.40e+00,3.03e-01, 
4.80115e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.80262e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.80408e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.80555e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.80701e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.80848e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.80994e-01,2.34e-01,-4.00e+00,3.03e-01, 
4.81141e-01,2.33e-01,-4.00e+00,3.03e-01, 
4.81287e-01,2.34e-01,-4.00e+00,3.03e-01, 
4.81434e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.81580e-01,2.34e-01,-4.40e+00,3.03e-01, 
4.81727e-01,2.34e-01,-4.40e+00,3.03e-01, 
4.81873e-01,2.33e-01,-4.00e+00,3.03e-01, 
4.82020e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.82166e-01,2.34e-01,-4.40e+00,3.03e-01, 
4.82313e-01,2.34e-01,-4.40e+00,3.03e-01, 
4.82459e-01,2.33e-01,-4.00e+00,3.03e-01, 
4.82605e-01,2.33e-01,-4.00e+00,3.03e-01, 
4.82752e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.82898e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.83045e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.83191e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.83338e-01,2.33e-01,-4.40e+00,3.03e-01, 
4.83484e-01,2.33e-01,-4.00e+00,3.03e-01, 
4.83631e-01,2.33e-01,-4.40e+00,3.04e-01, 
4.83777e-01,2.33e-01,-4.40e+00,3.04e-01, 
4.83924e-01,2.33e-01,-4.40e+00,3.04e-01, 
4.84070e-01,2.34e-01,-4.40e+00,3.04e-01, 
4.84217e-01,2.33e-01,-4.40e+00,3.04e-01, 
4.84363e-01,2.34e-01,-4.40e+00,3.04e-01, 
4.84510e-01,2.34e-01,-4.40e+00,3.04e-01, 
4.84656e-01,2.33e-01,-4.40e+00,3.04e-01, 
4.84803e-01,2.33e-01,-4.40e+00,3.04e-01, 
4.84949e-01,2.33e-01,-4.40e+00,3.04e-01, 
4.85096e-01,2.33e-01,-4.00e+00,3.04e-01, 
4.85242e-01,2.33e-01,-4.40e+00,3.04e-01, 
4.85389e-01,2.33e-01,-4.40e+00,3.04e-01, 
4.85535e-01,2.33e-01,-4.00e+00,3.04e-01, 
4.85682e-01,2.33e-01,-4.40e+00,3.04e-01, 
4.85828e-01,2.33e-01,-4.00e+00,3.04e-01, 
4.85975e-01,2.33e-01,-4.00e+00,3.04e-01, 
4.86121e-01,2.33e-01,-4.00e+00,3.04e-01, 
4.86268e-01,2.33e-01,-4.00e+00,3.04e-01, 
4.86414e-01,2.33e-01,-4.00e+00,3.04e-01, 
4.86561e-01,2.33e-01,-4.00e+00,3.04e-01, 
4.86707e-01,2.34e-01,-4.40e+00,3.04e-01, 
4.86854e-01,2.33e-01,-4.40e+00,3.05e-01, 
4.87000e-01,2.33e-01,-4.00e+00,3.04e-01, 
4.87146e-01,2.34e-01,-4.00e+00,3.05e-01, 
4.87293e-01,2.34e-01,-4.40e+00,3.05e-01, 
4.87439e-01,2.33e-01,-4.00e+00,3.05e-01, 
4.87586e-01,2.33e-01,-4.00e+00,3.05e-01, 
4.87732e-01,2.33e-01,-4.00e+00,3.05e-01, 
4.87879e-01,2.34e-01,-4.00e+00,3.05e-01, 
4.88025e-01,2.34e-01,-4.40e+00,3.05e-01, 
4.88172e-01,2.34e-01,-4.00e+00,3.05e-01, 
4.88318e-01,2.34e-01,-4.00e+00,3.05e-01, 
4.88465e-01,2.33e-01,-4.40e+00,3.05e-01, 
4.88611e-01,2.34e-01,-4.00e+00,3.05e-01, 
4.88758e-01,2.34e-01,-4.00e+00,3.05e-01, 
4.88904e-01,2.34e-01,-4.00e+00,3.05e-01, 
4.89051e-01,2.34e-01,-4.00e+00,3.05e-01, 
4.89197e-01,2.33e-01,-4.40e+00,3.06e-01, 
4.89344e-01,2.34e-01,-4.00e+00,3.05e-01, 
4.89490e-01,2.34e-01,-4.40e+00,3.05e-01, 
4.89637e-01,2.34e-01,-4.00e+00,3.06e-01, 
4.89783e-01,2.34e-01,-4.40e+00,3.06e-01, 
4.89930e-01,2.33e-01,-4.00e+00,3.06e-01, 
4.90076e-01,2.33e-01,-4.40e+00,3.06e-01, 
4.90223e-01,2.33e-01,-4.00e+00,3.06e-01, 
4.90369e-01,2.33e-01,-4.40e+00,3.06e-01, 
4.90516e-01,2.34e-01,-4.40e+00,3.06e-01, 
4.90662e-01,2.34e-01,-4.00e+00,3.06e-01, 
4.90809e-01,2.34e-01,-4.40e+00,3.06e-01, 
4.90955e-01,2.33e-01,-4.00e+00,3.06e-01, 
4.91102e-01,2.33e-01,-4.00e+00,3.06e-01, 
4.91248e-01,2.34e-01,-4.00e+00,3.06e-01, 
4.91395e-01,2.33e-01,-4.40e+00,3.06e-01, 
4.91541e-01,2.33e-01,-4.00e+00,3.06e-01, 
4.91688e-01,2.33e-01,-4.40e+00,3.06e-01, 
4.91834e-01,2.34e-01,-4.00e+00,3.06e-01, 
4.91980e-01,2.34e-01,-4.00e+00,3.07e-01, 
4.92127e-01,2.34e-01,-4.00e+00,3.06e-01, 
4.92273e-01,2.34e-01,-4.00e+00,3.07e-01, 
4.92420e-01,2.34e-01,-4.40e+00,3.07e-01, 
4.92566e-01,2.34e-01,-4.40e+00,3.07e-01, 
4.92713e-01,2.34e-01,-4.00e+00,3.07e-01, 
4.92859e-01,2.34e-01,-4.00e+00,3.07e-01, 
4.93006e-01,2.34e-01,-4.00e+00,3.07e-01, 
4.93152e-01,2.33e-01,-4.40e+00,3.07e-01, 
4.93299e-01,2.34e-01,-4.00e+00,3.07e-01, 
4.93445e-01,2.34e-01,-4.00e+00,3.07e-01, 
4.93592e-01,2.34e-01,-4.00e+00,3.07e-01, 
4.93738e-01,2.33e-01,-4.00e+00,3.07e-01, 
4.93885e-01,2.34e-01,-4.00e+00,3.07e-01, 
4.94031e-01,2.34e-01,-4.00e+00,3.07e-01, 
4.94178e-01,2.34e-01,-4.00e+00,3.07e-01, 
4.94324e-01,2.34e-01,-4.00e+00,3.07e-01, 
4.94471e-01,2.34e-01,-4.00e+00,3.07e-01, 
4.94617e-01,2.34e-01,-4.00e+00,3.07e-01, 
4.94764e-01,2.34e-01,-4.00e+00,3.07e-01, 
4.94910e-01,2.34e-01,-4.00e+00,3.07e-01, 
4.95057e-01,2.35e-01,-4.00e+00,3.07e-01, 
4.95203e-01,2.34e-01,-4.00e+00,3.07e-01, 
4.95350e-01,2.34e-01,-4.00e+00,3.07e-01, 
4.95496e-01,2.34e-01,-4.00e+00,3.08e-01, 
4.95643e-01,2.34e-01,-4.00e+00,3.07e-01, 
4.95789e-01,2.34e-01,-4.00e+00,3.07e-01, 
4.95936e-01,2.34e-01,-4.00e+00,3.07e-01, 
4.96082e-01,2.34e-01,-4.00e+00,3.07e-01, 
4.96229e-01,2.34e-01,-4.00e+00,3.07e-01, 
4.96375e-01,2.34e-01,-4.00e+00,3.08e-01, 
4.96521e-01,2.34e-01,-4.00e+00,3.07e-01, 
4.96668e-01,2.34e-01,-4.00e+00,3.08e-01, 
4.96814e-01,2.34e-01,-4.00e+00,3.08e-01, 
4.96961e-01,2.34e-01,-4.00e+00,3.08e-01, 
4.97107e-01,2.34e-01,-4.00e+00,3.08e-01, 
4.97254e-01,2.34e-01,-4.00e+00,3.08e-01, 
4.97400e-01,2.34e-01,-4.00e+00,3.08e-01, 
4.97547e-01,2.34e-01,-4.00e+00,3.08e-01, 
4.97693e-01,2.34e-01,-4.00e+00,3.08e-01, 
4.97840e-01,2.34e-01,-4.00e+00,3.08e-01, 
4.97986e-01,2.34e-01,-4.00e+00,3.08e-01, 
4.98133e-01,2.34e-01,-4.00e+00,3.08e-01, 
4.98279e-01,2.34e-01,-4.00e+00,3.08e-01, 
4.98426e-01,2.34e-01,-4.00e+00,3.08e-01, 
4.98572e-01,2.33e-01,-4.00e+00,3.08e-01, 
4.98719e-01,2.35e-01,-4.00e+00,3.08e-01, 
4.98865e-01,2.34e-01,-4.00e+00,3.08e-01, 
4.99012e-01,2.34e-01,-4.00e+00,3.08e-01, 
4.99158e-01,2.33e-01,-4.00e+00,3.08e-01, 
4.99305e-01,2.34e-01,-4.00e+00,3.08e-01, 
4.99451e-01,2.34e-01,-4.00e+00,3.08e-01, 
4.99598e-01,2.34e-01,-4.00e+00,3.08e-01, 
4.99744e-01,2.34e-01,-4.00e+00,3.08e-01, 
4.99891e-01,2.34e-01,-4.00e+00,3.09e-01, 
5.00037e-01,2.34e-01,-4.00e+00,3.09e-01, 
5.00184e-01,2.34e-01,-4.00e+00,3.09e-01, 
5.00330e-01,2.35e-01,-4.00e+00,3.09e-01, 
5.00477e-01,2.34e-01,-4.00e+00,3.09e-01, 
5.00623e-01,2.34e-01,-4.00e+00,3.09e-01, 
5.00770e-01,2.34e-01,-4.00e+00,3.09e-01, 
5.00916e-01,2.34e-01,-4.00e+00,3.08e-01, 
5.01063e-01,2.34e-01,-4.00e+00,3.09e-01, 
5.01209e-01,2.34e-01,-4.00e+00,3.09e-01, 
5.01355e-01,2.34e-01,-4.00e+00,3.09e-01, 
5.01502e-01,2.34e-01,-4.00e+00,3.09e-01, 
5.01648e-01,2.33e-01,-4.00e+00,3.09e-01, 
5.01795e-01,2.34e-01,-4.00e+00,3.09e-01, 
5.01941e-01,2.33e-01,-4.00e+00,3.09e-01, 
5.02088e-01,2.34e-01,-4.00e+00,3.09e-01, 
5.02234e-01,2.34e-01,-4.00e+00,3.09e-01, 
5.02381e-01,2.34e-01,-4.00e+00,3.09e-01, 
5.02527e-01,2.34e-01,-4.00e+00,3.09e-01, 
5.02674e-01,2.33e-01,-4.00e+00,3.10e-01, 
5.02820e-01,2.34e-01,-4.00e+00,3.09e-01, 
5.02967e-01,2.34e-01,-4.00e+00,3.10e-01, 
5.03113e-01,2.34e-01,-4.00e+00,3.09e-01, 
5.03260e-01,2.34e-01,-4.00e+00,3.09e-01, 
5.03406e-01,2.34e-01,-4.00e+00,3.09e-01, 
5.03553e-01,2.34e-01,-4.00e+00,3.10e-01, 
5.03699e-01,2.34e-01,-4.00e+00,3.09e-01, 
5.03846e-01,2.35e-01,-4.00e+00,3.10e-01, 
5.03992e-01,2.34e-01,-4.00e+00,3.10e-01, 
5.04139e-01,2.34e-01,-4.00e+00,3.10e-01, 
5.04285e-01,2.34e-01,-4.00e+00,3.09e-01, 
5.04432e-01,2.34e-01,-4.00e+00,3.10e-01, 
5.04578e-01,2.34e-01,-4.00e+00,3.10e-01, 
5.04725e-01,2.34e-01,-4.00e+00,3.10e-01, 
5.04871e-01,2.34e-01,-4.00e+00,3.10e-01, 
5.05018e-01,2.35e-01,-4.00e+00,3.10e-01, 
5.05164e-01,2.34e-01,-4.00e+00,3.10e-01, 
5.05311e-01,2.34e-01,-4.00e+00,3.10e-01, 
5.05457e-01,2.34e-01,-4.00e+00,3.10e-01, 
5.05604e-01,2.34e-01,-4.00e+00,3.10e-01, 
5.05750e-01,2.35e-01,-4.00e+00,3.10e-01, 
5.05897e-01,2.34e-01,-4.00e+00,3.10e-01, 
5.06043e-01,2.33e-01,-4.00e+00,3.10e-01, 
5.06189e-01,2.34e-01,-4.00e+00,3.10e-01, 
5.06336e-01,2.34e-01,-4.00e+00,3.10e-01, 
5.06482e-01,2.34e-01,-4.00e+00,3.10e-01, 
5.06629e-01,2.34e-01,-4.00e+00,3.10e-01, 
5.06775e-01,2.34e-01,-4.00e+00,3.10e-01, 
5.06922e-01,2.34e-01,-4.00e+00,3.10e-01, 
5.07068e-01,2.35e-01,-4.00e+00,3.10e-01, 
5.07215e-01,2.34e-01,-4.00e+00,3.10e-01, 
5.07361e-01,2.34e-01,-4.00e+00,3.10e-01, 
5.07508e-01,2.34e-01,-4.00e+00,3.11e-01, 
5.07654e-01,2.35e-01,-4.00e+00,3.11e-01, 
5.07801e-01,2.34e-01,-4.00e+00,3.10e-01, 
5.07947e-01,2.34e-01,-4.00e+00,3.10e-01, 
5.08094e-01,2.35e-01,-4.00e+00,3.11e-01, 
5.08240e-01,2.35e-01,-4.00e+00,3.11e-01, 
5.08387e-01,2.35e-01,-4.00e+00,3.11e-01, 
5.08533e-01,2.34e-01,-4.00e+00,3.11e-01, 
5.08680e-01,2.34e-01,-4.00e+00,3.11e-01, 
5.08826e-01,2.34e-01,-4.00e+00,3.11e-01, 
5.08973e-01,2.34e-01,-4.00e+00,3.11e-01, 
5.09119e-01,2.34e-01,-4.00e+00,3.11e-01, 
5.09266e-01,2.35e-01,-4.00e+00,3.11e-01, 
5.09412e-01,2.34e-01,-4.00e+00,3.11e-01, 
5.09559e-01,2.34e-01,-4.00e+00,3.11e-01, 
5.09705e-01,2.34e-01,-4.00e+00,3.11e-01, 
5.09852e-01,2.35e-01,-4.00e+00,3.11e-01, 
5.09998e-01,2.34e-01,-4.00e+00,3.11e-01, 
5.10145e-01,2.34e-01,-4.00e+00,3.11e-01, 
5.10291e-01,2.35e-01,-4.00e+00,3.11e-01, 
5.10437e-01,2.34e-01,-4.00e+00,3.11e-01, 
5.10584e-01,2.34e-01,-4.00e+00,3.11e-01, 
5.10731e-01,2.34e-01,-4.00e+00,3.11e-01, 
5.10877e-01,2.34e-01,-4.00e+00,3.11e-01, 
5.11023e-01,2.34e-01,-4.00e+00,3.12e-01, 
5.11170e-01,2.35e-01,-4.00e+00,3.12e-01, 
5.11316e-01,2.34e-01,-4.00e+00,3.12e-01, 
5.11463e-01,2.35e-01,-4.00e+00,3.12e-01, 
5.11609e-01,2.35e-01,-4.00e+00,3.12e-01, 
5.11756e-01,2.35e-01,-4.00e+00,3.12e-01, 
5.11902e-01,2.35e-01,-4.00e+00,3.12e-01, 
5.12049e-01,2.34e-01,-4.00e+00,3.12e-01, 
5.12195e-01,2.35e-01,-4.00e+00,3.12e-01, 
5.12342e-01,2.34e-01,-4.00e+00,3.12e-01, 
5.12488e-01,2.35e-01,-4.00e+00,3.12e-01, 
5.12635e-01,2.34e-01,-4.00e+00,3.12e-01, 
5.12781e-01,2.35e-01,-4.00e+00,3.12e-01, 
5.12928e-01,2.35e-01,-4.00e+00,3.12e-01, 
5.13074e-01,2.34e-01,-4.00e+00,3.12e-01, 
5.13221e-01,2.35e-01,-4.00e+00,3.12e-01, 
5.13367e-01,2.35e-01,-4.00e+00,3.12e-01, 
5.13514e-01,2.35e-01,-4.00e+00,3.12e-01, 
5.13660e-01,2.37e-01,-4.00e+00,3.12e-01, 
5.13807e-01,2.35e-01,-4.00e+00,3.12e-01, 
5.13953e-01,2.35e-01,-4.00e+00,3.12e-01, 
5.14100e-01,2.35e-01,-4.00e+00,3.12e-01, 
5.14246e-01,2.34e-01,-4.00e+00,3.12e-01, 
5.14393e-01,2.34e-01,-4.00e+00,3.12e-01, 
5.14539e-01,2.34e-01,-4.00e+00,3.12e-01, 
5.14686e-01,2.34e-01,-4.00e+00,3.12e-01, 
5.14832e-01,2.35e-01,-4.00e+00,3.12e-01, 
5.14979e-01,2.35e-01,-4.00e+00,3.13e-01, 
5.15125e-01,2.35e-01,-4.00e+00,3.12e-01, 
5.15271e-01,2.35e-01,-4.00e+00,3.12e-01, 
5.15418e-01,2.35e-01,-4.00e+00,3.12e-01, 
