Spectrum Name:,
Description:,
Student ID:,
Detector Used:,
Comments:,
Acquisition Mode:,Mossbauer
Mossbauer Dwell Time:,0.1 mSeconds
Elapsed Passes:,27000 
High Voltage:,1800
Conversion Gain:,2048
Coarse Gain:,8
Fine Gain:,1.77
ULD:,  45%
LLD:,  28%

Channel Data:
Chan,Dwell(mSec.),Counts
0,      0.10,92
1,      0.20,88
2,      0.30,90
3,      0.40,91
4,      0.50,80
5,      0.60,85
6,      0.70,78
7,      0.80,70
8,      0.90,94
9,      1.00,87
10,      1.10,87
11,      1.20,81
12,      1.30,73
13,      1.40,96
14,      1.50,70
15,      1.60,95
16,      1.70,78
17,      1.80,106
18,      1.90,81
19,      2.00,97
20,      2.10,96
21,      2.20,99
22,      2.30,79
23,      2.40,77
24,      2.50,85
25,      2.60,95
26,      2.70,83
27,      2.80,85
28,      2.90,102
29,      3.00,101
30,      3.10,82
31,      3.20,95
32,      3.30,88
33,      3.40,98
34,      3.50,70
35,      3.60,100
36,      3.70,77
37,      3.80,83
38,      3.90,79
39,      4.00,76
40,      4.10,87
41,      4.20,100
42,      4.30,82
43,      4.40,90
44,      4.50,82
45,      4.60,90
46,      4.70,86
47,      4.80,95
48,      4.90,94
49,      5.00,92
50,      5.10,88
51,      5.20,92
52,      5.30,85
53,      5.40,88
54,      5.50,89
55,      5.60,78
56,      5.70,66
57,      5.80,89
58,      5.90,78
59,      6.00,94
60,      6.10,100
61,      6.20,83
62,      6.30,85
63,      6.40,92
64,      6.50,84
65,      6.60,91
66,      6.70,96
67,      6.80,78
68,      6.90,92
69,      7.00,95
70,      7.10,84
71,      7.20,75
72,      7.30,83
73,      7.40,89
74,      7.50,95
75,      7.60,102
76,      7.70,90
77,      7.80,92
78,      7.90,79
79,      8.00,91
80,      8.10,101
81,      8.20,104
82,      8.30,98
83,      8.40,110
84,      8.50,98
85,      8.60,79
86,      8.70,69
87,      8.80,86
88,      8.90,108
89,      9.00,77
90,      9.10,79
91,      9.20,94
92,      9.30,86
93,      9.40,87
94,      9.50,86
95,      9.60,113
96,      9.70,92
97,      9.80,99
98,      9.90,82
99,     10.00,78
100,     10.10,85
101,     10.20,86
102,     10.30,87
103,     10.40,105
104,     10.50,89
105,     10.60,82
106,     10.70,92
107,     10.80,89
108,     10.90,84
109,     11.00,92
110,     11.10,92
111,     11.20,76
112,     11.30,89
113,     11.40,95
114,     11.50,74
115,     11.60,78
116,     11.70,100
117,     11.80,83
118,     11.90,90
119,     12.00,90
120,     12.10,85
121,     12.20,102
122,     12.30,90
123,     12.40,96
124,     12.50,82
125,     12.60,86
126,     12.70,83
127,     12.80,90
128,     12.90,110
129,     13.00,84
130,     13.10,96
131,     13.20,84
132,     13.30,84
133,     13.40,74
134,     13.50,98
135,     13.60,111
136,     13.70,85
137,     13.80,98
138,     13.90,81
139,     14.00,90
140,     14.10,75
141,     14.20,97
142,     14.30,73
143,     14.40,92
144,     14.50,91
145,     14.60,89
146,     14.70,101
147,     14.80,67
148,     14.90,95
149,     15.00,82
150,     15.10,92
151,     15.20,86
152,     15.30,92
153,     15.40,81
154,     15.50,77
155,     15.60,90
156,     15.70,79
157,     15.80,95
158,     15.90,104
159,     16.00,93
