Spectrum Name:,
Description:,
Student ID:,
Detector Used:,
Comments:,
Acquisition Mode:,Mossbauer
Mossbauer Dwell Time:,0.1 mSeconds
Elapsed Passes:,27000 
High Voltage:,1800
Conversion Gain:,2048
Coarse Gain:,8
Fine Gain:,1.77
ULD:,  45%
LLD:,  28%

Channel Data:
Chan,Dwell(mSec.),Counts
0,      0.10,425
1,      0.20,420
2,      0.30,399
3,      0.40,432
4,      0.50,418
5,      0.60,410
6,      0.70,444
7,      0.80,418
8,      0.90,394
9,      1.00,432
10,      1.10,444
11,      1.20,464
12,      1.30,402
13,      1.40,419
14,      1.50,419
15,      1.60,414
16,      1.70,419
17,      1.80,437
18,      1.90,427
19,      2.00,392
20,      2.10,434
21,      2.20,425
22,      2.30,415
23,      2.40,448
24,      2.50,429
25,      2.60,448
26,      2.70,450
27,      2.80,428
28,      2.90,417
29,      3.00,440
30,      3.10,421
31,      3.20,436
32,      3.30,443
33,      3.40,412
34,      3.50,415
35,      3.60,423
36,      3.70,410
37,      3.80,422
38,      3.90,392
39,      4.00,429
40,      4.10,426
41,      4.20,462
42,      4.30,433
43,      4.40,453
44,      4.50,418
45,      4.60,415
46,      4.70,414
47,      4.80,404
48,      4.90,442
49,      5.00,403
50,      5.10,432
51,      5.20,440
52,      5.30,370
53,      5.40,405
54,      5.50,342
55,      5.60,356
56,      5.70,386
57,      5.80,424
58,      5.90,411
59,      6.00,439
60,      6.10,404
61,      6.20,409
62,      6.30,446
63,      6.40,410
64,      6.50,419
65,      6.60,435
66,      6.70,432
67,      6.80,399
68,      6.90,400
69,      7.00,425
70,      7.10,435
71,      7.20,410
72,      7.30,426
73,      7.40,474
74,      7.50,456
75,      7.60,430
76,      7.70,403
77,      7.80,431
78,      7.90,423
79,      8.00,402
80,      8.10,428
81,      8.20,407
82,      8.30,409
83,      8.40,412
84,      8.50,428
85,      8.60,436
86,      8.70,434
87,      8.80,417
88,      8.90,457
89,      9.00,376
90,      9.10,400
91,      9.20,414
92,      9.30,434
93,      9.40,470
94,      9.50,396
95,      9.60,424
96,      9.70,458
97,      9.80,408
98,      9.90,432
99,     10.00,427
100,     10.10,401
101,     10.20,415
102,     10.30,410
103,     10.40,394
104,     10.50,398
105,     10.60,423
106,     10.70,429
107,     10.80,400
108,     10.90,458
109,     11.00,430
110,     11.10,440
111,     11.20,439
112,     11.30,410
113,     11.40,433
114,     11.50,462
115,     11.60,434
116,     11.70,459
117,     11.80,385
118,     11.90,422
119,     12.00,401
120,     12.10,378
121,     12.20,410
122,     12.30,440
123,     12.40,391
124,     12.50,467
125,     12.60,436
126,     12.70,424
127,     12.80,403
128,     12.90,413
129,     13.00,427
130,     13.10,402
131,     13.20,406
132,     13.30,417
133,     13.40,443
134,     13.50,411
135,     13.60,407
136,     13.70,426
137,     13.80,404
138,     13.90,422
139,     14.00,381
140,     14.10,409
141,     14.20,436
142,     14.30,440
143,     14.40,444
144,     14.50,442
145,     14.60,404
146,     14.70,434
147,     14.80,395
148,     14.90,417
149,     15.00,432
150,     15.10,377
151,     15.20,411
152,     15.30,408
153,     15.40,430
154,     15.50,431
155,     15.60,422
156,     15.70,449
157,     15.80,428
158,     15.90,417
159,     16.00,411
160,     16.10,421
161,     16.20,410
162,     16.30,405
163,     16.40,422
164,     16.50,434
165,     16.60,440
166,     16.70,436
167,     16.80,433
168,     16.90,402
169,     17.00,451
170,     17.10,456
171,     17.20,435
172,     17.30,405
173,     17.40,424
174,     17.50,383
175,     17.60,402
176,     17.70,439
177,     17.80,411
178,     17.90,434
179,     18.00,418
180,     18.10,432
181,     18.20,415
182,     18.30,446
183,     18.40,390
184,     18.50,405
185,     18.60,400
186,     18.70,406
187,     18.80,419
188,     18.90,420
189,     19.00,412
190,     19.10,469
191,     19.20,427
192,     19.30,403
193,     19.40,415
194,     19.50,425
195,     19.60,422
196,     19.70,406
197,     19.80,424
198,     19.90,431
199,     20.00,457
200,     20.10,449
201,     20.20,419
202,     20.30,381
203,     20.40,443
204,     20.50,391
205,     20.60,405
206,     20.70,432
207,     20.80,415
208,     20.90,412
209,     21.00,454
210,     21.10,423
211,     21.20,429
212,     21.30,397
213,     21.40,393
214,     21.50,435
215,     21.60,428
216,     21.70,457
217,     21.80,430
218,     21.90,427
219,     22.00,406
220,     22.10,409
221,     22.20,397
222,     22.30,442
223,     22.40,421
224,     22.50,441
225,     22.60,404
226,     22.70,420
227,     22.80,416
228,     22.90,405
229,     23.00,422
230,     23.10,452
231,     23.20,424
232,     23.30,432
233,     23.40,420
234,     23.50,420
235,     23.60,406
236,     23.70,414
237,     23.80,417
238,     23.90,410
239,     24.00,439
240,     24.10,421
241,     24.20,390
242,     24.30,425
243,     24.40,403
244,     24.50,449
245,     24.60,411
246,     24.70,427
247,     24.80,403
248,     24.90,417
249,     25.00,399
250,     25.10,410
251,     25.20,410
252,     25.30,410
253,     25.40,433
254,     25.50,464
255,     25.60,431
256,     25.70,374
257,     25.80,418
258,     25.90,403
259,     26.00,395
260,     26.10,412
261,     26.20,395
262,     26.30,421
263,     26.40,417
264,     26.50,402
265,     26.60,419
266,     26.70,386
267,     26.80,433
268,     26.90,464
269,     27.00,383
270,     27.10,445
271,     27.20,417
272,     27.30,404
273,     27.40,400
274,     27.50,438
275,     27.60,424
276,     27.70,436
277,     27.80,430
278,     27.90,445
279,     28.00,450
280,     28.10,446
281,     28.20,428
282,     28.30,433
283,     28.40,389
284,     28.50,425
285,     28.60,387
286,     28.70,397
287,     28.80,397
288,     28.90,403
289,     29.00,427
290,     29.10,418
291,     29.20,409
292,     29.30,401
293,     29.40,425
294,     29.50,460
295,     29.60,417
296,     29.70,421
297,     29.80,414
298,     29.90,438
299,     30.00,374
300,     30.10,409
301,     30.20,417
302,     30.30,398
303,     30.40,432
304,     30.50,421
305,     30.60,421
306,     30.70,421
307,     30.80,391
308,     30.90,441
309,     31.00,404
310,     31.10,424
311,     31.20,414
312,     31.30,404
313,     31.40,432
314,     31.50,464
315,     31.60,409
316,     31.70,451
317,     31.80,416
318,     31.90,403
319,     32.00,419
320,     32.10,399
321,     32.20,450
322,     32.30,390
323,     32.40,439
324,     32.50,457
325,     32.60,407
326,     32.70,409
327,     32.80,436
328,     32.90,421
329,     33.00,412
330,     33.10,375
331,     33.20,418
332,     33.30,439
333,     33.40,402
334,     33.50,418
335,     33.60,412
336,     33.70,404
337,     33.80,433
338,     33.90,406
339,     34.00,407
340,     34.10,435
341,     34.20,412
342,     34.30,447
343,     34.40,416
344,     34.50,418
345,     34.60,436
346,     34.70,406
347,     34.80,413
348,     34.90,452
349,     35.00,438
350,     35.10,430
351,     35.20,439
352,     35.30,452
353,     35.40,395
354,     35.50,434
355,     35.60,397
356,     35.70,435
357,     35.80,383
358,     35.90,416
359,     36.00,399
360,     36.10,389
361,     36.20,413
362,     36.30,398
363,     36.40,432
364,     36.50,424
365,     36.60,411
366,     36.70,418
367,     36.80,395
368,     36.90,408
369,     37.00,377
370,     37.10,412
371,     37.20,427
372,     37.30,414
373,     37.40,417
374,     37.50,424
375,     37.60,375
376,     37.70,435
377,     37.80,420
378,     37.90,385
379,     38.00,405
380,     38.10,427
381,     38.20,417
382,     38.30,437
383,     38.40,422
384,     38.50,417
385,     38.60,423
386,     38.70,454
387,     38.80,422
388,     38.90,407
389,     39.00,425
390,     39.10,426
391,     39.20,433
392,     39.30,418
393,     39.40,429
394,     39.50,441
395,     39.60,414
396,     39.70,409
397,     39.80,414
398,     39.90,422
399,     40.00,384
400,     40.10,399
401,     40.20,453
402,     40.30,451
403,     40.40,405
404,     40.50,432
405,     40.60,405
406,     40.70,430
407,     40.80,414
408,     40.90,431
409,     41.00,379
410,     41.10,436
411,     41.20,431
412,     41.30,420
413,     41.40,431
414,     41.50,406
415,     41.60,446
416,     41.70,410
417,     41.80,430
418,     41.90,413
419,     42.00,420
420,     42.10,405
421,     42.20,421
422,     42.30,425
423,     42.40,423
424,     42.50,443
425,     42.60,416
426,     42.70,398
427,     42.80,425
428,     42.90,415
429,     43.00,422
430,     43.10,405
431,     43.20,458
432,     43.30,405
433,     43.40,384
434,     43.50,433
435,     43.60,422
436,     43.70,435
437,     43.80,429
438,     43.90,434
439,     44.00,415
440,     44.10,493
441,     44.20,427
442,     44.30,414
443,     44.40,408
444,     44.50,417
445,     44.60,424
446,     44.70,441
447,     44.80,386
448,     44.90,419
449,     45.00,444
450,     45.10,418
451,     45.20,446
452,     45.30,421
453,     45.40,422
454,     45.50,416
455,     45.60,430
456,     45.70,429
457,     45.80,440
458,     45.90,407
459,     46.00,395
460,     46.10,423
461,     46.20,407
462,     46.30,443
463,     46.40,425
464,     46.50,391
465,     46.60,456
466,     46.70,431
467,     46.80,416
468,     46.90,450
469,     47.00,394
470,     47.10,410
471,     47.20,376
472,     47.30,426
473,     47.40,405
474,     47.50,402
475,     47.60,406
476,     47.70,406
477,     47.80,392
478,     47.90,379
479,     48.00,427
480,     48.10,432
481,     48.20,432
482,     48.30,427
483,     48.40,416
484,     48.50,461
485,     48.60,425
486,     48.70,424
487,     48.80,428
488,     48.90,448
489,     49.00,404
490,     49.10,392
491,     49.20,431
492,     49.30,408
493,     49.40,394
494,     49.50,423
495,     49.60,448
496,     49.70,395
497,     49.80,401
498,     49.90,408
499,     50.00,411
500,     50.10,473
501,     50.20,397
502,     50.30,416
503,     50.40,405
504,     50.50,393
505,     50.60,438
506,     50.70,438
507,     50.80,420
508,     50.90,424
509,     51.00,424
510,     51.10,416
511,     51.20,401
512,     51.30,444
513,     51.40,449
514,     51.50,446
515,     51.60,432
516,     51.70,393
517,     51.80,412
518,     51.90,452
519,     52.00,383
520,     52.10,389
521,     52.20,413
522,     52.30,399
523,     52.40,420
524,     52.50,457
525,     52.60,375
526,     52.70,406
527,     52.80,416
528,     52.90,401
529,     53.00,415
530,     53.10,395
531,     53.20,403
532,     53.30,389
533,     53.40,406
534,     53.50,450
535,     53.60,407
536,     53.70,418
537,     53.80,405
538,     53.90,428
539,     54.00,424
540,     54.10,413
541,     54.20,425
542,     54.30,403
543,     54.40,436
544,     54.50,426
545,     54.60,457
546,     54.70,393
547,     54.80,447
548,     54.90,438
549,     55.00,432
550,     55.10,420
551,     55.20,402
552,     55.30,419
553,     55.40,403
554,     55.50,436
555,     55.60,418
556,     55.70,440
557,     55.80,409
558,     55.90,414
559,     56.00,417
560,     56.10,418
561,     56.20,421
562,     56.30,417
563,     56.40,421
564,     56.50,388
565,     56.60,399
566,     56.70,455
567,     56.80,437
568,     56.90,397
569,     57.00,407
570,     57.10,412
571,     57.20,414
572,     57.30,415
573,     57.40,384
574,     57.50,420
575,     57.60,413
576,     57.70,448
577,     57.80,393
578,     57.90,424
579,     58.00,398
580,     58.10,410
581,     58.20,386
582,     58.30,433
583,     58.40,417
584,     58.50,426
585,     58.60,440
586,     58.70,407
587,     58.80,403
588,     58.90,390
589,     59.00,398
590,     59.10,437
591,     59.20,463
592,     59.30,427
593,     59.40,401
594,     59.50,419
595,     59.60,425
596,     59.70,415
597,     59.80,435
598,     59.90,467
599,     60.00,435
600,     60.10,431
601,     60.20,407
602,     60.30,426
603,     60.40,414
604,     60.50,397
605,     60.60,446
606,     60.70,410
607,     60.80,444
608,     60.90,435
609,     61.00,435
610,     61.10,448
611,     61.20,402
612,     61.30,424
613,     61.40,396
614,     61.50,408
615,     61.60,392
616,     61.70,413
617,     61.80,391
618,     61.90,407
619,     62.00,404
620,     62.10,427
621,     62.20,448
622,     62.30,410
623,     62.40,396
624,     62.50,425
625,     62.60,437
626,     62.70,430
627,     62.80,391
628,     62.90,391
629,     63.00,421
630,     63.10,413
631,     63.20,407
632,     63.30,400
633,     63.40,403
634,     63.50,409
635,     63.60,413
636,     63.70,471
637,     63.80,422
638,     63.90,422
639,     64.00,438
640,     64.10,368
641,     64.20,376
642,     64.30,447
643,     64.40,433
644,     64.50,444
645,     64.60,434
646,     64.70,417
647,     64.80,419
648,     64.90,426
649,     65.00,421
650,     65.10,401
651,     65.20,398
652,     65.30,409
653,     65.40,416
654,     65.50,454
655,     65.60,448
656,     65.70,361
657,     65.80,404
658,     65.90,438
659,     66.00,413
660,     66.10,442
661,     66.20,422
662,     66.30,450
663,     66.40,429
664,     66.50,441
665,     66.60,416
666,     66.70,431
667,     66.80,412
668,     66.90,427
669,     67.00,398
670,     67.10,405
671,     67.20,396
672,     67.30,410
673,     67.40,401
674,     67.50,430
675,     67.60,414
676,     67.70,407
677,     67.80,428
678,     67.90,448
679,     68.00,413
680,     68.10,384
681,     68.20,421
682,     68.30,433
683,     68.40,389
684,     68.50,390
685,     68.60,412
686,     68.70,428
687,     68.80,396
688,     68.90,460
689,     69.00,409
690,     69.10,412
691,     69.20,422
692,     69.30,408
693,     69.40,404
694,     69.50,457
695,     69.60,421
696,     69.70,437
697,     69.80,401
698,     69.90,404
699,     70.00,384
700,     70.10,377
701,     70.20,418
702,     70.30,417
703,     70.40,405
704,     70.50,402
705,     70.60,452
706,     70.70,413
707,     70.80,407
708,     70.90,411
709,     71.00,411
710,     71.10,404
711,     71.20,406
712,     71.30,425
713,     71.40,447
714,     71.50,428
715,     71.60,404
716,     71.70,407
717,     71.80,368
718,     71.90,399
719,     72.00,364
720,     72.10,392
721,     72.20,440
722,     72.30,408
723,     72.40,403
724,     72.50,405
725,     72.60,422
726,     72.70,420
727,     72.80,396
728,     72.90,430
729,     73.00,412
730,     73.10,428
731,     73.20,419
732,     73.30,391
733,     73.40,437
734,     73.50,385
735,     73.60,412
736,     73.70,412
737,     73.80,410
738,     73.90,360
739,     74.00,439
740,     74.10,384
741,     74.20,430
742,     74.30,416
743,     74.40,394
744,     74.50,458
745,     74.60,385
746,     74.70,402
747,     74.80,433
748,     74.90,428
749,     75.00,398
750,     75.10,419
751,     75.20,444
752,     75.30,416
753,     75.40,418
754,     75.50,419
755,     75.60,409
756,     75.70,409
757,     75.80,414
758,     75.90,418
759,     76.00,409
760,     76.10,409
761,     76.20,408
762,     76.30,444
763,     76.40,405
764,     76.50,411
765,     76.60,447
766,     76.70,420
767,     76.80,431
768,     76.90,428
769,     77.00,414
770,     77.10,376
771,     77.20,430
772,     77.30,403
773,     77.40,409
774,     77.50,397
775,     77.60,410
776,     77.70,381
777,     77.80,437
778,     77.90,399
779,     78.00,399
780,     78.10,384
781,     78.20,432
782,     78.30,408
783,     78.40,398
784,     78.50,396
785,     78.60,401
786,     78.70,410
787,     78.80,387
788,     78.90,408
789,     79.00,412
790,     79.10,441
791,     79.20,408
792,     79.30,435
793,     79.40,405
794,     79.50,416
795,     79.60,434
796,     79.70,415
797,     79.80,426
798,     79.90,405
799,     80.00,403
800,     80.10,423
801,     80.20,403
802,     80.30,428
803,     80.40,437
804,     80.50,396
805,     80.60,451
806,     80.70,422
807,     80.80,417
808,     80.90,419
809,     81.00,464
810,     81.10,370
811,     81.20,416
812,     81.30,400
813,     81.40,393
814,     81.50,401
815,     81.60,410
816,     81.70,412
817,     81.80,386
818,     81.90,374
819,     82.00,403
820,     82.10,444
821,     82.20,382
822,     82.30,397
823,     82.40,409
824,     82.50,433
825,     82.60,387
826,     82.70,428
827,     82.80,407
828,     82.90,416
829,     83.00,432
830,     83.10,417
831,     83.20,393
832,     83.30,422
833,     83.40,443
834,     83.50,427
835,     83.60,386
836,     83.70,412
837,     83.80,419
838,     83.90,438
839,     84.00,433
840,     84.10,441
841,     84.20,424
842,     84.30,445
843,     84.40,418
844,     84.50,411
845,     84.60,433
846,     84.70,373
847,     84.80,423
848,     84.90,429
849,     85.00,377
850,     85.10,405
851,     85.20,453
852,     85.30,402
853,     85.40,430
854,     85.50,397
855,     85.60,403
856,     85.70,412
857,     85.80,407
858,     85.90,390
859,     86.00,386
860,     86.10,404
861,     86.20,395
862,     86.30,426
863,     86.40,423
864,     86.50,443
865,     86.60,409
866,     86.70,395
867,     86.80,401
868,     86.90,423
869,     87.00,428
870,     87.10,440
871,     87.20,379
872,     87.30,424
873,     87.40,417
874,     87.50,434
875,     87.60,432
876,     87.70,410
877,     87.80,406
878,     87.90,423
879,     88.00,450
880,     88.10,385
881,     88.20,444
882,     88.30,413
883,     88.40,404
884,     88.50,368
885,     88.60,445
886,     88.70,415
887,     88.80,382
888,     88.90,399
889,     89.00,405
