Spectrum Name:,
Description:,
Student ID:,
Detector Used:,
Comments:,
Acquisition Mode:,Mossbauer
Mossbauer Dwell Time:,0.1 mSeconds
Elapsed Passes:,7000 
High Voltage:,1800
Conversion Gain:,2048
Coarse Gain:,8
Fine Gain:,1.77
ULD:,  45%
LLD:,  28%

Channel Data:
Chan,Dwell(mSec.),Counts
0,      0.10,120
1,      0.20,125
2,      0.30,108
3,      0.40,106
4,      0.50,105
5,      0.60,110
6,      0.70,99
7,      0.80,101
8,      0.90,82
9,      1.00,86
10,      1.10,97
11,      1.20,97
12,      1.30,115
13,      1.40,115
14,      1.50,113
15,      1.60,107
16,      1.70,112
17,      1.80,117
18,      1.90,125
19,      2.00,131
20,      2.10,133
21,      2.20,111
22,      2.30,149
23,      2.40,127
24,      2.50,121
25,      2.60,135
26,      2.70,141
27,      2.80,121
28,      2.90,123
29,      3.00,123
30,      3.10,126
31,      3.20,140
32,      3.30,126
33,      3.40,138
34,      3.50,134
35,      3.60,139
36,      3.70,109
37,      3.80,96
38,      3.90,117
39,      4.00,131
40,      4.10,132
41,      4.20,99
42,      4.30,113
43,      4.40,104
44,      4.50,118
45,      4.60,120
46,      4.70,114
47,      4.80,163
48,      4.90,132
49,      5.00,137
50,      5.10,121
51,      5.20,119
52,      5.30,126
53,      5.40,144
54,      5.50,148
55,      5.60,136
56,      5.70,127
57,      5.80,111
58,      5.90,159
59,      6.00,149
60,      6.10,148
61,      6.20,133
62,      6.30,100
63,      6.40,130
64,      6.50,114
65,      6.60,102
66,      6.70,107
67,      6.80,96
68,      6.90,111
69,      7.00,104
70,      7.10,130
71,      7.20,140
72,      7.30,122
73,      7.40,137
74,      7.50,139
75,      7.60,126
76,      7.70,144
77,      7.80,141
78,      7.90,125
79,      8.00,118
80,      8.10,151
81,      8.20,125
82,      8.30,152
83,      8.40,137
84,      8.50,141
85,      8.60,155
86,      8.70,133
87,      8.80,137
88,      8.90,149
89,      9.00,134
90,      9.10,148
91,      9.20,107
92,      9.30,123
93,      9.40,129
94,      9.50,125
95,      9.60,109
96,      9.70,120
97,      9.80,112
98,      9.90,106
99,     10.00,110
100,     10.10,89
101,     10.20,71
102,     10.30,99
103,     10.40,97
104,     10.50,105
105,     10.60,98
106,     10.70,130
107,     10.80,105
108,     10.90,126
109,     11.00,128
110,     11.10,122
111,     11.20,136
112,     11.30,143
113,     11.40,126
114,     11.50,130
115,     11.60,122
116,     11.70,129
117,     11.80,140
118,     11.90,121
119,     12.00,128
120,     12.10,118
121,     12.20,131
122,     12.30,121
123,     12.40,127
124,     12.50,128
125,     12.60,133
126,     12.70,137
127,     12.80,136
128,     12.90,128
129,     13.00,106
130,     13.10,141
131,     13.20,128
132,     13.30,126
133,     13.40,127
134,     13.50,131
135,     13.60,114
136,     13.70,123
137,     13.80,144
138,     13.90,111
139,     14.00,122
140,     14.10,141
141,     14.20,132
142,     14.30,128
143,     14.40,117
144,     14.50,115
145,     14.60,116
146,     14.70,108
147,     14.80,125
148,     14.90,117
149,     15.00,111
150,     15.10,112
151,     15.20,131
152,     15.30,123
153,     15.40,105
154,     15.50,137
155,     15.60,126
156,     15.70,107
157,     15.80,113
158,     15.90,96
159,     16.00,110
160,     16.10,112
161,     16.20,137
162,     16.30,113
163,     16.40,133
164,     16.50,98
165,     16.60,107
166,     16.70,102
167,     16.80,127
168,     16.90,123
169,     17.00,114
170,     17.10,112
171,     17.20,111
172,     17.30,92
173,     17.40,98
174,     17.50,116
175,     17.60,105
176,     17.70,116
177,     17.80,120
178,     17.90,100
179,     18.00,109
180,     18.10,103
181,     18.20,89
182,     18.30,104
183,     18.40,117
184,     18.50,102
185,     18.60,108
186,     18.70,108
187,     18.80,109
188,     18.90,83
189,     19.00,118
190,     19.10,97
191,     19.20,81
192,     19.30,109
193,     19.40,114
194,     19.50,99
195,     19.60,100
