Spectrum Name:,
Description:,
Student ID:,
Detector Used:,
Comments:,
Acquisition Mode:,Mossbauer
Mossbauer Dwell Time:,0.1 mSeconds
Elapsed Passes:,54000 
High Voltage:,1800
Conversion Gain:,2048
Coarse Gain:,8
Fine Gain:,1.77
ULD:,  45%
LLD:,  28%

Channel Data:
Chan,Dwell(mSec.),Counts
0,      0.10,237
1,      0.20,213
2,      0.30,190
3,      0.40,224
4,      0.50,235
5,      0.60,237
6,      0.70,205
7,      0.80,227
8,      0.90,244
9,      1.00,237
10,      1.10,207
11,      1.20,229
12,      1.30,224
13,      1.40,217
14,      1.50,222
15,      1.60,224
16,      1.70,219
17,      1.80,204
18,      1.90,231
19,      2.00,217
20,      2.10,202
21,      2.20,263
22,      2.30,206
23,      2.40,204
24,      2.50,178
25,      2.60,214
26,      2.70,204
27,      2.80,198
28,      2.90,198
29,      3.00,193
30,      3.10,210
31,      3.20,224
32,      3.30,211
33,      3.40,216
34,      3.50,242
35,      3.60,220
36,      3.70,220
37,      3.80,214
38,      3.90,229
39,      4.00,191
40,      4.10,198
41,      4.20,207
42,      4.30,202
43,      4.40,193
44,      4.50,200
45,      4.60,227
46,      4.70,208
47,      4.80,218
48,      4.90,229
49,      5.00,198
50,      5.10,207
51,      5.20,210
52,      5.30,219
53,      5.40,197
54,      5.50,224
55,      5.60,214
56,      5.70,176
57,      5.80,232
58,      5.90,213
59,      6.00,201
60,      6.10,215
61,      6.20,220
62,      6.30,202
63,      6.40,194
64,      6.50,199
65,      6.60,211
66,      6.70,194
67,      6.80,213
68,      6.90,213
69,      7.00,218
70,      7.10,237
71,      7.20,209
72,      7.30,204
73,      7.40,223
74,      7.50,231
75,      7.60,234
76,      7.70,207
77,      7.80,217
78,      7.90,226
79,      8.00,224
80,      8.10,232
81,      8.20,194
82,      8.30,212
83,      8.40,218
84,      8.50,217
85,      8.60,220
86,      8.70,226
87,      8.80,211
88,      8.90,212
89,      9.00,203
90,      9.10,221
91,      9.20,225
92,      9.30,254
93,      9.40,213
94,      9.50,220
95,      9.60,246
96,      9.70,230
97,      9.80,208
98,      9.90,221
99,     10.00,225
100,     10.10,238
101,     10.20,227
102,     10.30,206
103,     10.40,222
104,     10.50,201
105,     10.60,223
106,     10.70,208
107,     10.80,206
108,     10.90,217
109,     11.00,184
110,     11.10,214
111,     11.20,219
112,     11.30,225
113,     11.40,210
114,     11.50,202
115,     11.60,223
116,     11.70,204
117,     11.80,208
118,     11.90,209
119,     12.00,215
120,     12.10,217
121,     12.20,206
122,     12.30,223
123,     12.40,207
124,     12.50,210
125,     12.60,205
126,     12.70,209
127,     12.80,249
128,     12.90,211
129,     13.00,197
130,     13.10,213
131,     13.20,187
132,     13.30,204
133,     13.40,208
134,     13.50,227
135,     13.60,228
136,     13.70,215
137,     13.80,208
138,     13.90,212
139,     14.00,203
140,     14.10,211
141,     14.20,227
142,     14.30,216
143,     14.40,231
144,     14.50,223
145,     14.60,238
146,     14.70,195
147,     14.80,217
148,     14.90,203
149,     15.00,200
150,     15.10,229
151,     15.20,249
152,     15.30,207
153,     15.40,224
154,     15.50,218
155,     15.60,243
156,     15.70,236
157,     15.80,200
158,     15.90,212
159,     16.00,225
160,     16.10,194
161,     16.20,208
162,     16.30,216
163,     16.40,205
164,     16.50,220
165,     16.60,201
166,     16.70,226
167,     16.80,219
168,     16.90,221
169,     17.00,213
170,     17.10,203
171,     17.20,198
172,     17.30,190
173,     17.40,209
174,     17.50,205
175,     17.60,199
176,     17.70,236
177,     17.80,225
178,     17.90,216
179,     18.00,245
180,     18.10,209
181,     18.20,212
182,     18.30,232
183,     18.40,211
184,     18.50,198
185,     18.60,200
186,     18.70,215
187,     18.80,228
188,     18.90,229
189,     19.00,253
190,     19.10,235
191,     19.20,218
192,     19.30,208
193,     19.40,221
194,     19.50,246
195,     19.60,209
196,     19.70,219
197,     19.80,228
198,     19.90,209
199,     20.00,229
200,     20.10,231
201,     20.20,213
