Spectrum Name:,
Description:,
Student ID:,
Detector Used:,
Comments:,
Acquisition Mode:,Mossbauer
Mossbauer Dwell Time:,0.1 mSeconds
Elapsed Passes:,4000 
High Voltage:,1800
Conversion Gain:,2048
Coarse Gain:,8
Fine Gain:,1.77
ULD:,  45%
LLD:,  28%

Channel Data:
Chan,Dwell(mSec.),Counts
0,      0.10,60
1,      0.20,46
2,      0.30,62
3,      0.40,54
4,      0.50,59
5,      0.60,61
6,      0.70,67
7,      0.80,65
8,      0.90,49
9,      1.00,66
10,      1.10,49
11,      1.20,60
12,      1.30,64
13,      1.40,51
14,      1.50,49
15,      1.60,52
16,      1.70,47
17,      1.80,49
18,      1.90,54
19,      2.00,55
20,      2.10,58
21,      2.20,65
22,      2.30,59
23,      2.40,51
24,      2.50,42
25,      2.60,34
26,      2.70,59
27,      2.80,48
28,      2.90,69
29,      3.00,47
30,      3.10,76
31,      3.20,62
32,      3.30,62
33,      3.40,65
34,      3.50,57
35,      3.60,42
36,      3.70,37
37,      3.80,41
38,      3.90,42
39,      4.00,58
40,      4.10,48
41,      4.20,54
42,      4.30,55
43,      4.40,49
44,      4.50,57
45,      4.60,57
46,      4.70,48
47,      4.80,62
48,      4.90,42
49,      5.00,52
50,      5.10,51
51,      5.20,42
52,      5.30,49
53,      5.40,45
54,      5.50,68
55,      5.60,44
56,      5.70,63
57,      5.80,44
58,      5.90,48
59,      6.00,48
60,      6.10,67
61,      6.20,34
62,      6.30,56
63,      6.40,68
64,      6.50,36
65,      6.60,55
66,      6.70,59
67,      6.80,61
68,      6.90,56
69,      7.00,43
70,      7.10,34
71,      7.20,44
72,      7.30,45
73,      7.40,55
74,      7.50,47
75,      7.60,61
76,      7.70,53
77,      7.80,47
78,      7.90,54
79,      8.00,51
80,      8.10,62
81,      8.20,56
82,      8.30,56
83,      8.40,28
84,      8.50,51
85,      8.60,55
86,      8.70,49
87,      8.80,62
88,      8.90,50
89,      9.00,48
90,      9.10,71
91,      9.20,59
92,      9.30,56
93,      9.40,68
94,      9.50,64
95,      9.60,47
96,      9.70,62
97,      9.80,53
