Spectrum Name:,
Description:,
Student ID:,
Detector Used:,
Comments:,
Acquisition Mode:,Mossbauer
Mossbauer Dwell Time:,0.1 mSeconds
Elapsed Passes:,4000 
High Voltage:,1800
Conversion Gain:,2048
Coarse Gain:,8
Fine Gain:,1.77
ULD:,  45%
LLD:,  28%

Channel Data:
Chan,Dwell(mSec.),Counts
0,      0.10,66
1,      0.20,62
2,      0.30,55
3,      0.40,41
4,      0.50,57
5,      0.60,59
6,      0.70,72
7,      0.80,53
8,      0.90,55
9,      1.00,61
10,      1.10,54
11,      1.20,68
12,      1.30,67
13,      1.40,60
14,      1.50,64
15,      1.60,72
16,      1.70,61
17,      1.80,56
18,      1.90,62
19,      2.00,64
20,      2.10,51
21,      2.20,65
22,      2.30,57
23,      2.40,52
24,      2.50,45
25,      2.60,47
26,      2.70,54
27,      2.80,50
28,      2.90,68
29,      3.00,57
30,      3.10,61
31,      3.20,54
32,      3.30,42
33,      3.40,60
34,      3.50,36
35,      3.60,62
36,      3.70,42
37,      3.80,51
38,      3.90,52
39,      4.00,55
40,      4.10,66
41,      4.20,51
42,      4.30,60
43,      4.40,60
44,      4.50,60
45,      4.60,51
46,      4.70,42
47,      4.80,63
48,      4.90,66
49,      5.00,46
50,      5.10,49
51,      5.20,61
52,      5.30,74
53,      5.40,51
54,      5.50,72
55,      5.60,62
56,      5.70,52
57,      5.80,57
58,      5.90,41
59,      6.00,45
60,      6.10,52
61,      6.20,65
62,      6.30,59
63,      6.40,75
64,      6.50,51
65,      6.60,64
66,      6.70,66
67,      6.80,74
68,      6.90,59
69,      7.00,58
70,      7.10,50
71,      7.20,30
72,      7.30,45
73,      7.40,53
74,      7.50,65
75,      7.60,46
76,      7.70,81
77,      7.80,58
78,      7.90,64
79,      8.00,81
80,      8.10,55
81,      8.20,45
82,      8.30,58
83,      8.40,44
84,      8.50,36
85,      8.60,62
86,      8.70,62
87,      8.80,52
88,      8.90,62
89,      9.00,63
90,      9.10,76
91,      9.20,71
92,      9.30,62
93,      9.40,56
94,      9.50,76
95,      9.60,54
96,      9.70,53
97,      9.80,56
98,      9.90,57
99,     10.00,66
100,     10.10,67
101,     10.20,60
102,     10.30,77
103,     10.40,69
104,     10.50,53
105,     10.60,70
106,     10.70,59
107,     10.80,66
108,     10.90,60
109,     11.00,51
110,     11.10,66
111,     11.20,73
112,     11.30,57
113,     11.40,61
114,     11.50,73
115,     11.60,54
116,     11.70,65
117,     11.80,72
118,     11.90,62
119,     12.00,71
120,     12.10,60
121,     12.20,78
122,     12.30,64
123,     12.40,77
124,     12.50,67
125,     12.60,75
126,     12.70,70
127,     12.80,69
128,     12.90,76
129,     13.00,61
130,     13.10,65
131,     13.20,80
132,     13.30,83
133,     13.40,78
134,     13.50,43
135,     13.60,67
136,     13.70,69
137,     13.80,54
138,     13.90,64
139,     14.00,74
140,     14.10,62
141,     14.20,47
142,     14.30,66
143,     14.40,62
144,     14.50,57
145,     14.60,64
146,     14.70,69
147,     14.80,70
148,     14.90,62
149,     15.00,66
150,     15.10,60
151,     15.20,48
152,     15.30,55
153,     15.40,74
154,     15.50,69
155,     15.60,75
156,     15.70,52
157,     15.80,69
158,     15.90,82
159,     16.00,63
160,     16.10,67
161,     16.20,78
162,     16.30,59
163,     16.40,69
164,     16.50,66
165,     16.60,81
166,     16.70,66
167,     16.80,54
168,     16.90,53
169,     17.00,58
170,     17.10,75
171,     17.20,51
172,     17.30,56
173,     17.40,58
174,     17.50,58
175,     17.60,63
176,     17.70,61
177,     17.80,59
178,     17.90,64
179,     18.00,57
180,     18.10,69
181,     18.20,73
182,     18.30,65
183,     18.40,63
184,     18.50,68
185,     18.60,49
186,     18.70,77
187,     18.80,56
188,     18.90,48
189,     19.00,68
190,     19.10,53
191,     19.20,63
192,     19.30,53
193,     19.40,56
194,     19.50,60
195,     19.60,66
196,     19.70,74
197,     19.80,56
198,     19.90,60
199,     20.00,50
200,     20.10,54
201,     20.20,67
202,     20.30,72
203,     20.40,76
204,     20.50,64
205,     20.60,64
206,     20.70,70
207,     20.80,69
208,     20.90,71
209,     21.00,58
210,     21.10,65
211,     21.20,58
212,     21.30,62
213,     21.40,68
214,     21.50,74
215,     21.60,55
216,     21.70,82
217,     21.80,59
218,     21.90,67
219,     22.00,60
220,     22.10,59
221,     22.20,78
222,     22.30,65
223,     22.40,58
224,     22.50,65
225,     22.60,61
226,     22.70,68
227,     22.80,55
228,     22.90,59
229,     23.00,71
230,     23.10,58
231,     23.20,58
232,     23.30,43
233,     23.40,62
234,     23.50,74
235,     23.60,59
236,     23.70,55
237,     23.80,83
238,     23.90,64
239,     24.00,63
240,     24.10,63
241,     24.20,72
242,     24.30,72
243,     24.40,79
244,     24.50,51
245,     24.60,45
246,     24.70,54
247,     24.80,55
248,     24.90,67
249,     25.00,53
250,     25.10,76
251,     25.20,76
252,     25.30,68
253,     25.40,56
254,     25.50,63
255,     25.60,59
256,     25.70,65
257,     25.80,61
258,     25.90,59
259,     26.00,60
260,     26.10,65
261,     26.20,70
262,     26.30,58
263,     26.40,62
264,     26.50,53
265,     26.60,59
266,     26.70,64
267,     26.80,53
268,     26.90,59
269,     27.00,73
270,     27.10,63
