Spectrum Name:,
Description:,
Student ID:,
Detector Used:,
Comments:,
Acquisition Mode:,Mossbauer
Mossbauer Dwell Time:,0.1 mSeconds
Elapsed Passes:,36000 
High Voltage:,1800
Conversion Gain:,2048
Coarse Gain:,8
Fine Gain:,1.77
ULD:,  45%
LLD:,  28%

Channel Data:
Chan,Dwell(mSec.),Counts
0,      0.10,157
1,      0.20,148
2,      0.30,160
3,      0.40,123
4,      0.50,143
5,      0.60,160
6,      0.70,124
7,      0.80,142
8,      0.90,162
9,      1.00,135
10,      1.10,140
11,      1.20,138
12,      1.30,154
13,      1.40,130
14,      1.50,151
15,      1.60,142
16,      1.70,151
17,      1.80,139
18,      1.90,132
19,      2.00,127
20,      2.10,152
21,      2.20,141
22,      2.30,134
23,      2.40,130
24,      2.50,130
25,      2.60,141
26,      2.70,137
27,      2.80,137
28,      2.90,135
29,      3.00,145
30,      3.10,136
31,      3.20,134
32,      3.30,141
33,      3.40,134
34,      3.50,149
35,      3.60,143
36,      3.70,154
37,      3.80,145
38,      3.90,152
39,      4.00,146
40,      4.10,143
41,      4.20,134
42,      4.30,146
43,      4.40,145
44,      4.50,140
45,      4.60,143
46,      4.70,142
47,      4.80,141
48,      4.90,136
49,      5.00,130
50,      5.10,136
51,      5.20,136
52,      5.30,117
53,      5.40,129
54,      5.50,119
55,      5.60,123
56,      5.70,116
57,      5.80,111
58,      5.90,107
59,      6.00,132
60,      6.10,142
61,      6.20,136
62,      6.30,111
63,      6.40,127
64,      6.50,130
65,      6.60,133
66,      6.70,134
67,      6.80,151
68,      6.90,135
69,      7.00,147
70,      7.10,143
71,      7.20,130
72,      7.30,156
73,      7.40,145
74,      7.50,148
75,      7.60,124
76,      7.70,131
77,      7.80,144
78,      7.90,126
79,      8.00,144
80,      8.10,129
81,      8.20,148
82,      8.30,147
83,      8.40,150
84,      8.50,149
85,      8.60,124
86,      8.70,144
87,      8.80,143
88,      8.90,151
89,      9.00,123
90,      9.10,126
91,      9.20,140
92,      9.30,133
93,      9.40,134
94,      9.50,123
95,      9.60,140
96,      9.70,147
97,      9.80,141
98,      9.90,117
99,     10.00,150
100,     10.10,136
101,     10.20,135
102,     10.30,151
103,     10.40,139
104,     10.50,148
105,     10.60,130
106,     10.70,157
107,     10.80,145
108,     10.90,147
109,     11.00,145
110,     11.10,107
111,     11.20,135
112,     11.30,149
113,     11.40,155
114,     11.50,133
115,     11.60,140
116,     11.70,127
117,     11.80,129
118,     11.90,123
119,     12.00,153
120,     12.10,146
121,     12.20,133
122,     12.30,140
123,     12.40,143
124,     12.50,127
125,     12.60,161
126,     12.70,130
127,     12.80,146
128,     12.90,146
129,     13.00,133
130,     13.10,126
131,     13.20,158
132,     13.30,135
133,     13.40,147
134,     13.50,126
135,     13.60,155
136,     13.70,130
137,     13.80,148
138,     13.90,137
139,     14.00,138
140,     14.10,131
141,     14.20,176
142,     14.30,124
143,     14.40,150
144,     14.50,138
145,     14.60,150
146,     14.70,139
147,     14.80,130
148,     14.90,147
149,     15.00,158
150,     15.10,133
151,     15.20,145
152,     15.30,139
153,     15.40,132
154,     15.50,140
155,     15.60,147
156,     15.70,144
157,     15.80,140
158,     15.90,139
159,     16.00,139
160,     16.10,143
161,     16.20,144
162,     16.30,129
163,     16.40,159
164,     16.50,145
165,     16.60,138
166,     16.70,155
167,     16.80,150
168,     16.90,171
169,     17.00,156
170,     17.10,149
171,     17.20,119
172,     17.30,121
173,     17.40,170
174,     17.50,145
175,     17.60,137
176,     17.70,137
177,     17.80,123
178,     17.90,161
179,     18.00,139
180,     18.10,156
181,     18.20,139
182,     18.30,139
183,     18.40,139
184,     18.50,136
185,     18.60,145
186,     18.70,127
187,     18.80,123
188,     18.90,144
189,     19.00,143
190,     19.10,142
191,     19.20,128
192,     19.30,142
193,     19.40,165
194,     19.50,153
195,     19.60,135
196,     19.70,143
197,     19.80,147
198,     19.90,164
199,     20.00,137
200,     20.10,140
201,     20.20,126
202,     20.30,138
203,     20.40,157
204,     20.50,142
205,     20.60,121
206,     20.70,138
207,     20.80,145
208,     20.90,127
209,     21.00,129
210,     21.10,135
211,     21.20,139
212,     21.30,131
213,     21.40,120
214,     21.50,144
215,     21.60,139
216,     21.70,152
217,     21.80,132
218,     21.90,135
219,     22.00,140
220,     22.10,149
221,     22.20,122
222,     22.30,156
223,     22.40,144
224,     22.50,132
225,     22.60,137
226,     22.70,127
227,     22.80,120
228,     22.90,156
229,     23.00,147
230,     23.10,139
231,     23.20,143
232,     23.30,144
233,     23.40,159
234,     23.50,146
235,     23.60,172
236,     23.70,139
237,     23.80,143
238,     23.90,125
239,     24.00,136
240,     24.10,143
241,     24.20,149
242,     24.30,132
243,     24.40,150
244,     24.50,138
245,     24.60,152
246,     24.70,143
247,     24.80,134
248,     24.90,148
249,     25.00,166
250,     25.10,158
251,     25.20,145
252,     25.30,140
253,     25.40,143
254,     25.50,117
255,     25.60,134
256,     25.70,134
257,     25.80,142
258,     25.90,139
259,     26.00,147
260,     26.10,148
261,     26.20,142
262,     26.30,147
263,     26.40,143
264,     26.50,151
265,     26.60,143
266,     26.70,120
267,     26.80,145
268,     26.90,140
269,     27.00,113
270,     27.10,134
271,     27.20,155
272,     27.30,153
273,     27.40,136
274,     27.50,160
275,     27.60,154
276,     27.70,153
277,     27.80,153
278,     27.90,127
279,     28.00,123
280,     28.10,137
281,     28.20,155
282,     28.30,133
283,     28.40,128
284,     28.50,130
285,     28.60,153
286,     28.70,154
287,     28.80,116
288,     28.90,134
289,     29.00,140
290,     29.10,114
291,     29.20,153
292,     29.30,140
293,     29.40,132
294,     29.50,144
295,     29.60,132
296,     29.70,144
297,     29.80,145
298,     29.90,163
299,     30.00,125
300,     30.10,144
301,     30.20,138
302,     30.30,118
303,     30.40,144
304,     30.50,123
305,     30.60,143
306,     30.70,142
307,     30.80,147
308,     30.90,136
309,     31.00,144
310,     31.10,154
311,     31.20,142
312,     31.30,119
313,     31.40,156
314,     31.50,147
315,     31.60,137
316,     31.70,139
317,     31.80,136
318,     31.90,131
319,     32.00,146
320,     32.10,148
321,     32.20,124
322,     32.30,146
323,     32.40,145
324,     32.50,154
325,     32.60,114
326,     32.70,147
327,     32.80,130
328,     32.90,131
329,     33.00,135
330,     33.10,131
331,     33.20,156
332,     33.30,157
333,     33.40,147
334,     33.50,130
335,     33.60,150
336,     33.70,129
337,     33.80,138
338,     33.90,145
339,     34.00,144
340,     34.10,144
341,     34.20,141
342,     34.30,134
343,     34.40,148
344,     34.50,148
345,     34.60,153
346,     34.70,140
347,     34.80,154
348,     34.90,153
349,     35.00,140
350,     35.10,141
351,     35.20,133
352,     35.30,151
353,     35.40,138
354,     35.50,144
355,     35.60,105
356,     35.70,151
357,     35.80,123
358,     35.90,146
359,     36.00,141
360,     36.10,124
361,     36.20,148
362,     36.30,138
363,     36.40,156
364,     36.50,127
365,     36.60,147
366,     36.70,149
367,     36.80,122
368,     36.90,136
369,     37.00,124
370,     37.10,119
371,     37.20,141
372,     37.30,129
373,     37.40,137
374,     37.50,149
375,     37.60,142
376,     37.70,149
377,     37.80,114
378,     37.90,119
379,     38.00,131
380,     38.10,134
381,     38.20,130
382,     38.30,129
383,     38.40,150
384,     38.50,167
385,     38.60,148
386,     38.70,152
387,     38.80,132
388,     38.90,150
389,     39.00,128
390,     39.10,140
391,     39.20,132
392,     39.30,170
393,     39.40,134
394,     39.50,147
395,     39.60,158
396,     39.70,127
397,     39.80,147
398,     39.90,178
399,     40.00,135
400,     40.10,143
401,     40.20,138
402,     40.30,149
403,     40.40,156
404,     40.50,133
405,     40.60,142
406,     40.70,134
407,     40.80,157
408,     40.90,141
409,     41.00,149
410,     41.10,138
411,     41.20,131
412,     41.30,155
413,     41.40,147
414,     41.50,136
415,     41.60,117
416,     41.70,121
417,     41.80,142
418,     41.90,136
419,     42.00,143
420,     42.10,160
421,     42.20,143
422,     42.30,150
423,     42.40,142
424,     42.50,166
425,     42.60,138
426,     42.70,141
427,     42.80,130
428,     42.90,167
429,     43.00,125
430,     43.10,136
431,     43.20,145
432,     43.30,132
433,     43.40,122
434,     43.50,148
435,     43.60,159
436,     43.70,144
437,     43.80,133
438,     43.90,135
439,     44.00,124
440,     44.10,140
441,     44.20,121
442,     44.30,133
443,     44.40,147
444,     44.50,145
445,     44.60,156
446,     44.70,151
447,     44.80,146
448,     44.90,144
449,     45.00,145
450,     45.10,131
451,     45.20,141
452,     45.30,116
453,     45.40,122
454,     45.50,140
455,     45.60,144
456,     45.70,127
457,     45.80,146
458,     45.90,131
459,     46.00,148
460,     46.10,146
461,     46.20,125
462,     46.30,143
463,     46.40,141
464,     46.50,159
465,     46.60,121
466,     46.70,132
467,     46.80,136
468,     46.90,154
469,     47.00,121
470,     47.10,158
471,     47.20,155
472,     47.30,130
473,     47.40,124
474,     47.50,133
475,     47.60,145
476,     47.70,148
477,     47.80,156
478,     47.90,146
479,     48.00,133
480,     48.10,152
481,     48.20,137
482,     48.30,111
483,     48.40,132
484,     48.50,138
485,     48.60,172
486,     48.70,124
487,     48.80,161
488,     48.90,164
489,     49.00,180
490,     49.10,137
491,     49.20,127
492,     49.30,164
493,     49.40,133
494,     49.50,141
495,     49.60,113
496,     49.70,146
497,     49.80,160
498,     49.90,156
499,     50.00,132
500,     50.10,149
501,     50.20,128
502,     50.30,120
503,     50.40,135
504,     50.50,156
505,     50.60,164
506,     50.70,132
507,     50.80,144
508,     50.90,144
509,     51.00,139
510,     51.10,139
511,     51.20,122
