Spectrum Name:,
Description:,
Student ID:,
Detector Used:,
Comments:,
Acquisition Mode:,Mossbauer
Mossbauer Dwell Time:,0.1 mSeconds
Elapsed Passes:,4000 
High Voltage:,1800
Conversion Gain:,2048
Coarse Gain:,8
Fine Gain:,1.77
ULD:,  45%
LLD:,  28%

Channel Data:
Chan,Dwell(mSec.),Counts
0,      0.10,55
1,      0.20,83
2,      0.30,65
3,      0.40,77
4,      0.50,70
5,      0.60,57
6,      0.70,61
7,      0.80,52
8,      0.90,81
9,      1.00,54
10,      1.10,61
11,      1.20,65
12,      1.30,77
13,      1.40,69
14,      1.50,90
15,      1.60,92
16,      1.70,63
17,      1.80,77
18,      1.90,68
19,      2.00,93
20,      2.10,77
21,      2.20,78
22,      2.30,73
23,      2.40,70
24,      2.50,56
25,      2.60,67
26,      2.70,59
27,      2.80,74
28,      2.90,68
29,      3.00,65
30,      3.10,98
31,      3.20,76
32,      3.30,72
33,      3.40,92
34,      3.50,87
35,      3.60,69
36,      3.70,67
37,      3.80,74
38,      3.90,83
39,      4.00,79
40,      4.10,70
41,      4.20,77
42,      4.30,56
43,      4.40,67
44,      4.50,64
45,      4.60,67
46,      4.70,66
47,      4.80,95
48,      4.90,88
49,      5.00,80
50,      5.10,95
51,      5.20,69
52,      5.30,68
53,      5.40,72
54,      5.50,78
55,      5.60,76
56,      5.70,76
57,      5.80,79
58,      5.90,63
59,      6.00,61
60,      6.10,72
61,      6.20,60
62,      6.30,73
63,      6.40,75
64,      6.50,83
65,      6.60,88
66,      6.70,73
67,      6.80,82
68,      6.90,89
69,      7.00,66
70,      7.10,72
71,      7.20,94
72,      7.30,81
73,      7.40,82
74,      7.50,74
75,      7.60,74
76,      7.70,54
77,      7.80,71
78,      7.90,59
79,      8.00,64
80,      8.10,72
81,      8.20,62
82,      8.30,59
83,      8.40,76
84,      8.50,77
85,      8.60,78
86,      8.70,76
87,      8.80,68
88,      8.90,72
89,      9.00,79
90,      9.10,81
91,      9.20,72
92,      9.30,77
93,      9.40,73
94,      9.50,60
95,      9.60,65
96,      9.70,64
97,      9.80,48
98,      9.90,58
99,     10.00,50
100,     10.10,60
101,     10.20,66
102,     10.30,91
103,     10.40,80
104,     10.50,74
105,     10.60,73
106,     10.70,65
107,     10.80,71
108,     10.90,82
109,     11.00,87
110,     11.10,84
111,     11.20,67
112,     11.30,78
113,     11.40,80
